row,h_ra,h_dec,petroR50_r,expRad_r,deVRad_r,fracDeV_r,modelMag_r
818,350.691969488046,0.532310749913251,1.762105,2.197772,5.422113,0.0,18.74736
819,318.197876450234,0.916504991072937,0.5686607,0.3485801,0.2360626,0.0,22.2641
820,242.841831407875,55.0639233005068,1.568019,1.334598,1.907628,0.4997883,18.51786
822,332.080943675553,-1.19630546122729,0.6852105,0.3332038,0.2757308,0.1024917,20.19294
823,33.9053431540239,-4.20887587053508,1.537607,1.061212,1.398878,0.8378057,17.97431
824,336.832664208179,1.03070919427814,1.428027,1.59872,3.296286,0.0,20.13161
825,34.2733981052849,0.280801105187942,1.612227,1.560174,3.555043,0.08021489,19.01834
826,35.0958321262645,-4.6731061293863,1.596504,1.583437,2.993752,0.3533678,20.41292
827,128.837336372725,43.8544189770182,1.194587,0.958276,1.168318,0.8434732,18.44389
828,312.043493259548,-1.17134678786938,0.7192101,0.5144334,0.5270314,0.0,20.34921
829,3.42866278207254,0.652321739956331,0.8936358,0.8936081,1.150888,0.5672933,20.70287
830,329.699951540955,0.198780924597879,2.091735,1.621477,3.320237,0.6094753,19.50982
831,16.8570659084364,1.04370956404927,1.547868,1.43166,2.245979,0.7573168,18.36892
832,43.1132643357929,0.251742819883333,2.637825,3.753378,8.756258,0.1689621,18.09585
833,8.10767400780231,-1.05390439632393,1.106352,1.208263,2.227723,0.0,19.81307
834,3.59849197712799,0.333176424317534,1.381504,1.419741,2.894095,0.0,19.84253
835,355.30219445952,-1.1059673682827,0.9093099,0.9127048,1.137169,0.0,20.25862
836,4.93323658435544,-0.400115392672638,1.108888,1.012543,1.739934,0.1595074,19.35526
837,315.393119801017,-0.269714640008404,0.8303851,0.4475133,0.4981468,0.976359,20.15831
838,27.5647396135969,-0.88670096577317,1.645324,1.977643,4.486891,0.0,18.43118
839,5.7883191248668,-0.0535803414332859,1.292345,0.7875436,1.231322,1.0,18.14067
840,35.899779522191,-3.29871345362239,0.6471354,0.3085184,0.2490961,0.4852788,22.00903
841,314.234083061847,-0.279168001161069,1.942877,2.017279,4.01685,0.8535038,17.85397
842,55.5610761193947,0.478357700812584,0.8526552,0.6348662,0.7064901,0.9115272,18.67208
844,26.9626808457682,0.640418344874235,1.451622,1.476063,3.354377,0.0,19.34574
845,24.9000308545525,-0.757936444698323,1.537135,1.250615,2.018727,1.0,17.34133
846,212.627362793793,53.8988230103771,1.844827,1.596684,2.687238,0.7094064,17.62025
847,359.884352003499,0.73685372877626,1.012608,0.8069988,1.221421,0.369219,20.84702
848,149.082158552049,1.40921595258503,0.9248928,0.6687787,0.5322147,0.0,22.01392
850,25.6597785975542,1.03034942721612,1.111106,1.001755,1.23004,1.0,17.95802
851,20.4066041149822,-0.977154291399375,1.430245,1.936733,3.929983,0.0,20.04635
852,37.0996455464454,0.185996914431489,1.452213,1.026331,1.794501,0.8184251,17.60365
853,26.1208245900151,0.229791924978014,1.719673,1.517281,2.842417,0.7420067,17.78616
855,323.87848462938,-0.979633746536401,1.59156,1.243239,2.322717,0.7161958,17.20148
856,316.76483716132,0.723404966558005,0.8348547,0.4380285,0.5429742,1.0,18.75998
857,149.466229775191,3.48228134793738,0.8167339,0.4351342,0.3001532,0.0,20.98787
858,323.295060069709,-0.960058487848272,1.248477,1.416336,2.124287,0.0,19.88206
859,332.866167222156,0.755944495681687,0.5991655,0.3034323,0.1894975,1.0,22.5832
861,36.2155034423194,-3.34484209137884,0.9052291,0.9486571,1.265922,0.0,20.19473
864,131.828168141818,43.4079858740585,1.270329,1.474644,2.136236,0.0,19.58537
865,16.9316961303776,-1.03947497100163,1.211491,1.499098,2.032912,0.02260765,18.17789
866,11.6815976168206,-1.03249056683094,0.8891909,0.6502462,0.7711419,0.7744902,18.89391
867,163.682080909232,58.6268797666277,0.95916,0.9811878,1.303627,0.0,21.17617
868,313.718799030775,-0.195816663091021,1.606206,0.9902981,1.644391,1.0,17.7109
869,31.829932239196,1.25201391053178,3.523776,2.92568,5.462592,1.0,16.74775
871,307.219352188952,-0.779823653399954,1.083786,0.7830246,1.00224,0.5091316,18.40556
872,37.7310825782467,0.946246211193773,0.8237883,0.4237455,0.4839807,1.0,21.28357
873,31.9098306362453,-0.324044923459019,1.228683,1.106567,1.871073,0.0,18.42896
874,,,,,,,
875,54.9465459113388,0.992111826794617,1.605598,1.898392,3.440827,0.3133742,19.47372
876,356.171811002878,-0.0301050334189353,0.967951,0.7835769,1.099154,0.2350227,19.42134
877,308.194890393635,0.926973534350822,1.897451,1.84732,4.830711,0.0,19.30562
878,9.70133915674,-0.179233667576668,1.069159,1.202923,1.705286,0.0,18.72431
879,184.374868120136,47.5481758650018,1.42065,1.473694,2.589575,0.2070411,19.64269
880,333.182840727124,-0.0350784893696564,0.7403893,0.4824149,0.5522263,0.5421285,20.25945
881,323.233882073729,-0.700060102942224,1.721856,2.182667,5.319121,0.0,19.27712
882,351.142108773797,0.226966971753508,0.9200321,0.6332152,0.8369137,0.6588511,19.8025
883,345.024932153298,0.537550788099007,0.9176651,0.5177473,0.5905745,0.9877372,19.02876
885,40.5208328940825,-0.541037223814784,1.073744,1.098268,1.71049,0.3627336,19.53009
887,42.058679019524,-0.346814870651649,1.543012,1.487241,3.264704,0.1025045,19.24438
888,49.0493571058121,-0.600981788014859,0.7505032,0.5610989,0.5145505,0.941833,18.57213
889,333.684230832761,1.21711766873489,1.824444,1.576283,2.647457,0.2636149,17.69011
890,35.7978270866771,-2.78006098932035,1.167535,1.390418,2.29087,0.2692716,19.5543
891,128.847007452951,44.9136617984908,1.270585,0.8713907,1.273421,0.5953009,18.54639
892,130.672681840682,43.5969939429104,1.02338,1.269943,1.912645,0.0,21.04111
893,54.9274234782065,1.09267088253499,3.513618,3.689724,6.632769,0.9804846,17.3468
894,150.49829734982,1.32360057252107,1.922321,1.505037,2.866165,0.7626035,18.17957
895,49.8674396937344,-0.318010565705435,1.444915,1.549141,3.297413,0.0,18.97827
897,43.7725223540914,-0.147688477584044,1.348822,1.228151,2.317026,0.8281965,19.02675
898,45.3238268402608,-0.642272114972697,1.694901,0.645744,1.216244,1.0,19.22548
899,43.1940458877901,-0.127876108891426,0.7363858,0.9126326,1.371562,0.6402239,22.01329
900,319.668391122821,-1.02424077976702,0.6883541,1.136678,1.525065,0.0,21.93174
903,339.723619133402,-1.16723286738827,1.44227,0.9743449,1.653023,0.8051562,19.83797
904,339.308118076083,0.736299337827882,0.7992706,0.5508063,0.6217064,0.9727607,19.12407
905,40.9169416164905,-0.762082874253018,0.950511,1.307075,1.900338,0.09956844,20.72589
906,33.7413200058338,0.602716242535486,1.795766,1.598483,3.296489,0.1392784,18.90371
907,357.52108875365,-0.92152777029135,1.471889,1.563666,2.460832,0.4385711,20.4151
908,326.848227058651,-0.494749520331801,1.905943,1.790031,4.107137,0.05970437,19.02976
909,40.9697225711322,-1.22947339128643,1.147702,1.638191,2.84667,1.0,20.24609
910,349.138851262894,-0.663468877778663,1.042907,0.6783962,0.9769778,0.7040509,20.47444
911,352.942186868666,-0.668080038847219,0.8372303,0.5987731,0.7018564,0.7235073,19.67074
912,150.952119740421,2.64616804509778,1.462265,1.764577,3.112486,0.0,18.51366
913,354.556618165268,1.24905982563318,1.50069,1.258619,2.090197,0.6306775,18.11475
914,46.641324482814,0.792495703639931,2.15086,2.540764,5.386908,0.754071,18.6827
916,41.7857343666259,0.775271776262063,1.060137,0.916046,1.269361,0.05009478,19.20322
917,,,,,,,
919,29.7285732649181,-1.02696889211317,1.845383,1.520779,2.70229,1.0,18.30494
920,12.5465860313715,0.675718424125878,1.363217,0.8423221,1.229165,1.0,17.97279
922,,,,,,,
923,15.5360688754007,-0.879656545299011,2.125543,1.845775,3.421609,0.5062437,17.4744
924,16.717878285618,1.15388132444217,1.690875,1.465655,2.646562,0.1971927,18.12942
925,42.6338902393704,0.807330738140168,1.238562,1.19935,1.767026,0.1728541,18.90931
926,20.578434799505,1.01029712985105,1.389342,1.244421,2.561008,1.0,21.59379
927,50.090490262848,-0.884804606034734,1.417701,1.361183,2.368853,0.1604372,18.92091
928,55.5723990211999,1.06226633725062,1.648263,2.738358,5.173264,0.08768047,19.77326
930,313.833488753362,-0.0934753062901575,2.127891,2.188234,5.599179,0.01870742,18.7991
932,131.581174791396,44.0728143863323,1.32283,1.009358,1.530007,0.492188,18.7337
933,318.902081453839,-0.321710241113032,1.876867,2.30328,5.116136,0.009818662,18.32963
934,35.7244813984601,-6.25702836964036,1.450624,0.7761482,1.355733,1.0,18.50191
935,35.7530415064958,-6.26437831757269,1.268468,1.435279,2.647083,0.0,19.29476
936,357.784882455872,-0.746564039254879,1.592837,1.685762,3.529784,0.0,18.94094
937,25.2660274476079,-0.448289003180049,2.002555,1.899228,4.372835,0.0,19.15494
939,2.85240453835581,0.702022545126869,2.422045,2.357143,4.846229,0.7621692,17.37719
941,27.1517027662698,0.328775053987383,0.9269018,0.2530152,0.4069354,0.7164245,21.43464
942,163.668668165418,59.0188722345796,0.9764093,0.8757232,1.168,0.0,20.77074
943,8.90324211327822,-0.232563858894802,-9999.0,0.7633197,0.9251109,0.0,22.49118
944,17.2164753040558,1.19777846568951,1.218909,1.197511,2.124275,0.0,21.7569
946,212.459146455365,53.4779132826259,1.182119,0.6519164,0.7538886,1.0,18.90704
947,333.960261455056,1.22827247399489,1.288638,1.147206,1.353206,0.978523,18.02314
949,129.545932416245,45.2015589434719,1.178647,0.9043788,1.119745,0.6721975,20.6032
950,131.317774534325,43.3862444155766,1.553712,1.526747,2.272173,0.6507567,18.2056
951,149.546362541144,0.877851127277617,1.432346,0.94562,1.266784,0.9477847,18.38185
952,7.05213412073349,0.117997616195822,0.7797834,0.6034809,0.7846079,0.2206539,21.05327
953,333.762229062133,-0.341716156481802,1.759397,1.844684,4.106472,0.1086981,19.81757
954,,,,,,,
955,330.470668070446,1.04447717466468,1.129922,0.9695024,1.112475,0.1005032,20.02842
956,15.734752395891,0.183005680005996,0.5668039,0.3729965,0.3090344,0.0,20.16688
958,328.079280581289,0.471922590594719,1.093258,1.280035,1.740416,0.2633288,21.33788
959,31.9763074533096,-0.535345777947101,1.642635,1.557142,3.457454,0.0,19.94828
960,13.5092128651842,1.06891882703324,1.185876,0.7441776,0.9665599,0.9442189,19.07956
961,34.9041477567725,-3.52995976207579,1.379747,1.095671,1.272728,0.434963,19.84121
962,316.093801799588,-0.898447808750841,2.601008,2.455804,4.911088,0.8894143,17.62479
963,36.7223886726246,-0.327849759869752,0.7310271,0.5903226,0.7066865,0.0,20.84012
965,337.518923986605,0.0031227054438268,2.151554,1.528249,2.845249,1.0,18.09416
967,319.395512790538,-0.523965859483161,0.8794509,0.6305283,0.7646919,0.9050204,19.53461
968,320.020099127769,-0.177351535875002,1.630984,1.430546,2.931583,0.1346149,18.58742
969,334.493505420761,-0.69443942520844,5.262066,12.74888,5.399279,1.0,24.86768
970,337.544223051068,-0.407811608427687,1.399181,1.720818,3.434152,1.0,21.53996
971,,,,,,,
972,328.711090463341,0.933045352900468,1.018167,0.6531811,0.7883052,1.0,18.48111
973,36.3559882988396,-3.59616128783036,1.134962,0.9900076,1.142415,1.0,19.87707
974,31.4604076963496,-0.332586404238034,0.9512603,0.8348684,1.368974,0.3359899,20.57121
975,129.370117636761,44.046551803753,2.104103,1.496274,2.123767,0.9424495,17.68661
976,51.1369774275732,1.02262832303063,1.659799,1.318508,2.335396,0.5449479,18.07696
977,,,,,,,
979,32.4596977982044,-0.0617024012411582,0.9235715,0.5413462,0.6421237,1.0,19.44024
981,46.6823695121667,-0.754095021860143,0.9599622,0.6789036,0.8822963,0.3499806,19.81147
982,331.100141267171,0.690809623018704,1.350462,1.751098,2.927917,0.02047618,19.44609
983,335.261019018448,-0.748401095532729,1.739593,1.8828,3.827223,0.4166418,18.55593
987,316.642394067723,-0.648632116786103,1.589127,1.361762,3.29673,0.4953007,19.76847
988,334.863868515603,0.494157180213735,1.25997,1.136906,2.150978,0.0,20.49996
990,20.344599454339,-0.0148313437832057,0.7372389,0.4452254,0.376948,0.8798303,22.64827
991,,,,,,,
992,25.7565762107648,-0.945186177104591,0.8460515,0.9698114,1.212319,0.0,19.95724
996,328.950992350833,1.18131228672037,1.701469,1.279273,1.905049,0.8752031,18.5123
997,328.669980607904,0.412787312291383,1.869651,1.895563,4.563238,0.0,19.67292
998,40.7433069825763,-0.268202090358075,1.115717,1.416693,2.154097,0.0,20.4678
1000,14.879392339684,-0.25672035756225,1.140955,1.008294,1.722097,0.373788,19.1244
1001,150.535301852685,2.71867443239442,1.792005,1.582384,2.804827,0.5728242,17.9228
1002,48.4192036643968,0.630551977306858,1.113341,0.9803101,1.274603,0.685869,18.83682
1003,7.88905047662513,-0.135587841253126,1.242277,1.655907,3.295807,0.0,20.44042
1004,332.891008974961,0.764738653383474,0.7817054,0.4300059,0.4919853,0.9815614,19.83763
1006,6.7742579297269,-0.125964287187836,1.011539,1.006662,1.418576,0.02570084,19.29194
1007,150.006164788837,2.43103363022724,1.059939,0.9786967,1.099332,0.0,20.40772
1008,149.799618472636,3.22100474502144,1.445976,1.581611,2.373688,0.3627165,19.35036
1010,341.567754762277,0.416189650882721,1.867044,1.908478,4.159965,0.006807471,18.52571
1011,7.66260963665619,0.14200736068384,1.438074,0.9636191,1.594174,0.9261563,18.19093
1012,129.494667433077,43.2947380354898,1.337759,0.9991133,1.385467,0.9921227,21.8567
1015,,,,,,,
1016,150.183875744648,3.40524954373974,2.731188,2.480466,3.482004,1.0,20.82033
1017,317.587412435593,0.93233269018077,1.681965,1.764071,4.165465,0.0,20.15885
1018,4.83199553337886,1.09063524754052,0.8024059,0.4228363,0.4562706,0.9555998,21.48743
1019,161.313713686669,58.1933167435093,0.5778902,0.2898444,0.241684,0.9470521,22.42074
1020,357.103962681474,-1.18513847099449,1.033891,1.221064,1.695198,0.0,19.87678
1021,42.9864678385832,-0.523965619446829,1.670515,2.558489,5.297908,0.0,19.19553
1022,40.8636065910745,-1.60241213174683,1.684765,1.298209,2.189053,0.7780684,17.11098
1024,,,,,,,
1025,334.671297336339,0.639503501658904,1.253626,1.136714,1.614874,0.05606598,21.31817
1028,243.619257684118,54.725970332156,1.067316,1.182756,1.705593,0.01881222,19.48782
1029,331.96331003179,-1.07004819464666,0.9439302,0.6692924,0.8879554,0.05415206,19.80721
1030,,,,,,,
1031,20.9837307429965,1.25508051425402,1.039479,1.308278,1.948183,0.0,20.10829
1032,351.112525631722,-0.754935864145712,1.329628,1.050108,1.852907,0.5340057,19.25373
1035,,,,,,,
1036,40.9988849575086,-0.906113407031503,0.7098707,0.6290089,0.5901165,0.8599448,21.86594
1037,163.261874663418,58.136531793241,1.148161,1.053553,1.704561,0.0,19.30799
1038,35.605842541197,-6.14986167117198,2.085477,4.031417,18.61533,0.0,22.01534
1039,6.64760912300375,-0.303283242145452,2.06349,1.271784,2.361396,1.0,17.75089
1041,36.926006378697,-4.31524771122035,1.544389,1.286839,1.875603,0.7925459,20.64736
1042,41.4958694236341,-1.08814219059913,1.179029,0.9853005,1.792108,0.3737707,20.59708
1043,40.2681540314602,-0.95551692846187,0.64988,0.3191288,0.3118692,0.2045129,22.38649
1044,15.860859344261,0.331611905699374,0.8792854,0.7368444,0.7939683,0.9649293,18.93419
1045,323.960657287102,-1.05895670600337,0.982794,0.7594815,0.8952532,0.5608162,20.1926
1046,352.986006931567,0.536236114524962,0.5637956,0.28962,0.2349201,0.402747,21.2449
1047,40.6112959492966,-0.794229644193266,1.895143,2.325106,4.437896,0.3762933,18.09566
1048,10.1624419210741,-0.0735692297095733,0.634365,0.4877872,0.4613334,0.0,21.25593
1049,323.638803101584,-0.884976622495593,1.69859,1.96974,5.115646,0.0,19.12024
1050,35.9032686427656,-5.48149136772378,0.8629029,0.4910766,0.4754592,0.6947454,20.41789
1051,40.6266476774777,-0.971262862003425,1.996712,3.125664,5.890067,0.8128581,19.86811
1052,27.5993375311114,1.17235156506983,1.283017,0.9620214,1.844145,0.4788803,19.61122
1055,244.494027015838,55.7420130454876,2.960652,4.805345,11.44478,0.04795881,17.85401
1056,,,,,,,
1057,243.275102426238,55.6120208547328,1.637422,2.070578,3.296342,0.0,19.52448
1060,2.68147977415974,0.201848677960311,1.454014,0.9468175,1.491527,1.0,18.63737
1061,354.394056665343,0.247432928099772,1.27219,1.154036,1.727625,0.8157827,19.34897
1062,,,,,,,
1063,13.205335368662,0.631523771771834,1.563354,0.9503165,1.461808,1.0,18.46873
1064,25.2436577520342,-0.728450203722023,0.7653666,0.7832398,0.9074076,0.0,20.12705
1066,317.645441324208,-0.122696275457296,1.089946,1.116457,1.803257,0.0,19.56794
1067,54.1561738701578,1.07883680368532,1.207598,0.9539695,1.369226,0.2648733,21.71249
1068,162.029289699257,56.8500990154826,0.8680334,0.4340242,0.3472041,0.9351746,20.18767
1069,333.94949192478,-0.315247121185538,1.050563,0.9163098,1.12954,0.5132859,20.36131
1070,9.87940757135686,1.02369100535726,1.946572,1.96249,3.805959,0.6243076,17.76452
1071,149.749587360427,3.15754472484472,1.561762,1.512406,2.731107,0.0,19.25955
1072,6.05936057225404,-0.249264866088307,1.188834,1.203714,2.241858,0.06354441,19.11846
1073,34.6107546152957,0.226136647211605,1.147704,1.208781,1.811529,0.308966,19.15005
1074,13.695653444904,-0.251005226571462,1.123932,1.299386,2.568403,0.0,20.64064
1075,214.752054492649,52.3864597439338,1.243653,1.077722,1.430565,0.627054,19.34489
1076,36.3802502592068,-5.87916959699908,1.6464,1.518113,3.292077,0.1486013,19.55973
1077,334.068563744378,0.70780740090992,1.028104,1.289185,1.815226,0.007902225,19.39951
1079,353.356076254577,0.310430127560666,0.9115766,1.312691,1.881274,0.0,20.91628
1080,334.80032513407,1.16148339242716,1.702594,1.488126,2.28123,0.843869,18.37548
1081,35.8425959680436,0.819019640625558,3.100454,3.462856,9.579922,0.07453901,18.21751
1082,34.8060365434016,-0.384528406997323,0.7517353,0.3320607,0.3774923,1.0,20.19703
1083,,,,,,,
1085,332.089891863345,-1.14828912941262,0.9093392,0.4569548,0.5531127,1.0,18.76352
1086,38.1003753185057,-0.714063358608016,1.748237,1.525108,3.601325,0.4813859,19.25699
