RAJ2000,DEJ2000,Ktmag,cz
176.01396,33.53504,11.574,9325
178.25800,20.68630,11.601,14603
179.21393,13.68604,11.422,16676
180.15372,43.45942,11.404,21584
183.47876,21.75611,11.323,7280
185.30348,55.15340,11.627,13154
185.45300,-51.73924,11.622,14768
194.67508,10.61650,11.317,10804
195.45926,27.89356,11.365,7549
207.06490,-51.54063,11.646,8732
207.64110,-38.63586,11.479,7321
220.73973,-48.20898,11.394,4939
222.36087,8.97111,11.420,12065
222.73096,-19.37469,11.689,10588
226.33575,-27.32285,11.567,14867
229.21977,-13.41870,11.187,6091
233.50215,32.81955,11.498,19144
234.25745,-26.55581,11.494,6694
236.01526,4.76937,11.594,12576
242.37723,-4.83986,11.273,22018
244.86749,-61.24441,11.613,5089
244.86749,36.29425,11.617,8672
246.83365,62.65956,11.603,9583
248.45970,-12.36323,11.595,12521
248.94554,44.41563,11.638,9291
253.74265,22.14839,11.542,10624
254.19363,-1.96201,11.566,10169
256.20068,78.64148,11.701,18975
257.40594,15.77304,11.670,6090
260.85468,36.50709,11.644,8344
264.28568,36.30216,11.457,14308
281.72675,-54.48884,11.533,16316
291.56107,43.85100,11.659,-180
339.17685,2.68950,11.610,12962
346.31943,-40.43166,11.541,17143
346.90619,15.74389,11.519,10972
355.78983,-42.90503,11.680,18156
4.55900,29.95212,11.586,6108
6.26874,24.52197,11.650,7149
6.69296,-33.67724,11.279,1855
12.14437,27.69245,11.447,5212
16.93124,39.68060,11.609,5683
22.54407,45.61740,11.403,12940
23.07550,-16.14641,11.619,6026
41.64294,48.68368,11.656,8923
41.85833,47.20211,11.467,7785
44.07335,4.52932,11.579,8263
49.32402,38.22102,11.624,9138
51.53759,12.62312,11.593,10323
54.13271,-72.08341,11.641,11178
54.87666,-3.02395,11.561,10452
55.01912,-2.06844,11.630,9286
65.25019,-45.07238,11.548,4639
65.40785,-57.53248,11.400,7338
70.70349,-39.62809,11.598,16073
70.97197,-15.95011,11.355,11363
72.29621,-54.10611,11.642,17297
81.83485,77.85940,11.567,16570
92.75003,-43.75727,11.475,14086
95.86025,-10.45017,11.613,10046
96.18065,-67.63685,11.167,15582
104.43723,-70.55797,11.522,14050
110.65530,-49.94310,11.653,12498
114.57656,-52.15541,11.601,21910
115.27754,5.49642,11.615,12909
124.94395,46.12084,11.543,16290
126.79986,62.66069,11.491,11566
129.87427,1.23348,11.658,14853
136.05290,-36.45031,11.704,17880
140.78044,22.69217,11.462,9422
145.44475,73.58074,11.327,22809
148.31686,-30.26563,11.650,12335
151.98495,0.27218,11.566,10021
164.97769,10.09175,11.647,10734
170.65842,59.31538,11.352,15442
171.51596,25.18027,11.655,14434
181.17149,-28.11631,11.735,1747
186.53233,-51.54717,11.584,11516
188.79916,34.12231,11.500,6876
193.18539,59.26567,11.480,12871
193.94327,-11.54269,11.495,6179
199.86430,-33.92548,11.650,8565
200.62128,-17.57894,11.586,6909
201.01451,-17.04055,11.624,7044
208.10973,-24.84341,11.725,6300
215.99242,65.21670,11.593,13542
223.32877,16.64215,11.664,12549
228.51692,19.98053,11.431,11915
235.40663,25.11119,11.592,10107
236.57132,-18.56175,11.522,11164
241.39920,16.52637,11.655,4658
242.50676,-2.65701,11.504,13432
247.61189,41.48392,11.486,8953
247.63864,39.83065,11.654,7361
248.24327,11.72163,11.619,16851
260.81253,46.07541,11.437,18182
263.43915,56.70856,11.469,9044
270.76016,-58.10569,11.667,6557
279.42288,-79.87054,11.707,21617
288.30658,-14.66365,11.606,8828
296.12161,-51.20417,11.659,11938
300.26379,40.94614,11.470,20814
311.36060,-53.30824,11.545,14366
317.85831,-23.21299,11.644,11374
322.21326,-1.07005,11.558,15452
326.65594,33.73637,11.625,12885
327.42520,-59.08907,11.651,17435
328.78137,21.45712,11.280,21785
337.50595,-65.17986,11.571,18952
339.31464,40.49586,11.661,17397
353.95502,16.82466,11.480,20554
355.60959,51.31567,11.533,13521
358.93829,-1.25547,11.208,9523
0.68832,-32.22675,11.623,8041
1.85809,-37.45020,11.595,8529
2.84041,52.52882,11.387,31275
13.80832,-11.25931,11.402,16478
23.64479,-3.34319,11.645,5656
33.22931,35.09008,11.541,14022
33.54103,-68.15992,11.621,18779
36.48610,-4.31587,11.422,5519
52.80097,-52.59907,11.524,16980
61.52058,7.06032,11.404,5549
64.67319,-52.65599,11.574,13911
70.50813,-9.76856,11.354,25125
82.40746,-28.99270,11.633,17649
86.27058,-25.79452,11.663,10730
99.70826,-38.66269,11.620,16828
100.91727,-37.41108,11.381,16606
117.06826,-1.46661,11.658,3520
121.39215,10.39341,11.153,10183
125.56525,56.29356,11.647,13494
134.05922,11.78503,11.620,19745
138.71855,79.19623,11.481,1957
147.36093,46.99860,11.605,9886
153.16168,-2.83360,11.645,13041
155.11116,46.80461,11.626,9111
159.33879,-11.36966,11.642,15482
167.73672,27.09704,11.619,10733
172.19301,52.24850,11.659,14530
172.42064,65.21692,11.657,11571
184.54146,62.80202,11.514,14895
188.20830,-15.46663,11.627,18254
190.66234,48.53597,11.609,11874
199.39053,-22.85188,11.514,12500
208.29669,35.57927,11.642,11915
212.86966,-42.84799,11.573,15868
224.63997,47.49754,11.259,25620
226.50806,-79.98231,11.677,20314
227.22173,75.17749,11.630,7283
231.81279,28.78896,11.543,10299
232.29808,-71.15884,11.587,19330
233.30415,31.30502,11.492,16170
240.06885,16.14549,11.664,10117
248.49576,-3.40226,11.656,6892
249.60013,-20.25262,11.607,16099
254.25395,-6.84946,11.542,8495
261.17004,69.82834,11.665,11696
264.74106,35.30329,11.376,13233
274.27008,19.60644,11.628,16883
282.99585,78.93357,11.676,12527
287.29974,-23.32089,11.628,12421
290.64166,-23.30896,11.399,19388
300.52509,-34.82919,11.629,11978
304.30219,-52.11621,11.648,5728
316.30548,-10.60475,11.683,8356
318.33673,-47.95339,11.563,9607
319.15271,-7.53717,11.653,8218
329.13150,41.24862,11.629,19949
331.70889,-47.28339,11.480,17395
333.08408,-58.44595,11.356,20541
338.76544,1.84861,11.436,18126
340.89053,-21.06396,11.548,9894
359.90646,41.82038,11.593,16727
0.18737,8.15806,11.646,11766
4.10768,-27.11793,11.557,16789
4.49932,24.56304,11.551,5794
16.72526,1.94554,11.647,4708
22.85354,-3.93264,11.571,17082
26.77782,23.64328,11.525,11833
32.57468,31.52658,11.606,14268
35.12519,48.44747,11.677,7232
35.35736,18.67354,11.395,21147
39.49355,34.24118,11.193,3677
39.59628,-11.73926,11.573,8063
44.02131,49.37280,11.575,10446
45.91432,27.44694,11.510,10804
54.73890,-16.72438,11.364,11220
55.31079,39.45383,11.622,12808
57.32220,-53.40568,11.524,21001
63.42714,-79.42619,11.273,16693
64.11713,0.68637,11.396,21982
70.64693,-47.49872,11.564,14138
80.24200,-22.31607,11.661,9741
81.80927,-41.42377,11.598,14063
82.11565,63.21067,11.520,20795
89.40916,-18.59363,11.374,10451
94.36006,-36.96931,11.439,9425
105.88660,-66.11055,11.526,12364
125.96621,-15.02250,11.609,4674
126.29025,-2.56898,11.631,11824
131.45036,-69.19137,11.653,7243
166.01715,-14.44329,11.395,19774
167.71420,10.08811,11.637,20691
173.39458,-2.27993,11.652,12097
173.53885,-1.59511,11.489,6763
174.27531,11.87717,11.675,10731
176.58206,35.00370,11.614,9842
182.48375,-41.67383,11.506,18764
183.25093,-52.54401,11.660,8299
188.95306,29.19407,11.595,19039
191.13550,-32.82583,11.547,16042
195.70576,43.21481,11.489,14019
208.25798,39.58057,11.170,2501
214.25337,17.08858,11.595,11586
214.96513,17.83681,11.607,5545
218.14914,-36.07495,11.615,16338
225.16472,-44.43233,11.547,10043
228.79794,-12.23078,11.515,6157
244.94165,52.55370,11.587,19015
258.26505,40.47812,11.303,9645
273.80878,23.01426,11.423,6023
275.63498,39.26358,11.620,15985
288.22955,-40.00414,11.537,5405
299.15350,-32.03819,11.617,6085
313.67529,-52.12783,11.668,13112
330.41101,9.98190,11.538,7792
352.00345,47.39956,11.595,7298
352.08371,35.30208,11.614,10030
4.55345,8.56227,11.518,19725
8.18505,30.75069,11.325,6120
9.53057,-25.06754,11.607,19952
10.34441,8.31750,11.606,12656
10.78388,-46.36511,11.590,14663
15.07547,-17.09235,11.562,9130
29.12704,37.33559,11.433,5497
30.97933,-16.60629,11.685,15744
32.05032,27.93005,11.695,8418
32.55117,-46.07359,11.567,13308
36.39127,42.13448,11.602,4451
47.79708,-11.24265,11.558,9126
54.70766,9.82503,11.499,10060
59.50352,-51.56777,11.635,10902
64.48685,-13.99040,11.615,9391
65.91374,-31.19578,11.556,17557
69.13971,-30.64030,11.483,14611
71.05961,-62.61229,11.488,5242
79.22816,-63.60937,11.562,18050
84.74064,-47.98137,11.398,10335
110.68633,-59.54138,11.583,11901
115.38399,51.68835,11.600,20236
123.14240,-6.92650,11.524,13010
125.51499,8.75265,11.477,4144
134.10684,-24.77518,11.657,9761
143.31953,33.90569,11.582,8075
143.37236,0.65911,11.495,15293
151.80374,47.67482,11.653,15459
157.54013,44.12245,11.619,8721
167.08449,-11.80332,11.619,16507
172.11830,-20.08274,11.480,19139
181.24573,32.39112,11.602,16205
202.67516,-31.57458,11.375,15215
203.68645,33.89040,11.593,6955
212.70987,19.05517,11.522,19900
217.41058,10.58415,11.535,10176
218.85994,-40.34225,11.661,15478
220.66914,-41.20797,11.463,16181
224.90941,13.21499,11.480,12744
227.80441,-45.30128,11.651,9802
232.66269,3.49398,11.180,25936
235.19218,55.14082,11.650,15458
237.25211,71.23830,11.548,7442
237.71196,28.26455,11.399,22468
265.59457,38.91734,11.662,12867
272.64429,-45.88451,11.605,19550
299.95026,60.97115,11.615,12094
302.86237,-38.19755,11.547,5613
307.65103,55.31617,11.648,2847
312.86557,-39.61575,11.638,12598
324.11069,40.25306,11.692,9623
326.25238,36.43710,11.678,8045
333.66055,-29.09454,11.578,18037
341.77493,-77.70598,11.629,17219
346.64655,-31.92788,11.407,18213
351.68509,47.31240,11.666,7262
8.82722,-44.08049,11.319,7413
11.77520,38.08017,11.570,10843
23.01816,-33.80290,11.482,20488
31.52255,7.77913,11.592,14917
31.56821,-41.52309,11.283,5299
45.55144,27.16614,11.646,11083
56.00271,-35.59135,11.615,18293
66.58913,-6.21629,11.431,18287
67.97689,-11.83438,11.622,14678
88.76827,-31.62636,11.447,9203
98.63820,-59.24918,11.235,16691
99.75192,57.38270,11.665,7963
100.61836,-31.48863,11.522,13382
100.91491,-40.99960,11.668,11002
105.51893,37.77063,11.566,8304
107.99384,23.90321,11.406,18813
110.74830,48.90471,11.394,14795
112.03352,28.93035,11.595,10431
125.78473,-13.23667,11.529,17553
131.82759,2.76228,11.245,8536
132.11008,-18.80057,11.613,17236
140.28548,-24.63655,11.394,10009
143.91501,-26.09702,11.678,15586
147.76552,47.16775,11.567,7680
149.86395,-64.73097,11.738,1728
151.59349,52.81333,11.423,13555
160.34000,-70.79863,11.545,17072
163.93748,45.40037,11.445,19117
170.26993,31.25222,11.513,7113
170.58810,46.43052,11.576,9674
179.33972,-15.29475,11.642,10924
180.64122,20.81556,11.616,6672
181.35376,-21.39920,11.597,9575
181.73860,10.28390,11.551,15447
186.40735,-50.86657,11.597,12245
189.91014,-74.14240,11.457,18073
202.82901,-29.34847,11.262,15910
211.73929,-21.92531,11.689,6332
220.19209,3.09881,11.677,7549
221.12245,-40.03144,11.577,19820
221.91251,-17.41602,11.638,14460
227.64986,54.38736,11.547,11497
227.92012,-2.97636,11.622,11099
243.25417,44.35999,11.688,19555
274.20654,41.46085,11.627,16936
274.29221,70.39863,11.428,26098
292.87061,-40.33971,11.505,22718
301.51022,6.21808,11.653,15348
311.45349,-56.83447,11.636,12500
325.94846,-8.77176,11.567,15278
347.84085,20.01061,11.498,11114
1.97806,20.41091,11.740,7865
22.09343,-65.27087,11.552,1645
22.69563,-42.46196,11.647,7341
24.22327,-5.01269,11.596,11691
42.24080,-2.50167,11.461,12970
45.32541,44.39368,11.635,10262
54.64936,-26.51983,11.568,12647
56.15270,-11.80076,11.532,9366
78.72106,6.25118,11.526,8954
98.14474,40.20798,11.648,6377
116.30884,11.06332,11.505,4897
117.46838,50.77125,11.533,6358
124.19468,-10.79174,11.619,13487
124.21850,37.34140,11.431,24667
125.99454,-6.89500,11.577,6503
128.52678,-18.43542,11.632,10335
164.56345,1.61605,11.444,11789
167.45155,3.40225,11.571,12138
173.32710,-32.07804,11.475,8973
187.82437,-8.31100,11.649,10171
193.44841,-48.22219,11.599,11941
195.68326,-26.94103,11.663,4813
198.35652,-47.51007,11.550,15186
199.78238,-37.23466,11.516,14984
203.11870,18.04540,11.421,6788
219.54384,-33.45427,11.571,11691
229.41776,7.16552,11.677,10920
236.40628,-16.90582,11.648,11470
238.26065,12.00533,11.580,10474
260.22211,-13.70093,11.552,11134
269.12836,15.54892,11.592,10410
295.80676,71.99571,11.500,23278
310.38779,-41.70735,11.609,11133
314.35361,-77.65475,11.674,21487
316.47107,-26.12182,11.639,12124
317.05695,27.23561,11.505,14575
317.52710,12.05616,11.303,9047
325.75894,-72.65977,11.528,13692
330.16946,19.66795,11.555,7423
331.50583,-22.70415,11.518,17429
333.18613,-38.17140,11.620,11038
334.41367,49.22457,11.477,10514
334.63245,29.24407,11.167,6412
339.08484,-24.27789,11.633,10392
352.41385,85.86072,11.547,11092
356.84225,30.26780,11.652,9588
359.96432,73.46849,11.623,11995
2.57922,-45.44998,11.473,12431
12.20195,-13.10738,11.589,8724
14.68233,-76.79662,11.550,11667
18.41456,38.17245,11.631,8682
43.58970,51.89219,11.483,17178
44.43122,5.86569,11.609,8309
46.40281,4.99440,11.473,8603
50.90663,9.31632,11.448,11329
55.80330,-16.66368,11.641,11067
61.30353,-74.22482,11.542,18170
64.24187,-12.15061,11.596,8879
83.71021,-58.05172,11.656,11276
96.58231,23.33819,11.192,4545
97.38168,65.06116,11.641,6235
100.30713,-21.05078,11.695,16594
109.12766,-56.12930,11.602,18332
128.14536,-5.65520,11.605,5931
131.86215,19.53673,11.341,16445
138.68105,49.78631,11.640,8735
145.20735,11.55287,11.586,6711
160.72517,28.43302,11.441,16506
161.22992,-46.75257,11.694,13801
164.12163,-48.60942,11.319,4833
173.25226,-16.35081,11.559,6663
180.30980,-3.67804,11.658,5840
186.79192,26.95744,11.646,7670
192.30022,-41.54456,11.521,2864
194.69479,32.19212,11.536,15654
196.12614,-28.38986,11.395,5317
211.64142,-33.58730,11.273,15772
218.54440,12.69221,11.627,9287
221.60883,23.85272,11.539,14376
223.24060,16.69711,11.443,13189
243.56998,27.20982,11.620,13877
273.96805,66.26839,11.689,14655
289.45685,-16.31108,11.651,12230
302.34457,-33.93514,11.393,25531
311.68582,-1.36884,11.624,7593
312.06900,-55.94246,11.656,10777
312.84000,18.97801,11.639,8621
314.15244,-51.56124,11.599,14582
320.68906,-22.28794,11.585,16398
327.35687,-60.81762,11.453,8446
331.31430,-1.12596,11.350,9493
332.93011,-28.80159,11.345,17918
354.40717,9.16599,11.547,12155
7.53378,-36.88003,11.558,7442
16.88524,18.92943,11.493,19566
17.25510,-72.48489,11.409,19080
21.17048,-21.56888,11.703,8751
21.31824,-8.87368,11.552,14745
50.15018,8.02546,11.561,14598
65.79170,-7.21482,11.663,9309
69.43817,-29.70115,11.672,13175
75.57496,7.63618,11.489,11317
76.00681,8.75391,11.597,14041
94.05811,-51.93614,11.450,10529
101.61631,-21.54692,11.451,7830
114.27396,7.98976,11.651,9704
119.39911,-1.55186,11.447,15933
135.03903,-7.23311,11.684,9230
147.29510,-20.36473,11.623,4709
163.94897,9.72436,11.658,9802
171.04819,34.04695,11.442,13020
172.16080,27.39698,11.403,9563
172.23145,3.40914,11.546,15365
172.46326,-12.37223,11.660,6574
174.50534,2.76954,11.522,14160
181.82701,20.58376,11.660,7334
189.21344,45.65123,11.648,9097
202.09253,-27.56512,11.569,12991
204.48630,-24.12563,11.252,9115
207.38153,28.00043,11.394,22903
221.66641,85.13798,11.507,14492
221.66968,10.16515,11.607,15823
231.39053,5.91899,11.609,12631
236.53682,8.79296,11.396,11544
247.94064,-61.75906,11.679,16090
252.71304,39.59822,11.557,10190
254.72980,36.52207,11.585,9634
254.93382,42.53956,11.407,8240
257.35934,-21.27901,11.468,6471
258.99869,43.89769,11.653,8399
259.21838,38.67302,11.657,10772
264.98657,35.43581,11.603,13037
266.38303,40.49773,11.545,12739
268.03806,13.23437,11.215,9965
281.01001,45.55825,11.640,27491
304.93466,-44.80225,11.604,16663
309.60236,20.65642,11.669,6970
310.84976,16.98732,11.458,5919
315.81262,35.95647,11.418,8007
324.33295,19.79155,11.631,5047
326.93100,-26.13860,11.576,9110
1.29856,4.11290,11.638,12156
5.48277,-15.98408,11.583,8068
22.17229,-33.82617,11.387,9039
29.69903,45.98705,11.646,6538
29.80238,-21.63512,11.663,11491
30.67461,19.12580,11.317,20103
36.04314,45.05389,11.576,15725
36.58150,46.25180,11.431,9306
38.79195,32.65228,11.673,9770
44.01102,-16.48768,11.563,9551
48.02138,32.27672,11.653,11796
49.11975,-55.57039,11.281,21526
50.82295,7.68389,11.541,8340
54.98836,15.43682,11.624,8297
58.41877,-26.58991,11.572,9897
63.88168,-52.71165,11.531,11303
66.87962,74.98465,11.496,18753
70.25593,23.06610,11.315,18134
75.91160,-29.61197,11.588,18414
76.84564,19.33142,11.600,7510
77.20666,17.19705,11.593,5198
80.53773,17.81359,11.656,5892
84.78432,-26.34528,11.635,12152
106.85780,-49.21408,11.562,13013
113.98617,17.78437,11.693,15731
115.07542,28.46442,11.563,6659
120.84048,6.99883,11.657,10093
121.31157,37.47256,11.581,9862
133.36969,-20.62796,11.582,3199
136.27051,-71.08850,11.623,11512
137.23726,52.26339,11.547,18443
138.40717,-19.37878,11.674,13438
139.60101,33.86748,11.435,6607
143.30093,-18.00615,11.669,16085
149.43701,-15.02608,11.701,9386
153.92560,7.32801,11.580,3752
155.68965,19.78820,11.591,11696
158.72577,-35.53316,11.640,12877
162.19508,26.77005,11.672,6452
172.29056,-1.71163,11.563,13511
177.23335,15.89024,11.624,17082
178.92091,64.50006,11.635,12325
180.82227,-7.96301,11.642,19159
181.82182,-11.08807,11.547,14438
181.86198,6.35413,11.712,9249
193.97995,-30.72140,11.593,16713
195.20811,27.40574,11.444,6618
197.40746,59.29409,11.532,9640
205.70265,29.70578,11.573,13150
208.37616,69.29442,11.647,9282
209.05096,36.78221,11.450,18767
215.01541,-49.59509,11.585,27407
217.66673,-26.43245,11.389,23140
223.73915,78.10999,11.583,20325
235.34479,-19.17167,11.687,6956
241.45647,18.53550,11.632,11139
247.00931,-10.13680,11.622,8402
250.15994,33.93111,11.634,11264
283.79504,72.96893,11.539,16695
288.92148,-62.32995,11.462,3655
299.55331,-55.68126,11.554,5141
307.65195,-84.49028,11.632,14910
356.08093,28.49776,11.584,9121
358.11374,50.32598,11.688,13077
2.98006,-28.73065,11.673,19925
4.27962,-34.51676,11.700,15387
13.71931,-4.61759,11.567,20668
18.55980,16.03469,11.444,18325
22.27794,-7.64167,11.585,17016
30.25637,-5.63504,11.602,5635
32.84086,-25.01942,11.612,9724
46.14959,-13.50943,11.327,14456
59.68427,16.40368,11.587,15794
67.27125,-34.57257,11.663,14008
75.76700,23.00033,11.571,19184
122.23297,-82.67463,11.618,19892
127.37412,26.54999,11.279,16990
134.29347,42.75643,11.618,8426
149.25250,59.96884,11.457,9293
159.65773,11.21761,11.682,16123
177.92804,-31.26870,11.588,16262
192.34309,9.81770,11.619,13572
207.76239,-34.93978,11.541,15045
208.03322,-30.45165,11.623,4691
208.31918,-37.35505,11.624,10766
216.89850,2.95446,11.630,7097
227.30984,-31.63613,11.541,6281
228.86412,3.93927,11.612,23932
241.38289,28.41613,11.630,10277
242.82156,81.30800,11.609,7945
266.56204,66.85260,11.523,12392
276.67874,34.33164,11.713,8005
296.45142,46.07553,11.664,8187
304.08954,-31.69207,11.468,12019
309.29694,23.44080,11.654,10444
315.18268,-41.07356,11.658,14956
318.64780,-43.44456,11.561,14084
324.57025,-27.55787,11.438,8991
327.00009,-17.51732,11.665,10366
328.34036,-68.95364,11.543,8200
334.29077,-81.24596,11.653,11768
335.75580,30.92480,11.372,6705
346.76984,-50.41949,11.561,14289
348.51331,8.99250,11.370,4538
356.46875,-23.73155,11.671,10004
1.78222,-41.47708,11.673,13564
6.29676,42.06498,11.621,20423
11.14342,-8.34683,11.512,5995
12.18638,-64.98723,11.673,11287
23.04767,46.44764,11.691,12363
36.25259,19.70251,11.593,10593
46.83091,-60.48821,11.525,20143
63.86782,-68.12747,11.625,18943
66.09141,-9.08471,11.513,17469
80.00419,-1.64760,11.639,10165
84.09518,-61.57455,11.595,14949
88.30542,-39.51972,11.426,12228
99.90259,20.74260,11.575,5374
103.16196,28.22251,11.620,10720
117.66116,7.86452,11.459,17667
143.80975,0.40916,11.525,7638
157.09502,78.17800,11.622,10912
158.63347,10.32166,11.638,9829
161.38179,-40.49532,11.382,23582
178.90364,1.23731,11.234,1885
181.55615,45.33372,11.615,22993
183.21909,-25.51790,11.475,23792
189.98259,-13.37456,11.683,8019
201.11571,-46.47960,11.317,17341
208.00150,-13.77801,11.609,17600
213.29025,27.37039,11.542,16560
232.34613,7.61745,11.628,12905
243.90352,-28.84656,11.575,19924
246.57819,43.40751,11.642,9450
247.88879,5.08446,11.614,11636
251.72069,34.40994,11.682,9290
253.59222,-16.81025,11.650,8336
254.12248,-65.49314,11.388,17028
259.04874,44.06574,11.627,8921
261.16422,45.49239,11.484,9001
273.53360,-51.34422,11.624,23019
280.85785,-65.15070,11.699,6124
292.67960,62.80753,11.560,25270
317.33063,-14.08334,11.571,8362
317.85559,14.24167,11.617,8836
323.72028,-46.69249,11.671,6600
341.36685,22.44164,11.669,7813
345.42993,-31.44351,11.666,9606
357.52063,-35.74733,11.491,12853
358.23865,-33.94368,11.628,17356
359.20731,-34.71358,11.635,14857
22.39054,17.29812,11.542,13065
48.88990,-15.87932,11.606,24977
50.56858,-20.76783,11.625,10472
84.99031,-26.46578,11.620,11835
90.52465,63.14840,11.557,12889
95.31850,63.07862,11.697,12365
102.04697,-47.45330,11.592,12045
103.55031,28.32825,11.587,18823
104.33378,73.49283,11.676,12351
118.14515,-5.77682,11.331,16250
136.36981,22.60224,11.588,10838
152.83472,-30.75199,11.616,9039
159.50505,-27.45120,11.690,5231
160.29918,-29.15308,11.611,3751
162.07957,-3.58848,11.660,6625
173.52805,25.55973,11.221,21180
188.53423,-9.79768,11.669,5189
189.18867,43.64357,11.461,21664
190.86955,29.46675,11.616,9357
193.41267,-38.44880,11.664,8184
204.40208,-20.01844,11.553,12905
208.85112,25.29158,11.659,11039
218.86472,32.14825,11.582,10288
234.13455,41.79932,11.526,12410
239.62395,-5.14306,11.673,9081
244.51457,-34.18231,11.686,14960
246.50053,-60.59296,11.632,5557
255.24847,29.41884,11.481,9548
255.94366,-74.42854,11.211,21004
273.42328,18.80005,11.546,3301
293.98462,-56.01070,11.613,12126
294.46509,-49.76601,11.639,12176
297.85089,-50.41000,11.624,19806
298.83560,-5.86275,11.634,13526
308.14517,-2.42719,11.620,8834
312.28604,-53.05079,11.663,13741
316.25726,15.83332,11.235,8579
332.42673,18.70501,11.685,7368
356.27380,-26.67994,11.665,15649
6.35524,9.71732,11.663,11712
14.21620,0.00588,11.607,13437
19.75813,43.51169,11.655,15777
32.62322,10.24950,11.321,18443
32.70252,34.98452,11.325,13293
36.37660,38.17157,11.582,10302
42.16392,13.25946,11.679,9012
43.03293,41.57983,11.653,4573
43.60989,32.49021,11.661,10236
46.41367,36.04029,11.537,17193
50.74338,24.86877,11.562,11245
53.47675,-6.58161,11.693,12819
53.69635,38.28208,11.533,22675
55.07487,-9.69654,11.604,9787
55.24536,39.40297,11.537,6189
55.50570,-39.33230,11.678,12583
68.96682,-13.32976,11.521,10301
74.26321,-32.17127,11.681,12233
74.98477,-64.37730,11.613,17162
90.83097,9.67187,11.328,12309
100.99647,-29.09263,11.679,12479
112.55661,24.49166,11.393,9601
123.19173,39.35650,11.585,20350
143.08083,0.31601,11.535,3752
148.98347,53.69365,11.610,12978
152.45723,-84.50851,11.337,12224
153.82964,28.46002,11.606,6278
162.95892,77.57195,11.618,10595
162.96526,69.85110,11.661,12016
165.68240,5.38119,11.511,18217
169.91588,-3.30529,11.602,7845
172.76414,25.19832,11.707,9585
177.22705,-33.34479,11.675,8613
178.87764,-1.26141,11.657,5779
182.08113,-46.31226,11.440,10192
182.47446,0.92845,11.681,5899
185.17003,19.10676,11.535,13543
190.49954,-39.81705,11.278,15713
194.89131,-19.40028,11.499,6242
198.37357,-32.99432,11.668,15874
202.65874,40.89868,11.673,16448
203.68166,-0.89825,11.345,25580
207.86055,-38.33431,11.650,10246
214.65756,-35.14198,11.572,11651
216.97264,-45.70332,11.517,22421
222.25810,-9.54202,11.583,7774
225.48689,15.07342,11.670,7783
234.36749,13.16920,11.660,8266
265.99097,19.58592,11.550,25183
269.56830,14.97811,11.384,10516
284.24884,30.15412,11.193,24060
284.45334,37.99915,11.655,17757
295.76227,-81.26636,11.654,16622
296.97699,49.75209,11.561,10414
306.09076,12.57766,11.549,4528
306.56198,19.39816,11.665,5673
325.36844,-59.69574,11.645,19264
331.79654,-12.20439,11.606,12526
338.08353,-80.05536,11.509,11078
340.02420,-6.59276,11.617,21721
344.46161,16.76292,11.702,10900
349.45325,16.71143,11.482,11562
351.85358,-12.28516,11.514,18958
353.00412,44.70885,11.510,4734
10.81363,-56.32720,11.692,8810
12.18856,28.05520,11.596,5075
14.34163,-12.29125,11.637,16166
15.93812,-8.96206,11.632,11535
20.47099,-37.31152,11.662,9645
20.72118,33.41360,11.404,4018
27.42411,-58.63055,11.580,11274
30.99306,-2.51536,11.597,11660
33.69351,7.45394,11.533,17698
38.37075,40.22705,11.653,16788
44.67640,-3.01648,11.654,15557
46.21740,76.25733,11.587,27769
46.24179,-22.31225,11.689,13766
50.85858,39.10992,11.642,12321
63.29779,6.55838,11.533,8170
63.75698,-60.99615,11.399,16755
68.82238,-1.73122,11.615,9824
70.01408,-51.14585,11.649,11065
75.40936,-34.11009,11.501,19716
80.66653,7.54632,11.672,8861
81.22091,73.79542,11.655,4650
81.86346,7.48126,11.638,5584
90.18025,-68.66952,11.672,11305
96.28477,-49.11475,11.270,14432
103.98843,16.47015,11.589,7611
111.24093,-27.53244,11.665,7302
112.78374,-62.83449,11.630,10800
116.43918,-2.00170,11.641,15956
128.74432,69.01254,11.560,11649
131.34854,-57.09456,11.628,17886
132.72107,55.41898,11.532,9140
135.34363,-1.85397,11.639,5760
139.57111,55.68247,11.635,14220
146.10323,74.07046,11.617,10731
147.78400,26.28666,11.545,15438
163.69804,-10.02024,11.685,8552
167.77122,57.14225,11.423,13994
170.40926,61.08691,11.657,13893
171.37173,57.02042,11.261,16751
197.29407,-40.90831,11.622,2538
200.36035,-8.19120,11.581,14500
206.95805,-33.18356,11.716,10513
212.21034,-30.25859,11.657,7148
220.55739,8.67674,11.643,10208
226.49765,27.32437,11.394,24496
229.33229,20.53732,11.586,20673
238.07024,-9.28731,11.626,17547
238.68698,45.33836,11.265,11818
239.79271,5.22450,11.665,16102
241.53044,17.46085,11.467,10699
244.67183,-15.70335,11.524,13225
271.04266,10.19757,11.411,10706
282.00601,-63.18988,11.523,4043
303.42920,-16.91287,11.255,20672
307.40652,-43.84107,11.512,6714
311.87256,-30.17072,11.679,11851
328.75043,-75.75224,11.676,13357
343.64288,44.10013,11.639,19496
350.45499,-16.71916,11.513,5904
353.97937,-40.72563,11.362,15758
359.57190,-30.11146,11.494,8981
3.04525,-19.49407,11.601,16018
4.08229,23.58935,11.314,18356
8.56739,1.67024,11.680,17948
18.15953,20.42750,11.623,22137
20.07513,21.48746,11.360,18714
22.34817,16.57362,11.583,13135
