Cluster,RAJ2000,DEJ2000,cz,e_cz,R,Mm
"A1644",194.2496208333333,-17.63008611111111,13168,23,14.9,1
"A1644",194.24057499999998,-17.60139722222222,15089,82,3.1,1
"A1644",194.25293749999997,-17.598724999999998,12715,44,5.5,1
"A1644",194.34803333333332,-17.63013333333333,42050,15,11.3,0
"A1644",194.35482916666663,-17.621538888888885,42223,9,19.1,0
"A1644",194.34443749999997,-17.624080555555555,12663,26,11.7,1
"A1644",194.36473749999996,-17.610941666666665,13269,113,3.7,1
"A1644",194.39526666666663,-17.570719444444443,12975,26,13.0,1
"A1644",194.3633708333333,-17.579849999999997,14464,43,7.7,1
"A1644",194.33644166666664,-17.574069444444444,13325,117,2.8,1
"A1644",194.37521666666663,-17.576299999999996,12948,12,12.3,1
"A1644",194.25545416666665,-17.579555555555554,14022,91,3.6,1
"A1644",194.25994583333332,-17.574961111111108,13269,91,2.7,1
"A1644",194.29497499999997,-17.567372222222218,13728,77,2.5,1
"A1644",194.27049999999997,-17.557522222222218,13579,28,13.1,1
"A1644",194.34606666666664,-17.540005555555553,13171,62,4.6,1
"A1644",194.3306958333333,-17.53958333333333,13792,26,13.4,1
"A1644",194.32910416666664,-17.51207222222222,15383,77,4.3,1
"A1644",194.1509833333333,-17.627341666666663,63139,57,7.5,0
"A1644",194.15720416666665,-17.58985,49609,23,12.1,0
"A1644",194.22443749999996,-17.58141111111111,49199,36,6.9,0
"A1644",194.22228749999996,-17.580202777777775,49345,31,8.0,0
"A1644",194.20299166666663,-17.584566666666664,41130,14,11.9,0
"A1644",194.20912916666663,-17.57774722222222,49319,34,7.0,0
"A1644",194.09497916666663,-17.597288888888887,14800,43,7.3,1
"A1644",194.11286666666663,-17.584805555555555,14252,48,6.4,1
"A1644",194.09896666666663,-17.58036111111111,13222,82,4.8,1
"A1644",194.25209999999998,-17.55905,14806,62,4.7,1
"A1644",194.20197083333332,-17.55032222222222,14779,39,7.5,1
"A1644",194.30372916666664,-17.51982222222222,15710,133,3.1,1
"A1644",194.2718083333333,-17.49828611111111,71939,25,10.9,0
"A1644",194.23110416666663,-17.510291666666664,16137,54,5.3,1
"A1644",194.22489166666665,-17.500213888888887,15583,75,4.7,1
"A1644",194.1929708333333,-17.484405555555554,14996,24,14.1,1
"A1644",194.24504166666665,-17.49501944444444,13367,48,6.5,1
"A1644",194.25169999999997,-17.486366666666665,63587,36,7.4,0
"A1644",194.23684999999998,-17.47458333333333,14471,96,3.3,1
"A1644",194.45498749999996,-17.54517222222222,14071,27,14.0,1
"A1644",194.44671666666665,-17.538652777777774,13841,50,5.9,1
"A1644",194.42457083333332,-17.55235833333333,13177,63,4.2,1
"A1644",194.42535416666664,-17.539388888888887,13359,98,4.5,1
"A1644",194.40194999999997,-17.523733333333332,13028,32,10.4,1
"A1644",194.45495416666665,-17.53469722222222,15000,151,2.4,1
"A1644",194.46036666666663,-17.499516666666665,12787,35,7.5,1
"A1644",194.46579166666663,-17.489255555555552,13020,71,4.1,1
"A1644",194.36560416666663,-17.515780555555555,14494,64,2.8,1
"A1644",194.36778749999996,-17.471716666666666,11348,235,2.1,1
"A1644",194.44616666666664,-17.467813888888887,14360,25,13.7,1
"A1644",194.50602916666665,-17.448524999999997,12997,32,13.9,1
"A1644",194.49837499999998,-17.43774444444444,24355,81,4.7,0
"A1644",194.57789999999997,-17.428624999999997,63920,63,4.3,0
"A1644",194.57419999999996,-17.413366666666665,63900,71,5.1,0
"A1644",194.52319166666663,-17.444733333333332,14389,97,2.9,1
"A1644",194.53211666666664,-17.43773333333333,85574,44,6.3,0
"A1644",194.45009999999996,-17.451449999999998,14163,13,20.4,1
"A1644",194.42189166666665,-17.41958055555555,85693,49,4.5,0
"A1644",194.47394999999997,-17.41149722222222,45808,39,9.3,0
"A1644",194.49196666666663,-17.39093333333333,102218,15,18.5,0
"A1644",194.3303583333333,-17.491041666666664,14084,60,5.3,1
"A1644",194.3437833333333,-17.469113888888888,44614,82,4.0,0
"A1644",194.3472083333333,-17.450941666666665,13859,23,13.9,1
"A1644",194.29460416666663,-17.469780555555552,13255,24,14.4,1
"A1644",194.32447499999998,-17.462866666666663,14146,53,5.7,1
"A1644",194.31852916666665,-17.45257222222222,14493,34,8.9,1
"A1644",194.37626666666665,-17.45738611111111,12738,49,5.6,1
"A1644",194.3586333333333,-17.41655833333333,15696,22,14.6,1
"A1644",194.35051666666664,-17.41314444444444,13615,50,6.0,1
"A1644",194.29408749999996,-17.447999999999997,14333,67,3.9,1
"A1644",194.27194166666663,-17.45151111111111,11748,76,3.6,1
"A1644",194.31141666666664,-17.42835555555555,45343,88,3.7,0
"A1644",194.30731666666665,-17.417274999999997,11921,37,11.1,1
"A1644",194.29490416666664,-17.41743611111111,13211,79,5.3,1
"A1644",194.26526666666663,-17.430049999999998,14599,38,11.2,1
"A1644",194.27893749999998,-17.416719444444443,12486,39,7.0,1
"A1644",194.29832916666663,-17.409463888888887,15233,151,3.9,1
"A1644",194.26874166666664,-17.410180555555552,14147,73,3.2,1
"A1644",194.33845416666665,-17.40288055555555,13997,29,14.6,1
"A1644",194.3179583333333,-17.40944722222222,14969,37,10.2,1
"A1644",194.31725416666663,-17.38827222222222,14175,70,2.9,1
"A1644",194.29164583333332,-17.381555555555554,13302,81,4.6,1
"A1644",194.33368749999997,-17.36386111111111,13039,30,8.7,1
"A1644",194.4081958333333,-17.414927777777777,19066,76,2.7,0
"A1644",194.4065958333333,-17.402624999999997,20354,45,5.5,0
"A1644",194.4246208333333,-17.37726944444444,14336,53,6.9,1
"A1644",194.43977916666665,-17.353591666666663,12026,189,2.4,1
"A1644",194.44084999999998,-17.33663333333333,13792,33,13.5,1
"A1644",194.3846333333333,-17.370277777777776,13419,42,6.9,1
"A1644",194.36988333333332,-17.350569444444442,14378,51,7.2,1
"A1644",194.4053958333333,-17.349966666666663,98180,52,6.5,0
"A1644",194.33763749999997,-17.349755555555554,14420,48,6.0,1
"A1644",194.42513749999998,-17.324552777777775,13098,51,5.0,1
"A1644",194.42537083333332,-17.31233333333333,14589,37,8.2,1
"A1644",194.3741083333333,-17.307758333333332,14936,62,4.3,1
"A1644",194.04210416666663,-17.57518333333333,55381,42,5.4,0
"A1644",193.99861249999998,-17.598955555555552,49279,36,7.6,0
"A1644",194.09095416666665,-17.538844444444443,63204,21,13.9,0
"A1644",194.04002499999999,-17.55913055555555,60563,31,3.4,0
"A1644",194.0337458333333,-17.548936111111107,60503,52,5.3,0
"A1644",194.04405416666663,-17.527841666666664,34648,15,10.9,0
"A1644",194.0929208333333,-17.527144444444442,12802,29,8.4,1
"A1644",194.1407458333333,-17.50697222222222,50270,18,7.9,0
"A1644",194.03638749999996,-17.466902777777776,86132,50,5.1,0
"A1644",194.12645833333332,-17.480327777777774,15252,28,11.5,1
"A1644",194.1974333333333,-17.422236111111108,77532,50,4.9,0
"A1644",194.14246666666665,-17.424586111111108,14362,64,6.2,1
"A1644",194.09305833333332,-17.42398611111111,12759,26,9.6,1
"A1644",194.10418749999997,-17.414077777777777,14493,111,2.3,1
"A1644",194.17116249999998,-17.382994444444442,13642,32,6.9,1
"A1644",194.01382916666665,-17.46387222222222,13926,141,3.8,1
"A1644",193.9922458333333,-17.465563888888887,18894,36,7.4,0
"A1644",193.99534166666663,-17.404563888888887,71978,55,4.6,0
"A1644",194.00409166666665,-17.393483333333332,71405,59,4.8,0
"A1644",194.08404999999996,-17.3863,38112,24,6.8,0
"A1644",194.0595208333333,-17.37119722222222,13952,29,11.0,1
"A1644",194.09464583333332,-17.36474444444444,75725,18,14.9,0
"A1644",194.12045416666663,-17.356780555555552,14315,72,5.3,1
"A1644",194.1128083333333,-17.348216666666666,56321,78,4.4,0
"A1644",194.08899999999997,-17.352063888888885,14323,17,15.4,1
"A1644",194.0180208333333,-17.373116666666665,71781,44,5.9,0
"A1644",194.01082499999998,-17.35889444444444,62311,20,14.1,0
"A1644",194.02906666666664,-17.353688888888886,13838,36,8.4,1
"A1644",194.23800416666663,-17.42042222222222,16522,38,8.2,1
"A1644",194.2557458333333,-17.390330555555554,1829,140,2.6,0
"A1644",194.25322916666664,-17.378991666666664,38360,8,20.4,0
"A1644",194.28839166666663,-17.361377777777776,41221,8,19.4,0
"A1644",194.27577499999998,-17.36036944444444,14543,69,6.2,1
"A1644",194.31279999999998,-17.347241666666665,13689,26,12.6,1
"A1644",194.27164999999997,-17.355666666666664,13978,33,9.5,1
"A1644",194.29199583333332,-17.33249722222222,14466,150,2.0,1
"A1644",194.19267916666664,-17.380433333333333,15774,36,7.8,1
"A1644",194.1889125,-17.372463888888888,13695,34,8.5,1
"A1644",194.22032916666663,-17.337574999999998,32802,24,12.3,0
"A1644",194.20408749999999,-17.327466666666663,14798,30,7.5,1
"A1644",194.2446458333333,-17.342241666666663,11810,7,42.1,1
"A1644",194.24547916666663,-17.331013888888886,15371,87,3.6,1
"A1644",194.2521208333333,-17.320177777777776,3944,14,7.9,0
"A1644",194.26502499999998,-17.298152777777776,7112,70,3.5,0
"A1644",194.2519708333333,-17.286511111111107,13639,47,7.3,1
"A1644",194.23989999999998,-17.27901944444444,14476,37,8.6,1
"A1644",194.30919999999998,-17.32693333333333,14534,61,5.2,1
"A1644",194.3421708333333,-17.316999999999997,43833,79,3.6,0
"A1644",194.34485416666664,-17.300141666666665,44566,79,3.7,0
"A1644",194.36846666666665,-17.291752777777777,32708,17,16.8,0
"A1644",194.37442916666663,-17.28269444444444,14630,77,4.1,1
"A1644",194.38533749999996,-17.256649999999997,75704,15,17.8,0
"A1644",194.34716666666665,-17.276213888888886,12854,73,4.4,1
"A1644",194.36937499999996,-17.268252777777775,14546,38,7.3,1
"A1644",194.3660208333333,-17.25448333333333,11449,100,4.3,1
"A1644",194.2944708333333,-17.262791666666665,14350,34,8.6,1
"A1644",194.32763749999998,-17.24043611111111,14727,60,4.3,1
"A1644",194.3331583333333,-17.238586111111108,12535,32,13.0,1
"A1644",194.2987083333333,-17.23768333333333,16388,29,11.4,1
"A1644",194.33783749999998,-17.21335555555555,14167,106,4.5,1
"A1644",194.30740416666663,-17.208975,13328,43,10.9,1
"A1644",194.16099999999997,-17.327405555555554,50028,14,12.2,0
"A1644",194.17093749999998,-17.318127777777775,14063,27,12.2,1
"A1644",194.19776666666664,-17.29673611111111,14207,43,6.8,1
"A1644",194.21277499999997,-17.278938888888888,14930,29,15.4,1
"A1644",194.0935458333333,-17.292524999999998,99262,18,14.4,0
"A1644",194.14876249999998,-17.26759444444444,14887,42,6.3,1
"A1644",194.14276249999998,-17.24262222222222,14940,22,11.9,1
"A1644",194.17820833333332,-17.236319444444444,14384,29,9.8,1
"A1644",194.1575083333333,-17.221563888888888,38392,73,4.9,0
"A1644",194.1554083333333,-17.196402777777774,13056,47,6.5,1
"A1644",194.24543749999998,-17.260852777777774,11828,9,31.4,1
"A1644",194.24179999999998,-17.239955555555554,16758,69,4.0,1
"A1644",194.25522916666665,-17.22647222222222,15190,23,5.6,1
"A1644",194.24129166666663,-17.198919444444442,94186,56,4.4,0
"A1644",194.2218208333333,-17.190877777777775,15717,82,3.2,1
"A1644",194.2716833333333,-17.15886944444444,49900,77,4.1,0
"A1644",194.21261666666663,-17.16451944444444,15635,29,10.8,1
"A1644",194.23809999999997,-17.148024999999997,13923,63,3.7,1
"A1644",194.2576083333333,-17.134624999999996,50166,9,17.5,0
"A1644",193.9980458333333,-17.3117,13765,31,9.4,1
"A1644",194.01646666666664,-17.28264722222222,13984,24,10.8,1
"A1644",194.0582583333333,-17.269225,39480,32,8.9,0
"A1644",194.01077499999997,-17.27402222222222,107399,66,6.5,0
"A1644",194.09299166666665,-17.18372222222222,100336,30,9.2,0
"A1644",194.01121249999997,-17.222688888888886,13571,23,10.2,1
"A1644",194.02009166666664,-17.177455555555554,22968,16,9.6,0
"A1644",194.0801333333333,-17.151138888888887,13351,188,2.1,1
"A1644",194.05099999999996,-17.131616666666666,32788,32,4.3,0
"A1644",194.1465333333333,-17.163005555555554,14365,81,3.2,1
"A1644",194.11808749999997,-17.159113888888886,49999,49,4.1,0
"A1644",194.14798749999997,-17.13250833333333,50032,24,11.9,0
"A1644",194.08962499999998,-17.136397222222218,13974,62,3.5,1
"A1644",193.9944958333333,-17.166066666666666,12604,23,11.2,1
"A1644",194.0033375,-17.150541666666665,13781,60,4.2,1
"A1644",194.5714833333333,-17.402513888888887,39300,9,17.9,0
"A1644",194.5284708333333,-17.369013888888887,27147,34,4.6,0
"A1644",194.5775833333333,-17.34644444444444,54355,45,5.4,0
"A1644",194.56646249999997,-17.31356111111111,14238,17,16.1,1
"A1644",194.50121666666664,-17.321033333333332,12846,32,9.6,1
"A1644",194.5295958333333,-17.301269444444443,14980,76,3.7,1
"A1644",194.57810833333332,-17.27284722222222,13746,116,2.7,1
"A1644",194.55486666666664,-17.272086111111108,14094,53,7.5,1
"A1644",194.5212583333333,-17.267327777777776,13820,54,7.3,1
"A1644",194.43658749999997,-17.258,44932,245,3.6,0
"A1644",194.45364166666664,-17.265388888888886,15842,34,8.4,1
"A1644",194.46807916666663,-17.250905555555555,32253,21,6.2,0
"A1644",194.44595416666664,-17.25757222222222,14298,68,4.1,1
"A1644",194.47716249999996,-17.226644444444442,49864,21,13.2,0
"A1644",194.51751666666664,-17.21109444444444,14136,154,2.7,1
"A1644",194.56849166666663,-17.242941666666663,16092,35,6.7,1
"A1644",194.55505416666665,-17.225905555555553,12786,27,12.2,1
"A1644",194.560175,-17.218702777777775,13932,45,9.2,1
"A1644",194.5625333333333,-17.20216111111111,54322,21,6.6,0
"A1644",194.56066249999998,-17.187133333333332,12166,45,6.3,1
"A1644",194.5373333333333,-17.18649722222222,56624,46,8.0,0
"A1644",194.5306958333333,-17.173252777777776,75482,60,4.6,0
"A1644",194.54742083333332,-17.17038333333333,18785,93,2.3,0
"A1644",194.4076958333333,-17.233338888888888,11846,85,5.3,1
"A1644",194.4185333333333,-17.224069444444442,11665,35,11.2,1
"A1644",194.4837708333333,-17.18181111111111,15526,113,3.0,1
"A1644",194.40494166666664,-17.188599999999997,16014,27,12.5,1
"A1644",194.35414583333332,-17.198705555555552,13485,41,6.3,1
"A1644",194.38157916666663,-17.16609722222222,12183,86,2.7,1
"A1644",194.4102958333333,-17.168999999999997,87149,18,14.9,0
"A1644",194.42125,-17.164649999999998,15161,50,5.0,1
"A1644",194.37751249999997,-17.15474722222222,14015,61,6.1,1
"A1644",194.40119999999996,-17.13093888888889,14201,86,4.6,1
"A1644",194.47823749999998,-17.139774999999997,15369,56,4.2,1
"A1644",194.50589999999997,-17.12970833333333,13170,40,7.3,1
"A1644",194.45844999999997,-17.135394444444444,16104,36,11.1,1
"A1644",194.45751666666663,-17.134375,15906,37,7.9,1
"A1644",194.31964166666663,-17.170458333333332,15548,88,4.6,1
"A1644",194.30064999999996,-17.15473611111111,16213,44,10.0,1
"A1644",194.29957083333332,-17.15240833333333,15142,37,5.8,1
"A1644",194.3035083333333,-17.14158333333333,30920,65,4.7,0
"A1644",194.30195416666663,-17.137991666666665,16171,37,7.3,1
"A1644",194.3340708333333,-17.130755555555552,14091,52,6.5,1
"A1631a",193.4797583333333,-15.659399999999998,45376,21,8.4,0
"A1631a",193.47250416666665,-15.632830555555554,14068,65,5.3,1
"A1631a",193.11377083333332,-15.67044722222222,50197,22,5.4,0
"A1631a",193.08038749999997,-15.670127777777775,45419,25,5.5,0
"A1631a",193.23511666666664,-15.665580555555554,13304,27,17.1,1
"A1631a",193.14827499999998,-15.613305555555554,45351,14,10.8,0
"A1631a",193.1949458333333,-15.602713888888887,45392,15,10.0,0
"A1631a",193.1710458333333,-15.603241666666664,59163,20,6.8,0
"A1631a",193.16292083333332,-15.594594444444443,50674,56,4.4,0
"A1631a",193.16597916666663,-15.591344444444442,50504,36,11.9,0
"A1631a",192.9426458333333,-15.668569444444442,49741,59,6.8,0
"A1631a",193.03411249999996,-15.649361111111109,50051,42,6.7,0
"A1631a",192.9540708333333,-15.659769444444443,4349,36,8.1,0
"A1631a",192.9437458333333,-15.652508333333332,49733,54,4.1,0
"A1631a",192.9370958333333,-15.622741666666665,50340,79,4.2,0
"A1631a",192.97007916666664,-15.623874999999998,50143,70,6.3,0
"A1631a",193.02344999999997,-15.586663888888888,71807,47,5.5,0
"A1631a",192.99817499999997,-15.60117222222222,34503,22,4.5,0
"A1631a",193.07501666666664,-15.584380555555553,14230,65,5.3,1
"A1631a",193.13251666666665,-15.554227777777776,14475,72,4.5,1
"A1631a",193.06512916666665,-15.549619444444442,34783,23,6.6,0
"A1631a",193.04256249999997,-15.559249999999997,4716,105,2.1,0
"A1631a",193.0903958333333,-15.547261111111109,13559,74,3.1,1
"A1631a",193.1043458333333,-15.537805555555554,45407,76,4.8,0
"A1631a",193.11427916666665,-15.518519444444442,4960,54,4.9,0
"A1631a",193.10658749999996,-15.51719722222222,3835,81,3.8,0
"A1631a",193.07259166666665,-15.515066666666664,3880,49,6.0,0
"A1631a",193.0960708333333,-15.49014722222222,4522,62,4.6,0
"A1631a",192.92185833333332,-15.584174999999998,29893,73,3.6,0
"A1631a",192.93467499999997,-15.552036111111109,13706,52,4.0,1
"A1631a",192.91778333333332,-15.541752777777775,70107,24,11.1,0
"A1631a",192.9343708333333,-15.508627777777775,84753,68,4.8,0
"A1631a",193.0671833333333,-15.482513888888887,38251,21,7.0,0
"A1631a",193.08185416666663,-15.470674999999998,15027,93,3.0,1
"A1631a",192.98392083333331,-15.500005555555553,13603,74,3.8,1
"A1631a",192.95780416666665,-15.486941666666665,4776,21,7.3,0
"A1631a",193.02276249999997,-15.458349999999998,4419,47,3.0,0
"A1631a",193.0251708333333,-15.42856111111111,14195,45,10.1,1
"A1631a",193.00131666666664,-15.413638888888887,14388,44,5.8,1
"A1631a",193.43185416666665,-15.62790833333333,12724,24,10.8,1
"A1631a",193.42628749999997,-15.62349722222222,100616,31,7.5,0
"A1631a",193.39113749999999,-15.643188888888886,14916,18,14.8,1
"A1631a",193.33954999999997,-15.648711111111108,45009,196,2.9,0
"A1631a",193.29350416666665,-15.645163888888886,13621,94,3.2,1
"A1631a",193.36599166666664,-15.622816666666665,13953,87,4.2,1
"A1631a",193.43538749999996,-15.616983333333332,13497,104,3.7,1
"A1631a",193.47166249999998,-15.589469444444441,45835,11,14.7,0
"A1631a",193.46014999999997,-15.588083333333332,14278,31,8.4,1
"A1631a",193.4536083333333,-15.587924999999998,14931,12,22.4,1
"A1631a",193.41631249999998,-15.567630555555553,13224,75,3.7,1
"A1631a",193.4049458333333,-15.523794444444443,13319,125,3.1,1
"A1631a",193.44608333333332,-15.548733333333331,13463,17,14.7,1
"A1631a",193.4605708333333,-15.535402777777776,20391,35,12.7,0
"A1631a",193.43828333333332,-15.489674999999998,29683,49,4.1,0
"A1631a",193.33114166666664,-15.556149999999997,29197,68,5.0,0
"A1631a",193.29174166666664,-15.575994444444442,50288,20,15.1,0
"A1631a",193.2186875,-15.568583333333331,17240,60,4.9,0
"A1631a",193.24844166666665,-15.571213888888886,13867,70,3.4,1
"A1631a",193.2354458333333,-15.552677777777776,14725,28,11.9,1
"A1631a",193.2268583333333,-15.535319444444442,14859,44,8.0,1
"A1631a",193.28399999999996,-15.54658333333333,15490,55,4.0,1
"A1631a",193.30767499999996,-15.522308333333331,14167,39,7.7,1
"A1631a",193.2871958333333,-15.509502777777776,13282,25,13.2,1
"A1631a",193.24027916666665,-15.530458333333332,40902,34,8.5,0
"A1631a",193.3707708333333,-15.533349999999999,12711,27,12.7,1
"A1631a",193.36952499999998,-15.513669444444442,12633,22,14.3,1
"A1631a",193.32894166666665,-15.530944444444442,14417,56,6.4,1
"A1631a",193.33212916666665,-15.515061111111109,14475,20,16.9,1
"A1631a",193.36864999999997,-15.508269444444442,14875,20,16.7,1
"A1631a",193.38034166666665,-15.490094444444443,45172,39,10.3,0
"A1631a",193.32358333333332,-15.500738888888886,5766,155,3.6,0
"A1631a",193.33879166666665,-15.490680555555553,50018,32,8.5,0
"A1631a",193.32889583333332,-15.479955555555554,14610,95,4.5,1
"A1631a",193.29706666666664,-15.491649999999998,14911,7,40.0,1
"A1631a",193.31451666666663,-15.464466666666665,29809,85,5.2,0
"A1631a",193.3216208333333,-15.443819444444442,15291,52,5.8,1
"A1631a",193.48846666666665,-15.489161111111109,45617,63,6.4,0
"A1631a",193.44706666666664,-15.473291666666665,14790,91,3.2,1
"A1631a",193.47651666666664,-15.454113888888887,45345,55,4.7,0
"A1631a",193.4151208333333,-15.435508333333331,50039,53,6.0,0
"A1631a",193.4942333333333,-15.412666666666665,13482,75,6.2,1
"A1631a",193.48005833333332,-15.382202777777776,49987,68,5.4,0
"A1631a",193.40059999999997,-15.428049999999997,13942,80,6.0,1
"A1631a",193.44269583333332,-15.38907222222222,29534,72,4.4,0
"A1631a",193.43564166666664,-15.373244444444442,13892,65,3.7,1
"A1631a",193.42117916666663,-15.36307222222222,45084,29,9.9,0
"A1631a",193.4817208333333,-15.310330555555554,45145,35,10.6,0
"A1631a",193.48353749999998,-15.301577777777776,13572,15,17.1,1
"A1631a",193.16997499999997,-15.539558333333332,13493,81,4.2,1
"A1631a",193.16934999999998,-15.534891666666665,15216,28,15.7,1
"A1631a",193.19875416666665,-15.531649999999997,13581,76,4.0,1
"A1631a",193.24172916666663,-15.479444444444443,14531,51,6.3,1
"A1631a",193.21294999999998,-15.491569444444442,3751,89,3.4,0
"A1631a",193.23959166666663,-15.456627777777776,4820,104,2.4,0
"A1631a",193.13768749999997,-15.516702777777775,4637,93,6.3,0
"A1631a",193.12583749999996,-15.498566666666665,45783,99,2.7,0
"A1631a",193.12273333333331,-15.499441666666664,4184,80,4.2,0
"A1631a",193.14242916666663,-15.480691666666665,45132,18,15.2,0
"A1631a",193.1462208333333,-15.461252777777776,41031,17,9.1,0
"A1631a",193.1389458333333,-15.449277777777775,29782,62,4.6,0
"A1631a",193.15887916666665,-15.445088888888886,13711,93,3.7,1
"A1631a",193.2885708333333,-15.466027777777775,14694,44,7.4,1
"A1631a",193.26582916666663,-15.450377777777776,12889,23,15.5,1
"A1631a",193.26788749999997,-15.450183333333332,12725,90,3.3,1
"A1631a",193.26753749999997,-15.432463888888886,13187,33,9.2,1
"A1631a",193.23616666666663,-15.423716666666664,13391,31,10.7,1
"A1631a",193.2216958333333,-15.41772222222222,4478,31,9.8,0
"A1631a",193.25192083333332,-15.415041666666664,14093,113,3.2,1
"A1631a",193.21924999999996,-15.407355555555553,4289,70,5.1,0
"A1631a",193.23662916666663,-15.392655555555553,13386,37,11.0,1
"A1631a",193.21803749999998,-15.387974999999997,14111,44,9.5,1
"A1631a",193.27875833333331,-15.374588888888887,13900,22,15.9,1
"A1631a",193.28177499999998,-15.366294444444442,13734,50,7.6,1
"A1631a",193.2436708333333,-15.369744444444443,44619,129,2.8,0
"A1631a",193.26743333333332,-15.360508333333332,14806,118,3.2,1
"A1631a",193.10119999999998,-15.451066666666664,32859,19,8.3,0
"A1631a",193.12786666666665,-15.437202777777776,15000,11,23.9,1
"A1631a",193.07323333333332,-15.425708333333331,13567,10,26.7,1
"A1631a",193.14306666666664,-15.370638888888887,12604,53,4.7,1
"A1631a",193.03851249999997,-15.421352777777775,13714,33,8.6,1
"A1631a",193.0773958333333,-15.394302777777776,13688,23,16.3,1
"A1631a",193.0890458333333,-15.386169444444443,8845,204,2.2,0
"A1631a",193.12344999999996,-15.371599999999997,58583,23,12.0,0
"A1631a",193.07286249999999,-15.346949999999998,12705,19,14.0,1
"A1631a",193.19674999999998,-15.389152777777776,28902,26,11.7,0
"A1631a",193.19749166666665,-15.381536111111108,14407,135,2.8,1
"A1631a",193.15757499999998,-15.352755555555554,13081,176,2.5,1
"A1631a",193.24103749999998,-15.347008333333331,14352,121,4.1,1
"A1631a",193.2248708333333,-15.337052777777776,13310,99,3.4,1
"A1631a",193.22660416666665,-15.331511111111109,49894,93,4.0,0
"A1631a",193.2492083333333,-15.33034722222222,13433,96,3.8,1
"A1631a",193.21617916666665,-15.301299999999998,13450,28,9.4,1
"A1631a",193.16313749999998,-15.331974999999998,13819,26,12.4,1
"A1631a",193.1577583333333,-15.330955555555553,34663,101,2.2,0
"A1631a",193.17340416666664,-15.324638888888886,12489,23,16.2,1
"A1631a",193.16218749999996,-15.31808333333333,46073,84,3.8,0
"A1631a",193.1382833333333,-15.30157222222222,12423,9,29.2,1
"A1631a",193.15612916666663,-15.273727777777776,13915,25,13.4,1
"A1631a",193.3454958333333,-15.378216666666665,30519,8,22.6,0
"A1631a",193.37391666666664,-15.350611111111109,57776,50,7.6,0
"A1631a",193.3983708333333,-15.356394444444442,14367,94,3.8,1
"A1631a",193.3680583333333,-15.326011111111109,4614,56,6.8,0
"A1631a",193.4003333333333,-15.30902222222222,14670,140,2.3,1
"A1631a",193.3128583333333,-15.352294444444443,44875,17,9.2,0
"A1631a",193.34367916666665,-15.31868611111111,13635,59,4.8,1
"A1631a",193.32781666666665,-15.314327777777775,14762,28,10.8,1
"A1631a",193.31276666666665,-15.299069444444442,15383,80,2.0,1
"A1631a",193.36422916666663,-15.282341666666664,13529,81,4.9,1
"A1631a",193.43342499999997,-15.282188888888887,59522,19,7.5,0
"A1631a",193.4264083333333,-15.28217222222222,4107,24,12.7,0
"A1631a",193.49735416666664,-15.247163888888887,15877,123,2.3,0
"A1631a",193.46763749999997,-15.266858333333332,44910,81,5.4,0
"A1631a",193.4518458333333,-15.252124999999998,14332,58,6.8,1
"A1631a",193.44620833333332,-15.246083333333331,14356,29,15.7,1
"A1631a",193.44075416666664,-15.227499999999997,48570,47,6.0,0
"A1631a",193.46549999999996,-15.219113888888886,13582,31,13.3,1
"A1631a",193.29261249999996,-15.299877777777775,32675,131,3.7,0
"A1631a",193.25529166666664,-15.270366666666664,49855,72,5.9,0
"A1631a",193.27761666666663,-15.260711111111108,13102,88,2.5,1
"A1631a",193.33090416666664,-15.273341666666665,13726,31,13.1,1
"A1631a",193.30773333333332,-15.269055555555553,58592,24,5.1,0
"A1631a",193.23804166666665,-15.26887222222222,12408,118,2.4,1
"A1631a",193.2411958333333,-15.256258333333331,34682,14,10.6,0
"A1631a",193.27117083333331,-15.23685833333333,12619,32,13.4,1
"A1631a",193.4234708333333,-15.167099999999998,14303,72,4.3,1
"A1631a",193.39794166666664,-15.13817222222222,32939,46,6.8,0
"A1631a",193.29899999999998,-15.187980555555553,12641,95,2.1,1
"A1631a",193.3235333333333,-15.181905555555554,38054,58,6.9,0
"A1631a",193.3183458333333,-15.165794444444442,29439,18,16.3,0
"A1631a",193.49028749999997,-15.20132222222222,61251,52,7.3,0
"A1631a",193.47349166666663,-15.18959722222222,8514,98,2.1,0
"A1631a",193.45992916666663,-15.165830555555553,12170,85,3.6,1
"A1631a",193.48421249999998,-15.161391666666665,13546,63,4.9,1
"A1631a",193.47573749999998,-15.150069444444442,13795,51,7.8,1
"A1631a",193.4908958333333,-15.145124999999998,7679,82,2.3,0
"A1631a",193.44584999999998,-15.154061111111108,13772,32,9.6,1
"A1631a",193.4646083333333,-15.139880555555553,29295,13,11.2,0
"A1631a",192.93626666666663,-15.41333333333333,99134,33,4.9,0
"A1631a",192.92523749999998,-15.394769444444442,13497,88,4.2,1
"A1631a",192.94121666666663,-15.385344444444442,14030,76,5.1,1
"A1631a",193.00762499999996,-15.392730555555554,35263,12,13.8,0
"A1631a",193.03016666666664,-15.365883333333331,34672,43,9.0,0
"A1631a",193.08171249999998,-15.332238888888886,12692,15,17.1,1
"A1631a",193.08195416666663,-15.331202777777776,12734,14,18.2,1
"A1631a",192.94304166666663,-15.312827777777775,13207,25,14.5,1
"A1631a",193.03652916666664,-15.288002777777775,13784,29,11.1,1
"A1631a",193.01282916666665,-15.27658611111111,12482,12,25.1,1
