# MIGHTEE-HI RAR (2504.20857) fork: fixed Y_K = 0.6; extracted from RAR_comp.pdf panel 2
# unmatched error bars (hidden under markers) filled with panel median
# columns: log10_gbar  log10_gobs  sigma_x[dex]  sigma_y[dex]
-11.6076,-10.5246,0.0742,0.0676
-11.6064,-10.4920,0.1092,0.0529
-11.6401,-10.5119,0.1667,0.0478
-11.6704,-10.5606,0.2371,0.0476
-11.6864,-10.6057,0.3080,0.0454
-11.6907,-10.6482,0.3710,0.0488
-11.6907,-10.6903,0.4256,0.0518
-11.6937,-10.7432,0.4754,0.0532
-11.4242,-10.6412,0.0325,0.2539
-11.6670,-10.7959,0.0361,0.2513
-11.8175,-10.8253,0.0527,0.2661
-11.1862,-10.5083,0.0161,0.0895
-11.4796,-10.5994,0.0237,0.1346
-11.9173,-10.6723,0.0754,0.1752
-11.6461,-10.8176,0.0969,0.1987
-11.7474,-10.8736,0.0599,0.2004
-11.9197,-11.0085,0.0702,0.1222
-10.6141,-10.3327,0.0026,0.1734
-10.9003,-10.4905,0.0085,0.1761
-11.1593,-10.6196,0.0194,0.2012
-10.6322,-10.2460,0.0136,0.0841
-11.0168,-10.4430,0.0237,0.0826
-11.2433,-10.5790,0.0401,0.0853
-11.4008,-10.6637,0.0628,0.0901
-11.5357,-10.7753,0.0848,0.1186
-11.2751,-10.5739,0.0333,0.0656
-11.6717,-10.7036,0.0446,0.1222
-11.7695,-10.8737,0.0762,0.0846
-11.8914,-10.9955,0.1112,0.1222
-10.2353,-10.2071,0.0103,0.1242
-10.5252,-10.3306,0.0130,0.1202
-10.7601,-10.3930,0.0267,0.1164
-10.9344,-10.5052,0.0510,0.1181
-11.0804,-10.5825,0.0990,0.1370
-10.9415,-10.2317,0.0204,0.0850
-11.2895,-10.4241,0.0404,0.0881
-11.4636,-10.5514,0.0398,0.0977
-11.5848,-10.7282,0.0576,0.1125
-11.7033,-10.9192,0.0930,0.1056
-9.7399,-9.8230,0.0055,0.1956
-10.1453,-10.0492,0.0060,0.1972
-10.4330,-10.2973,0.0138,0.2036
-10.6530,-10.4065,0.0230,0.1946
-10.8191,-10.4887,0.0238,0.1955
-10.9543,-10.5126,0.0228,0.2017
-10.1515,-10.2290,0.0087,0.1222
-10.6155,-10.3132,0.0098,0.1968
-10.8981,-10.5214,0.0178,0.1222
-11.1028,-10.4930,0.0170,0.1493
-11.2719,-10.5902,0.0151,0.1443
-10.6721,-10.1995,0.0032,0.0480
-11.0820,-10.3976,0.0162,0.0508
-11.3664,-10.5580,0.0304,0.0643
-10.9205,-10.6270,0.0078,0.1919
-11.1340,-10.7769,0.0087,0.1901
-11.3239,-10.8993,0.0144,0.2008
-11.4738,-11.0321,0.0248,0.2210
-11.0894,-10.4733,0.0089,0.1734
-11.4739,-10.6481,0.0263,0.1735
-11.7326,-10.8446,0.0484,0.1793
-11.3740,-10.5429,0.0107,0.0632
-11.6938,-10.7360,0.0210,0.0654
-11.8969,-10.8658,0.0508,0.0671
-12.0612,-10.9682,0.0812,0.1222
-10.7498,-10.4783,0.0513,0.1348
-11.1887,-10.4559,0.0249,0.0800
-11.4486,-10.5641,0.0225,0.0615
-11.6258,-10.6675,0.0212,0.0544
-11.7557,-10.7532,0.0432,0.0595
-10.2624,-10.1080,0.0027,0.0794
-10.6890,-10.3392,0.0129,0.0843
-10.9923,-10.5319,0.0220,0.1120
-10.6481,-10.3308,0.0036,0.1274
-11.0512,-10.5856,0.0171,0.1341
-11.3197,-10.6368,0.0346,0.1395
-11.5291,-10.8028,0.0479,0.1380
-10.2405,-10.0551,0.0015,0.1464
-10.5318,-10.2235,0.0034,0.1474
-10.7766,-10.3478,0.0079,0.1505
-10.9983,-10.4581,0.0133,0.1620
