# MIGHTEE-HI RAR (2504.20857) fork: radially varying Y_K (fiducial); extracted from RAR_comp.pdf panel 1
# unmatched error bars (hidden under markers) filled with panel median
# columns: log10_gbar  log10_gobs  sigma_x[dex]  sigma_y[dex]
-11.6240,-10.5246,0.0777,0.0676
-11.6987,-10.4920,0.1409,0.0529
-11.7719,-10.5119,0.2414,0.0478
-11.8008,-10.5606,0.3488,0.0476
-11.8015,-10.6057,0.4570,0.0454
-11.7969,-10.6482,0.5537,0.0488
-11.7991,-10.6903,0.6388,0.0518
-11.8125,-10.7432,0.7275,0.0532
-11.6271,-10.6412,0.0543,0.2539
-11.7569,-10.7959,0.0488,0.2513
-11.8473,-10.8253,0.0644,0.2661
-11.2751,-10.5083,0.0322,0.0895
-11.4934,-10.5994,0.0293,0.1346
-11.7278,-10.6723,0.0464,0.1752
-11.6616,-10.8176,0.0446,0.1987
-11.6231,-10.8736,0.0302,0.2004
-11.6883,-11.0085,0.0423,0.1222
-10.8377,-10.3327,0.0330,0.1734
-11.1296,-10.4905,0.0287,0.1761
-11.3794,-10.6196,0.0361,0.2012
-10.9305,-10.2460,0.0504,0.0841
-11.2553,-10.4430,0.0518,0.0826
-11.4311,-10.5790,0.0504,0.0853
-11.5584,-10.6637,0.0648,0.0901
-11.6764,-10.7753,0.0909,0.1186
-11.2707,-10.5739,0.1204,0.0656
-11.4922,-10.7036,0.0562,0.1222
-11.6262,-10.8737,0.0495,0.0846
-11.7403,-10.9955,0.0677,0.1222
-10.5633,-10.2071,0.0823,0.1242
-10.8492,-10.3306,0.0650,0.1202
-11.0411,-10.3930,0.0681,0.1164
-11.1677,-10.5052,0.1642,0.1181
-11.2741,-10.5825,0.2556,0.1370
-11.2299,-10.2317,0.0377,0.0850
-11.4820,-10.4241,0.0550,0.0881
-11.5923,-10.5514,0.0797,0.0977
-11.6870,-10.7282,0.1133,0.1125
-11.7928,-10.9192,0.1624,0.1056
-9.9697,-9.8230,0.0855,0.1956
-10.3879,-10.0492,0.0719,0.1972
-10.6828,-10.2973,0.0695,0.2036
-10.8827,-10.4065,0.0706,0.1946
-11.0320,-10.4887,0.0679,0.1955
-11.1560,-10.5126,0.0661,0.2017
-10.1727,-10.2290,0.0503,0.1222
-10.6374,-10.3132,0.0487,0.1968
-10.9140,-10.5214,0.0498,0.1222
-11.1162,-10.4930,0.0473,0.1493
-11.2849,-10.5902,0.0459,0.1443
-10.8918,-10.1995,0.0283,0.0480
-11.2680,-10.3976,0.0264,0.0508
-11.5176,-10.5580,0.0388,0.0643
-11.1423,-10.6270,0.0627,0.1919
-11.3639,-10.7769,0.0371,0.1901
-11.4845,-10.8993,0.0277,0.2008
-11.5769,-11.0321,0.0387,0.2210
-11.3729,-10.4733,0.0357,0.1734
-11.7022,-10.6481,0.0352,0.1735
-11.9157,-10.8446,0.0547,0.1793
-11.6692,-10.5429,0.0389,0.0632
-11.9101,-10.7360,0.0321,0.0654
-12.0425,-10.8658,0.0521,0.0671
-12.1377,-10.9682,0.0841,0.1222
-10.8327,-10.4783,0.0409,0.1348
-11.2929,-10.4559,0.0367,0.0800
-11.5422,-10.5641,0.0411,0.0615
-11.7064,-10.6675,0.0362,0.0544
-11.8247,-10.7532,0.0597,0.0595
-10.5304,-10.1080,0.0368,0.0794
-10.9217,-10.3392,0.0355,0.0843
-11.1953,-10.5319,0.0478,0.1120
-10.9458,-10.3308,0.0497,0.1274
-11.2925,-10.5856,0.0390,0.1341
-11.5145,-10.6368,0.0441,0.1395
-11.6916,-10.8028,0.0563,0.1380
-10.4924,-10.0551,0.0458,0.1464
-10.8229,-10.2235,0.0377,0.1474
-11.0563,-10.3478,0.0325,0.1505
-11.2535,-10.4581,0.0389,0.1620
