#"Step","Time (ps)","Potential Energy (kJ/mole)","Temperature (K)","Density (g/mL)"
1541500,3082.9999999409206,-49971.31789010798,303.27967680754296,0.9829289033491507
1542000,3083.999999940897,-50979.651697968424,313.46848754321724,0.9868612217186549
1542500,3084.9999999408733,-50835.09358218493,303.3720612207087,0.9928061500410676
1543000,3085.9999999408496,-51033.474550068844,309.30088573993396,0.9922552775540527
1543500,3086.999999940826,-50816.89123287413,309.34178541572874,0.9868536816684574
1544000,3087.9999999408024,-50553.84547950502,303.5853282897456,0.9959300929025032
1544500,3088.9999999407787,-50557.62146108225,298.90100010773864,0.9866407595228638
1545000,3089.999999940755,-50601.3837949959,300.8171154702968,0.9782560081486131
1545500,3090.9999999407314,-50491.2891127051,313.406981445774,0.9863409308657963
1546000,3091.9999999407078,-50285.133274947584,311.1921042860628,0.976875541558686
1546500,3092.999999940684,-50091.48069871013,312.212341374915,0.9668187539156359
1547000,3093.9999999406605,-50331.24747289525,310.7731488015436,0.9734656503462142
1547500,3094.999999940637,-50290.51679456775,315.87198548953774,0.9865396155505196
1548000,3095.999999940613,-50357.17931642581,308.51370790626123,1.0060804512337809
1548500,3096.9999999405895,-50540.11703150085,312.9093269679377,0.9923921335527385
1549000,3097.999999940566,-50472.74073250138,308.83636438383644,0.994475858642119
1549500,3098.9999999405422,-50681.52724076668,305.19150177532026,0.9896874648467863
1550000,3099.9999999405186,-50680.69706685282,312.7255602776134,0.9910388010671621
1550500,3100.999999940495,-50413.24984383228,303.19950592696523,0.990600210709359
1551000,3101.9999999404713,-50590.7084069305,306.38498312642093,0.9858304737672862
1551500,3102.9999999404477,-50513.18946204672,313.6751467779565,0.9880259234774269
1552000,3103.999999940424,-50054.870649851044,311.3195634594813,0.9715887811717414
1552500,3104.9999999404004,-50391.212222466245,310.3929634538039,0.9885061417680072
1553000,3105.9999999403767,-50143.27286303963,311.44974719016943,0.9750904871262752
1553500,3106.999999940353,-50183.150373609795,314.02075843344704,0.9828013352171318
1554000,3107.9999999403294,-50304.79001235723,315.23722627921336,0.9819517349381952
1554500,3108.9999999403058,-50135.20320118294,318.87366468191885,0.9678743790367041
1555000,3109.999999940282,-50741.820605190005,305.7381356505095,0.9887696697890184
1555500,3110.9999999402585,-50528.30347768136,319.818960787481,0.9693598484379801
1556000,3111.999999940235,-50131.49742093356,311.0175134035546,0.979612071783126
1556500,3112.999999940211,-50662.257307948195,311.11525298100895,0.979805649025834
1557000,3113.9999999401875,-50318.79950160114,314.39987901167916,0.9812559364176454
1557500,3114.999999940164,-50342.24442283437,302.18390371714645,0.9854552806952017
1558000,3115.9999999401402,-50819.186422560306,310.38817199101936,0.9871322142969181
1558500,3116.9999999401166,-50579.65661863377,306.2221360252474,0.9943511650262923
1559000,3117.999999940093,-50587.601067673415,304.03932721776727,0.9968992455737873
1559500,3118.9999999400693,-50664.81347308925,306.5861619298707,0.9865623456941817
1560000,3119.9999999400457,-50968.903354329814,306.11515800647646,0.9913867826771339
1560500,3120.999999940022,-50811.75890228909,304.41562928847907,0.9973855199433354
1561000,3121.9999999399984,-50639.640596706944,309.3270978598728,0.9871409155857315
1561500,3122.9999999399747,-50494.69973121979,304.0382937650098,0.990954409112272
1562000,3123.999999939951,-49925.66005959723,310.75880572994026,0.9816103894267901
1562500,3124.9999999399274,-50036.026015964046,316.99353226537,0.9841956692576113
1563000,3125.999999939904,-50149.69028606638,308.8556868187257,0.9787885735698141
1563500,3126.99999993988,-50564.7349998054,322.8642328961763,0.9821916301824988
1564000,3127.9999999398565,-50420.810413818166,313.8711270008688,0.9723765824006078
1564500,3128.999999939833,-50073.997239416756,305.5238038119649,0.9666743245939267
1565000,3129.999999939809,-50392.688257127535,309.50557201940904,0.9772785807059569
1565500,3130.9999999397855,-50184.25139479444,310.20925939698003,0.9824452383669824
1566000,3131.999999939762,-50731.33068990364,318.5859890143458,0.9899183088553346
1566500,3132.9999999397382,-50939.82805187919,309.03256382400036,0.9985446532409938
1567000,3133.9999999397146,-50363.49675068335,311.34057699888274,0.9921990527359866
1567500,3134.999999939691,-50032.78660474392,317.65528651438876,0.9807952421711619
1568000,3135.9999999396673,-50450.0449713323,312.4652867664878,0.9920303350377672
1568500,3136.9999999396437,-50478.44372739253,312.61767407308594,0.9980915181598883
1569000,3137.99999993962,-50451.828242121905,303.9253342469458,1.0018470829769999
1569500,3138.9999999395964,-50581.09629532747,301.8426764066874,0.9873112020563305
1570000,3139.9999999395727,-50824.05358427513,307.3764401218157,0.9939516166687475
1570500,3140.999999939549,-50706.77217112924,310.48487811571624,0.9934140749200229
1571000,3141.9999999395254,-50714.80824033648,308.87995730015064,0.9959753641863349
1571500,3142.999999939502,-50170.53345712036,300.85845358059476,0.9892964185555405
1572000,3143.999999939478,-50653.91149500024,307.5460203242878,0.991037205956494
1572500,3144.9999999394545,-50669.06730455416,309.48997627779664,0.9919243209915357
1573000,3145.999999939431,-50490.882805954665,312.6369025577245,0.989613761559291
1573500,3146.999999939407,-50404.877937927085,310.61844405542877,0.9929656504589665
1574000,3147.9999999393835,-50573.52851415676,307.76285750285035,0.9821929863792157
1574500,3148.99999993936,-50812.056100155285,315.27693591849953,0.9878636451822415
1575000,3149.9999999393362,-50296.168359710195,305.6113341288457,0.9772343732013576
1575500,3150.9999999393126,-50523.901780683314,314.2354034394939,0.9864221253528941
1576000,3151.999999939289,-50818.75879434589,312.41718423814115,0.9778402880871448
1576500,3152.9999999392653,-50522.190261428535,309.5545201000117,0.9793519049795252
1577000,3153.9999999392417,-50720.01615346846,308.38988147586895,0.9865446942820603
1577500,3154.999999939218,-50467.21953086532,315.03971153554,0.981855008278947
1578000,3155.9999999391944,-50542.96713860263,308.1336478255224,0.9904750445721056
1578500,3156.9999999391707,-50919.77929189906,315.78508150766146,0.9897307405485072
1579000,3157.999999939147,-50803.455433018156,313.1654666680335,0.9771131202857983
1579500,3158.9999999391234,-50539.00725251343,306.8365706646752,0.9760651810239003
1580000,3159.9999999391,-50463.34851767722,311.7636349776814,0.981975225746811
1580500,3160.999999939076,-49959.84485510312,304.35916518782216,0.9734950333910688
1581000,3161.9999999390525,-50527.26730385423,309.27445440274346,0.9826362524385607
1581500,3162.999999939029,-49876.143082819064,300.1516971615016,0.9696300619895076
1582000,3163.999999939005,-50159.437746388256,311.8439937587605,0.9662397343989433
1582500,3164.9999999389815,-50560.06173658813,311.83885781172347,0.9612633354159827
1583000,3165.999999938958,-50354.45731868729,318.3464158751193,0.9767660197618384
1583500,3166.9999999389343,-50241.28120727482,303.57781226969144,0.9660047644735228
1584000,3167.9999999389106,-50798.57941697928,316.85245030560327,0.9898980294393064
1584500,3168.999999938887,-50845.80365473463,310.9942450581369,0.9964915424995416
1585000,3169.9999999388633,-50250.681442605855,305.9357130276833,0.9885974959570677
1585500,3170.9999999388397,-50508.12220390048,318.5368530332417,0.9918887546305056
1586000,3171.999999938816,-50566.223400906776,318.5648188911932,0.9887222783164941
1586500,3172.9999999387924,-50396.14444669045,317.31803643120844,0.9900541146910601
1587000,3173.9999999387687,-50220.21189506352,308.0925289324761,0.971188704653607
1587500,3174.999999938745,-50410.47307950258,309.06024783119983,0.9907027652227144
1588000,3175.9999999387214,-50180.4272656503,309.5975179980716,0.973809625935445
1588500,3176.999999938698,-50119.22734794597,313.60794103197213,0.9762676972059928
1589000,3177.999999938674,-50156.7272264575,310.09770913267613,0.9720778531957835
1589500,3178.9999999386505,-50421.39431995468,320.3334636769387,0.9934026211045245
1590000,3179.999999938627,-50394.22550940985,311.4489016379133,0.9856561710462773
1590500,3180.999999938603,-50445.743086399336,314.9606367412202,0.9887575695464609
1591000,3181.9999999385795,-50332.13936551806,314.61458665122643,0.9821265893516931
1591500,3182.999999938556,-50415.52686351095,312.92392057354283,0.9945574700287153
1592000,3183.9999999385323,-50243.65481095348,314.60694536417134,0.9859902485017874
1592500,3184.9999999385086,-50417.493142218096,310.44344605516767,0.9940358357264192
1593000,3185.999999938485,-50302.27004357299,317.45445219519155,0.9670707175554992
1593500,3186.9999999384613,-50339.3568710463,303.32834303739367,0.9638733698701961
1594000,3187.9999999384377,-50544.22039618797,314.78664087696626,0.9656183373142456
1594500,3188.999999938414,-50392.71736136894,302.3930056584033,0.9749827577996729
1595000,3189.9999999383904,-50394.231238618144,310.6343529645434,0.9819855225431776
1595500,3190.9999999383667,-50486.35929730459,312.67044279721625,0.986724015162651
1596000,3191.999999938343,-50462.18267412257,312.91834619200273,0.9837267346346266
1596500,3192.9999999383194,-50310.346521321335,309.67026680884584,0.9873159256036489
1597000,3193.999999938296,-50644.961765339714,315.0294709582162,1.0005802013120197
1597500,3194.999999938272,-50312.47829047183,315.5450073004314,0.9765121966393479
1598000,3195.9999999382485,-50683.03733048309,306.8634717531191,0.9884489105740509
1598500,3196.999999938225,-50764.417366801645,319.8851330807079,0.9922240052326069
1599000,3197.999999938201,-50832.03889030439,311.97117108142703,0.9883303065606035
1599500,3198.9999999381776,-50332.30389578821,314.02796128599897,0.9784602783097801
1600000,3199.999999938154,-50092.84560037113,303.09650513547297,0.970249806609804
1600500,3200.9999999381303,-50474.30115114397,315.88304030236736,0.9775368677854682
1601000,3201.9999999381066,-50424.0973364978,319.8072796396468,0.9729630733869062
1601500,3202.999999938083,-50316.48979804519,312.9397355324068,0.9701648330089043
1602000,3203.9999999380593,-50292.03822145332,310.28789575679673,0.9689048775972925
1602500,3204.9999999380357,-50455.05196683516,302.36259709393414,0.9839558710568537
1603000,3205.999999938012,-50668.191259482584,312.3517635469197,0.9845764732413865
1603500,3206.9999999379884,-50480.36382441467,315.242863294254,0.9818008073074745
1604000,3207.9999999379647,-50613.80360965297,314.5811403619854,0.9840226400417198
1604500,3208.999999937941,-50503.30851416604,311.3258894430269,0.9838623131377904
1605000,3209.9999999379174,-50730.86485672818,318.15917302552,0.9902796008905531
1605500,3210.999999937894,-50704.20229066268,315.10967315554416,0.986065733166064
1606000,3211.99999993787,-50249.40550936846,317.73727376647963,0.988571166245261
1606500,3212.9999999378465,-50189.78846365819,318.10349184361877,0.9882966729653287
1607000,3213.999999937823,-50568.60628277203,317.192393629303,0.9961390499985093
1607500,3214.999999937799,-50530.946234278206,304.88785456513205,0.9833224592165504
1608000,3215.9999999377756,-50766.08047500416,300.5438768245778,0.985909268727155
1608500,3216.999999937752,-50218.60106027097,304.69845085976715,0.9849274373867475
1609000,3217.9999999377283,-50507.88146978192,317.0519066877907,0.9773482136365399
1609500,3218.9999999377046,-50509.46219998511,309.5454069256961,0.989715025145249
1610000,3219.999999937681,-50721.68432925531,307.1278790752745,0.9841600573360446
1610500,3220.9999999376573,-51035.90380163747,315.53824288238263,0.9810698664230161
1611000,3221.9999999376337,-50863.942250450316,308.9113366838767,0.9897730022604823
1611500,3222.99999993761,-50632.90932440956,304.174584261992,0.9974471679998892
1612000,3223.9999999375864,-50780.49494584283,306.56774768073797,0.9943768804519886
1612500,3224.9999999375627,-50809.03479659365,302.68534752176004,0.9998045192817271
1613000,3225.999999937539,-50755.80100965779,309.8632406237365,0.9985601507160657
1613500,3226.9999999375154,-50760.5127146084,305.3586079545245,1.0036947169846842
1614000,3227.999999937492,-50514.25105084345,310.8571716423991,0.9825952602771961
1614500,3228.999999937468,-50434.58634309808,311.95989705134576,0.9816067454156856
1615000,3229.9999999374445,-50408.753377938294,303.8705612508011,0.9811312239969245
1615500,3230.999999937421,-50766.44771390816,303.3957680006296,0.9909994263812824
1616000,3231.999999937397,-50635.55277395755,305.6273683049613,0.9923853251303334
1616500,3232.9999999373736,-50786.36906317744,316.16526685540117,0.9895416393966888
1617000,3233.99999993735,-50204.087133079884,302.70463863989903,0.9845129742386148
1617500,3234.9999999373263,-50241.137772333284,307.648050296523,0.9880829310197052
1618000,3235.9999999373026,-50029.71703968535,307.5633384871625,0.9790396324785544
1618500,3236.999999937279,-50342.54620582267,313.2612646069739,0.9904998770354628
1619000,3237.9999999372553,-50451.49148283299,313.7011396806438,0.9859133743507152
1619500,3238.9999999372317,-50443.18642677541,312.1732267538831,0.9769798386583513
1620000,3239.999999937208,-50498.85577410326,304.91134212780133,0.9960447766566125
1620500,3240.9999999371844,-50573.709323328105,306.77534641798405,0.9894052606463651
1621000,3241.9999999371607,-50143.37694645021,301.7642279473721,0.9953138085651667
1621500,3242.999999937137,-50631.32302800618,313.47011601422895,0.9872731142961066
1622000,3243.9999999371134,-50494.56700117566,308.04145131285804,0.9764017971521508
1622500,3244.99999993709,-50338.860440695076,307.97242919536063,0.9814753071422622
1623000,3245.999999937066,-50334.650386240566,316.96785253018487,0.9875222802416637
1623500,3246.9999999370425,-50445.59989847912,318.58335840732684,0.9894267283656472
1624000,3247.999999937019,-50377.23610883276,310.88375956334073,0.9884540684543721
1624500,3248.999999936995,-50300.19925381802,310.7881182081515,0.9841884831720008
1625000,3249.9999999369716,-50496.12869109167,309.3400943112165,0.9900065736390936
1625500,3250.999999936948,-50077.70025847829,303.88005022611947,0.9889803399330697
1626000,3251.9999999369243,-50531.5033087873,309.36589931340245,0.9769081164368607
1626500,3252.9999999369006,-50348.680352375726,300.02004154355285,0.9832956300599279
1627000,3253.999999936877,-50768.87423872226,311.61857579063604,0.9806872751864564
1627500,3254.9999999368533,-50635.02577931422,309.4907905133025,0.9828297948335848
1628000,3255.9999999368297,-50814.0321222723,303.57230052165175,0.9943844585361691
1628500,3256.999999936806,-50620.102256010694,310.98716747258595,0.9890004743634595
1629000,3257.9999999367824,-50651.37209899904,312.39923974026186,0.9878443764062406
1629500,3258.9999999367587,-50858.427559995966,323.3568453772263,0.9943275793332818
1630000,3259.999999936735,-50287.603155874705,308.1493375173855,0.9759080599002672
1630500,3260.9999999367114,-50108.23203384958,309.2234707333761,0.9731327324964053
1631000,3261.999999936688,-50266.35714104911,314.0747485108362,0.9718654696996281
1631500,3262.999999936664,-50654.05391655635,307.2132798531399,0.9908497858367155
1632000,3263.9999999366405,-50597.77317365602,312.44057785055975,0.9953420318981214
1632500,3264.999999936617,-50356.04971097561,304.55777601775344,0.9840059932531282
1633000,3265.999999936593,-50233.987082373875,311.40255284757933,0.9844487273330995
1633500,3266.9999999365696,-50543.267541529145,315.76813914578935,0.9906229897750322
1634000,3267.999999936546,-50523.07818294753,312.02281240254916,0.97717960615354
1634500,3268.9999999365223,-50577.44957756996,304.7856366923954,0.9802926601369522
1635000,3269.9999999364986,-50785.33491778548,310.9409752660031,0.9881108096283755
1635500,3270.999999936475,-50694.48086674529,310.7738377700486,0.9977642139958087
1636000,3271.9999999364513,-50492.78763863869,309.0968884289639,0.9857691410209551
1636500,3272.9999999364277,-50723.62358689768,308.3939839701485,0.9805616046388431
1637000,3273.999999936404,-50470.90144380211,303.03919548256,0.9734577312197019
1637500,3274.9999999363804,-50484.59738101793,313.5293359889057,0.9632993604359376
1638000,3275.9999999363567,-50420.02978330519,310.9701311604631,0.968232082899624
1638500,3276.999999936333,-50194.10185031197,307.8136219549662,0.9712653203859555
1639000,3277.9999999363095,-50656.27009626321,307.3969839099638,0.9855393394302276
1639500,3278.999999936286,-50496.23393245728,305.67850855807984,0.9786252254201206
1640000,3279.999999936262,-50734.50821797887,306.65775202088656,0.9853403735260552
1640500,3280.9999999362385,-50544.20922238071,307.6088417252405,0.9814224333970335
1641000,3281.999999936215,-50476.76402693626,304.45220725274265,0.9875016561571459
1641500,3282.999999936191,-50440.04240141524,305.63651279602715,0.9802405790395009
1642000,3283.9999999361676,-50535.00678886019,309.73308820979855,0.986861169320513
1642500,3284.999999936144,-50488.045679069415,302.10861824960386,0.9894494278370105
1643000,3285.9999999361203,-50441.40090731945,305.3339303553467,0.9887745216771162
1643500,3286.9999999360966,-50474.33953318349,310.7853623341316,0.9842489837785758
1644000,3287.999999936073,-50647.26124784729,305.4905454232253,0.9916523659013868
1644500,3288.9999999360493,-50342.71795452054,305.8418880440072,0.9803647620618635
1645000,3289.9999999360257,-50376.611457256484,315.9498076138485,0.9816580841125543
1645500,3290.999999936002,-50182.515975075425,311.82050619609123,0.9884103628321272
1646000,3291.9999999359784,-50224.41972856107,312.4673223552524,0.9817291231571287
1646500,3292.9999999359547,-50453.52239349077,313.8490173752094,0.9868792000948939
1647000,3293.999999935931,-50369.838070900005,304.7859498598977,0.9967432997141309
1647500,3294.9999999359075,-50878.20524820249,321.0862244021134,0.989636522701019
1648000,3295.999999935884,-50706.80539188045,307.30434896279615,0.9941319115449297
1648500,3296.99999993586,-50806.07881252287,309.2360600669668,0.9849688973167583
1649000,3297.9999999358365,-50672.817394177604,320.37088719345843,0.9839048706309906
1649500,3298.999999935813,-50212.414278421784,313.88731776073547,0.9872066783067868
1650000,3299.999999935789,-50413.76548759063,310.0454414765495,0.9912864754986261
1650500,3300.9999999357656,-51005.742325176136,316.92958346140915,0.9756041387759657
1651000,3301.999999935742,-50299.211812842754,306.8220083758203,0.9830370969155311
1651500,3302.9999999357183,-50250.07189981366,307.70448308042967,0.9739546563363247
1652000,3303.9999999356946,-50497.3355348488,308.21911123688835,0.9885238111401597
1652500,3304.999999935671,-50466.3822314883,304.85588016315165,0.9920095135940318
1653000,3305.9999999356473,-50487.09316553769,314.92217977194304,0.9935950717879247
1653500,3306.9999999356237,-50530.295013634255,305.7476872593283,0.9907935334662695
1654000,3307.9999999356,-50273.17611442733,308.7275386768022,0.9824606441921959
1654500,3308.9999999355764,-50248.52932146896,307.358307723435,0.9726013505382195
1655000,3309.9999999355528,-50499.95436138136,323.8881027280547,0.9742728283097631
1655500,3310.999999935529,-50232.39897673554,314.1812254616035,0.9809339342799919
1656000,3311.9999999355055,-50550.303893012344,308.4282444948954,0.9956226014077384
1656500,3312.999999935482,-50955.26999816584,308.6223770295444,0.9968623849149952
1657000,3313.999999935458,-51273.39981668687,316.82589370141187,0.9967296098720293
1657500,3314.9999999354345,-50980.71432167821,307.3849582778771,0.9915037241371559
1658000,3315.999999935411,-50590.198524695355,309.6403279956301,0.9928162761006938
1658500,3316.999999935387,-50515.98936535948,307.8542397800089,0.9807337440217225
1659000,3317.9999999353636,-50630.1906488387,310.24596262824457,0.9742170425024531
1659500,3318.99999993534,-50482.28143113002,305.7573954518983,0.9786011221334594
1660000,3319.9999999353163,-50398.62941816618,312.9714907171356,0.9688198030192294
1660500,3320.9999999352926,-50310.12297968287,305.3098477744231,0.9865576657267268
1661000,3321.999999935269,-50247.03191381227,307.76307672010194,0.9800320810003867
1661500,3322.9999999352453,-50611.932339808496,309.35741247409135,0.9932944130873289
1662000,3323.9999999352217,-50916.898960976396,319.00892172614357,0.9973901113749656
1662500,3324.999999935198,-50826.467284525046,308.8460412596562,0.9930479851491931
1663000,3325.9999999351744,-50551.71877204586,306.99647399132755,0.9803684399048788
1663500,3326.9999999351508,-50541.971641371725,314.14633860185205,0.974644781295512
1664000,3327.999999935127,-50689.36318918917,315.2781885885086,0.9714976925815197
1664500,3328.9999999351035,-50633.19968402258,325.50154169968175,0.9828949407133791
1665000,3329.99999993508,-50342.93805903732,309.1407945127803,0.9885506532611565
1665500,3330.999999935056,-50161.53101631149,312.87769705020975,0.9822201687069316
1666000,3331.9999999350325,-50269.02128015534,310.1578059763592,0.9723227187680119
1666500,3332.999999935009,-50332.93447208899,310.58587463519405,0.9705068357362092
1667000,3333.999999934985,-50526.71006433241,314.90739826583655,0.9751606719260951
1667500,3334.9999999349616,-50397.67534777289,294.66976266799685,0.99405430296057
1668000,3335.999999934938,-50565.83255382528,306.00849315520776,0.987166595983919
1668500,3336.9999999349143,-50664.09126078372,313.84695046969455,0.9836014658966671
1669000,3337.9999999348906,-50437.21007495292,311.90778597897025,0.9805216585321818
1669500,3338.999999934867,-50355.238363184966,308.45426871433295,0.9793664850575166
1670000,3339.9999999348433,-50304.57616719813,312.31988309518994,0.9788051244012232
1670500,3340.9999999348197,-50265.105610542,310.0626343724234,0.9854487454796432
1671000,3341.999999934796,-50480.93428985559,310.2772793784702,0.9974466281353656
1671500,3342.9999999347724,-50355.070570536365,307.3560529174188,0.9997401628306003
1672000,3343.9999999347488,-50431.706587019784,311.4505614256753,0.9919052386185071
1672500,3344.999999934725,-50320.32783795032,315.2049073929805,0.9821139399991139
1673000,3345.9999999347015,-50333.74302823318,319.0664505963082,0.9790419105116017
1673500,3346.999999934678,-50573.76630331471,306.94110597692855,0.9809709420766427
1674000,3347.999999934654,-50257.7185482232,304.5725888406102,0.9817907287419523
1674500,3348.9999999346305,-50550.50415479654,312.0650586986036,0.9914286605074641
1675000,3349.999999934607,-50454.617697556154,311.8143054795466,0.991120245777325
1675500,3350.9999999345832,-50632.794666059315,305.3229068592672,0.9977421892142871
1676000,3351.9999999345596,-50930.66638997529,296.8552960327466,0.9829420343613179
1676500,3352.999999934536,-51089.57322965254,311.7675182547094,0.9901777260266693
1677000,3353.9999999345123,-50555.90700851544,294.74542393654207,0.9935640449418711
1677500,3354.9999999344886,-50736.70558565983,305.9043336439572,0.9878551799583599
1678000,3355.999999934465,-50778.559033903235,312.25380475221374,0.9858391704162444
1678500,3356.9999999344413,-50184.28868570301,299.25390856603184,0.9640056775701079
1679000,3357.9999999344177,-50341.22467907984,315.9237520776607,0.9797843438301629
1679500,3358.999999934394,-50209.161571721954,318.1052455816314,0.9865604917160512
1680000,3359.9999999343704,-50284.16828216403,314.28024902581706,0.97939265067646
