#"Step","Time (ps)","Potential Energy (kJ/mole)","Temperature (K)","Density (g/mL)"
1541500,3082.9999999409206,-95075.49485988269,312.4237934055407,0.9866444810205245
1542000,3083.999999940897,-94921.62277278746,310.13007291635705,0.9921558118105351
1542500,3084.9999999408733,-94911.03375267726,313.35449177243567,0.9752109738500384
1543000,3085.9999999408496,-95131.27143404388,308.2906150998362,0.982578576590741
1543500,3086.999999940826,-95003.87384594348,310.32855991939425,0.9813649375465839
1544000,3087.9999999408024,-95157.75649568567,310.28899629267255,0.9955752893362558
1544500,3088.9999999407787,-95048.62918949261,307.28717718254427,0.9767690263469804
1545000,3089.999999940755,-95098.91017434903,307.3807520156526,0.9878576689522813
1545500,3090.9999999407314,-95047.88871460682,310.30605246311046,0.9801879006957344
1546000,3091.9999999407078,-95309.56145077961,316.1811005356538,0.9800953800254343
1546500,3092.999999940684,-95112.65596681938,312.6113778368862,0.9768625501123871
1547000,3093.9999999406605,-94627.49287175981,309.2456268704731,0.971024854783371
1547500,3094.999999940637,-95227.18111702806,311.97448036665196,0.9724065474702016
1548000,3095.999999940613,-94806.76237534394,309.67878671265294,0.9870105113471377
1548500,3096.9999999405895,-95379.60450749734,313.3644244834554,0.9868327075977971
1549000,3097.999999940566,-95103.44552834413,308.61441479038484,0.9812861997102393
1549500,3098.9999999405422,-94571.83585440362,311.78010691060274,0.9790428595638146
1550000,3099.9999999405186,-95265.02878622047,313.3879352438825,0.9826944616906693
1550500,3100.999999940495,-95256.57363841747,312.2747024098305,0.9859465200335452
1551000,3101.9999999404713,-95055.56356772658,313.41512478616886,0.9873539601633314
1551500,3102.9999999404477,-95425.50841164455,316.26026123256855,0.9919183459233812
1552000,3103.999999940424,-94806.98950807442,311.14742331777086,0.9824197108121304
1552500,3104.9999999404004,-95602.0785344388,315.16485376879774,0.9947726113300421
1553000,3105.9999999403767,-95478.10392821231,313.86052493889827,0.9890311910923788
1553500,3106.999999940353,-94859.02162137581,310.98579102026815,0.9796515613059632
1554000,3107.9999999403294,-94893.30545415485,316.2482550263191,0.9790248365376661
1554500,3108.9999999403058,-94963.84049060108,312.857287682435,0.9772198062400819
1555000,3109.999999940282,-95021.90808236517,311.21049770491965,0.9850592732382847
1555500,3110.9999999402585,-95418.91601025814,308.7250457939311,0.9750389228024018
1556000,3111.999999940235,-95244.69483896543,308.72173489025784,0.9886222641219883
1556500,3112.999999940211,-95225.90233460878,309.6993210041213,0.9921565962988765
1557000,3113.9999999401875,-96081.81905658916,313.8395558823011,0.9889804667548582
1557500,3114.999999940164,-95242.37084996811,307.412958078656,0.9910919324708326
1558000,3115.9999999401402,-95351.58874529978,308.58431566608266,0.9904183967200002
1558500,3116.9999999401166,-95780.04583302105,311.2336405871609,0.9919974225154414
1559000,3117.999999940093,-95831.10325906327,311.3161790746918,0.9844307981696204
1559500,3118.9999999400693,-95533.35542029556,302.8528404164607,0.995077358029307
1560000,3119.9999999400457,-95288.68548774993,312.3283457380313,0.9888620209133057
1560500,3120.999999940022,-95505.00901541434,313.09704392923766,0.9886934978731089
1561000,3121.9999999399984,-94858.87059223454,306.1609348380994,0.9825093367471869
1561500,3122.9999999399747,-95135.14849263232,303.49729611124195,0.982574717648746
1562000,3123.999999939951,-95796.91710959171,307.38831024019964,0.9908132085077003
1562500,3124.9999999399274,-95230.66847737931,304.9478732417785,0.9832997254538045
1563000,3125.999999939904,-95396.15898775065,305.64777821221867,0.9808722547713422
1563500,3126.99999993988,-95218.07990722888,310.04268512546633,0.9730281268871841
1564000,3127.9999999398565,-95200.01354159875,313.70795582215766,0.981054722585428
1564500,3128.999999939833,-94773.26563243603,305.588382606929,0.9760339439751275
1565000,3129.999999939809,-94765.64104190737,308.98874756628965,0.9733138349138009
1565500,3130.9999999397855,-94945.75774879445,308.8203596875547,0.9775327211967508
1566000,3131.999999939762,-95658.5905412379,316.0312403401004,0.9763133617410384
1566500,3132.9999999397382,-94839.05294426589,308.6255849098481,0.980138362504263
1567000,3133.9999999397146,-94894.34226476128,310.3008687250362,0.9860316279922662
1567500,3134.999999939691,-95149.3413610878,308.913934520663,0.979043699961131
1568000,3135.9999999396673,-95276.3409918251,307.197950000724,0.9785630890644474
1568500,3136.9999999396437,-95103.07021757122,307.264703169732,0.9822771372999897
1569000,3137.99999993962,-95170.2947099926,319.71533971121625,0.992564592036308
1569500,3138.9999999395964,-95415.21694419254,315.87318649404244,0.990162879355324
1570000,3139.9999999395727,-95722.60401181591,309.92780680104636,0.994182017034552
1570500,3140.999999939549,-94862.29769551591,311.4837308666406,0.9832233620659876
1571000,3141.9999999395254,-94918.50031228072,313.96353083095465,0.9785494004331088
1571500,3142.999999939502,-95007.27254702145,309.18382333523925,0.9911884210548442
1572000,3143.999999939478,-95147.59626313555,311.9870216684445,0.9865792486202624
1572500,3144.9999999394545,-94890.64079571317,305.4690563008066,0.979569240665787
1573000,3145.999999939431,-94703.00497219188,312.1550082255222,0.9761349034115698
1573500,3146.999999939407,-94267.23604290187,307.7315071441874,0.9777031607626657
1574000,3147.9999999393835,-95003.77331006742,311.8722771179103,0.98080058386145
1574500,3148.99999993936,-95327.11338883376,313.29165148958697,0.9904719739781508
1575000,3149.9999999393362,-95096.24352029606,316.06625565470523,0.9985031463327805
1575500,3150.9999999393126,-95117.75792206055,315.326452622829,0.9775134557497298
1576000,3151.999999939289,-95437.19196845585,307.9887208830853,0.9777632192087312
1576500,3152.9999999392653,-95142.09717488871,311.24905802749794,0.9779692827108781
1577000,3153.9999999392417,-95075.2810578263,313.1962707090205,0.9821799600166018
1577500,3154.999999939218,-95331.41612742993,313.75287040431084,0.9783678837867757
1578000,3155.9999999391944,-94773.99010303762,305.3682911213371,0.9773228819186196
1578500,3156.9999999391707,-94829.23431156133,312.7885613486117,0.9895877630241883
1579000,3157.999999939147,-95390.71707100334,314.61092955122314,0.985605529387522
1579500,3158.9999999391234,-94979.42231573723,305.5381505128158,0.9855864315243672
1580000,3159.9999999391,-94969.8009458083,310.9346893958973,0.9876131662410025
1580500,3160.999999939076,-95216.4325155259,310.28642114537115,0.9831180304303055
1581000,3161.9999999390525,-95183.63447291194,317.9361135867713,0.9861701082567501
1581500,3162.999999939029,-94695.7732625879,318.14078763202616,0.9846876739746858
1582000,3163.999999939005,-94362.22510984243,310.3739427101476,0.9767918387133507
1582500,3164.9999999389815,-94887.47233587073,312.56980760187776,0.9791404803033751
1583000,3165.999999938958,-95214.99747964117,312.8834404771065,0.9858238302027985
1583500,3166.9999999389343,-95328.1061053726,313.1251698887245,0.9672193500031296
1584000,3167.9999999389106,-94740.75349745917,307.2155412667051,0.9730426834072557
1584500,3168.999999938887,-94916.55106649699,311.81441991230724,0.9774235450550357
1585000,3169.9999999388633,-95339.93756416929,303.1066763647425,0.9808211129486621
1585500,3170.9999999388397,-95218.6486715838,308.0833993507514,0.9880090383157789
1586000,3171.999999938816,-94963.96847682219,306.2405971870859,0.990481045752445
1586500,3172.9999999387924,-95468.1467964396,309.67102782727727,0.9837733930808771
1587000,3173.9999999387687,-95168.59032428631,311.4996499590493,0.9817263862542654
1587500,3174.999999938745,-95513.13442402927,307.9003297880512,0.9901805038815059
1588000,3175.9999999387214,-95249.29605973436,307.80464801624174,0.990722980645521
1588500,3176.999999938698,-94972.99075167842,307.3225938188065,0.9906090477585842
1589000,3177.999999938674,-95090.67690001841,307.0948437782533,0.9797048926249712
1589500,3178.9999999386505,-95609.7449317862,313.1378115209314,0.9876678460968712
1590000,3179.999999938627,-94975.7145443437,312.2960727880851,0.9778726304503843
1590500,3180.999999938603,-94755.1138490985,311.98986436351754,0.9787613444292347
1591000,3181.9999999385795,-94626.83015273069,314.35709360294146,0.9854008074062617
1591500,3182.999999938556,-95220.22990909294,318.9416249992929,0.9926204522200831
1592000,3183.9999999385323,-95092.20635702112,308.7776858179884,0.9953049172474118
1592500,3184.9999999385086,-95157.02338394843,310.15455353745614,0.9889268100495188
1593000,3185.999999938485,-95241.33006041072,306.0207063623227,0.9958819876177439
1593500,3186.9999999384613,-95135.73575147626,305.90375454267297,0.9916464253396897
1594000,3187.9999999384377,-94940.88818135543,314.81924893486575,0.9828979441072945
1594500,3188.999999938414,-95393.17436460283,307.6331833381336,0.979301911209963
1595000,3189.9999999383904,-95006.43899976386,305.76864291802764,0.9694913315751372
1595500,3190.9999999383667,-95294.11064071435,315.42430822028257,0.97912960893331
1596000,3191.999999938343,-94605.13628736895,312.7023440792217,0.9824553788755098
1596500,3192.9999999383194,-95336.4647109923,308.37154830073763,0.9843883529449929
1597000,3193.999999938296,-95604.80948748993,311.33025877617087,0.9888855387223449
1597500,3194.999999938272,-95349.93567320716,306.9114732243101,0.9905370151458602
1598000,3195.9999999382485,-95204.42738897307,303.844706892632,0.9918401339452421
1598500,3196.999999938225,-95005.27455685957,301.6202812762863,0.9846654512522495
1599000,3197.999999938201,-94904.3815058354,303.7770841933665,0.986498009639275
1599500,3198.9999999381776,-95018.64774355432,317.63060747510406,0.9953788991961892
1600000,3199.999999938154,-94939.33762504702,313.7400281112752,0.9876761724042786
1600500,3200.9999999381303,-94921.80588485207,310.8895741529155,0.9809203976912669
1601000,3201.9999999381066,-94805.76503253344,305.36972919060935,0.9696425440964579
1601500,3202.999999938083,-95017.21309403592,309.7752042408343,0.9914115994618778
1602000,3203.9999999380593,-95242.3462934951,313.47341675690075,0.9865186587028222
1602500,3204.9999999380357,-95009.45427256002,314.28084248804254,0.9908834010197434
1603000,3205.999999938012,-95326.89992187894,308.2355671458347,0.9932162845114877
1603500,3206.9999999379884,-95518.6322289306,307.739633907749,0.9917786774804165
1604000,3207.9999999379647,-95202.6716004737,310.50584376153404,1.002801796353344
1604500,3208.999999937941,-94824.37144828704,310.37584898802004,0.9859199806268818
1605000,3209.9999999379174,-95241.79652441142,313.38064456710714,0.990607803720542
1605500,3210.999999937894,-95514.79434226337,318.02828379407885,1.0019836542154577
1606000,3211.99999993787,-95051.86352229078,307.9759120335211,0.9815790730554643
1606500,3212.9999999378465,-94571.35500056215,311.03318041930834,0.9813097441169887
1607000,3213.999999937823,-94896.2930558428,306.7983674038768,0.9865107643348656
1607500,3214.999999937799,-94874.5351116631,310.9794033172218,0.983865512182472
1608000,3215.9999999377756,-95430.76047212438,314.8582774660442,0.9961293935012056
1608500,3216.999999937752,-95477.27402665524,308.056878677894,0.9846774682699514
1609000,3217.9999999377283,-95212.72010370233,307.80147088645424,0.9813849999718842
1609500,3218.9999999377046,-95195.43500265235,306.0065597739007,0.9833001293948634
1610000,3219.999999937681,-94969.70380211476,311.66151636085215,0.9817250232821871
1610500,3220.9999999376573,-94792.7221691949,313.2726221543337,0.9813402505272076
1611000,3221.9999999376337,-94866.48706640856,307.8550138842407,0.9843388195134131
1611500,3222.99999993761,-95556.47970574134,308.3470007926956,0.9845346012476223
1612000,3223.9999999375864,-95647.05386109132,306.5573068616878,0.993033434844106
1612500,3224.9999999375627,-94969.54437628808,311.6838231563072,0.9843127057997664
1613000,3225.999999937539,-95464.60179326817,312.54027701659015,0.9823540068738976
1613500,3226.9999999375154,-95327.12755955628,306.4160416382962,0.9837058005542166
1614000,3227.999999937492,-95215.1216613013,308.7608303083792,0.9814570273009935
1614500,3228.999999937468,-95239.84378174064,307.13159815337343,0.9775546896835335
1615000,3229.9999999374445,-95322.64203248703,309.27579288171813,0.9831699870072624
1615500,3230.999999937421,-95262.6279819989,310.4258804213046,0.9817160285959952
1616000,3231.999999937397,-95275.59670574835,309.68259926839784,0.9872974735807014
1616500,3232.9999999373736,-94997.40908725018,309.566082213877,0.9871491296136521
1617000,3233.99999993735,-95132.48001126648,312.7430113405011,0.9810146070294337
1617500,3234.9999999373263,-94574.92558782344,302.6494706665923,0.9871967706734222
1618000,3235.9999999373026,-94909.94681138406,310.0051949939744,0.9850112475836139
1618500,3236.999999937279,-95355.32292009407,312.91246941032233,0.9909658646573739
1619000,3237.9999999372553,-94888.24666596187,304.24572755875147,0.9886480618263921
1619500,3238.9999999372317,-95226.66878056852,315.74954598010333,0.9836118485914045
1620000,3239.999999937208,-94891.30957046367,313.6848129399164,0.979128876719782
1620500,3240.9999999371844,-95186.53948530188,310.0839209257603,0.9814325533032573
1621000,3241.9999999371607,-95049.25974884618,310.4194258313154,0.9865155084100188
1621500,3242.999999937137,-94858.06109714095,309.85352885096285,0.9824432732042383
1622000,3243.9999999371134,-94651.4191842046,312.1568476164518,0.9790652997926277
1622500,3244.99999993709,-94962.39436373767,311.9198671777793,0.9774331779822946
1623000,3245.999999937066,-94825.39447418216,308.1466409552574,0.9749533120530481
1623500,3246.9999999370425,-94889.36950138031,308.27108411251123,0.9829055743184574
1624000,3247.999999937019,-94574.81043545884,303.92212852903157,0.9830091293934247
1624500,3248.999999936995,-95391.52159185318,313.28329062172526,0.9856254350119046
1625000,3249.9999999369716,-94908.11770927167,314.8842964868299,0.9784534754157457
1625500,3250.999999936948,-95142.78831410472,313.63147060295864,0.980966610377814
1626000,3251.9999999369243,-95111.50554397417,309.39381489245415,0.9837130010446093
1626500,3252.9999999369006,-95253.90411854914,306.1918031622449,0.9843029772800805
1627000,3253.999999936877,-95307.23058220325,307.00772353513423,0.9842837767141736
1627500,3254.9999999368533,-94985.32787862094,310.6192840166819,0.98668490033854
1628000,3255.9999999368297,-95436.93410584558,320.9751552806199,0.9946341634193722
1628500,3256.999999936806,-95531.13147882908,317.62779822350257,0.9908899149475274
1629000,3257.9999999367824,-95086.71149813937,312.5953249705917,0.9857962864303841
1629500,3258.9999999367587,-94578.37291343347,308.22309273098494,0.9717528256278086
1630000,3259.999999936735,-95571.70333538641,314.03958128502484,0.980691968461324
1630500,3260.9999999367114,-94998.99248429225,307.2066453033002,0.9837887423975524
1631000,3261.999999936688,-95276.71139758482,312.79096927855585,0.9846265194919182
1631500,3262.999999936664,-94879.6318683775,311.6995750313587,0.981310251201755
1632000,3263.9999999366405,-94809.46712341422,313.20242430776676,0.9715056256519191
1632500,3264.999999936617,-95237.32531546557,312.0948099769178,0.9812303004933335
1633000,3265.999999936593,-95060.31209217262,315.2374261018374,0.9841814662263247
1633500,3266.9999999365696,-95005.22329349321,309.39324635343957,0.986669253882522
1634000,3267.999999936546,-95050.58205442404,312.56897151509156,0.9970273384311054
1634500,3268.9999999365223,-94798.81799352256,313.8588193218545,0.9824373229909249
1635000,3269.9999999364986,-95069.76117642922,314.9133254200458,0.9835639371441942
1635500,3270.999999936475,-94811.29343896179,310.7833242441287,0.98399318123506
1636000,3271.9999999364513,-94821.3428641684,304.0857005478782,0.9795715452083641
1636500,3272.9999999364277,-94891.01554242906,308.87493943295595,0.9806105508391927
1637000,3273.999999936404,-95002.16993746173,313.3686383608577,0.982105971591348
1637500,3274.9999999363804,-95171.76666011708,312.12430711873395,0.9867826508756812
1638000,3275.9999999363567,-94907.64917673904,311.6130902141971,0.9921862684952167
1638500,3276.999999936333,-95339.65198018955,310.7690104383495,0.9976699053429554
1639000,3277.9999999363095,-95520.78175906453,309.1294442506666,0.9991037544745943
1639500,3278.999999936286,-95383.66691360925,313.5064589066903,0.9877494767554905
1640000,3279.999999936262,-94975.71434003167,307.02564923582975,0.9780705786788946
1640500,3280.9999999362385,-95071.01133196766,306.45583936931797,0.9869916963237193
1641000,3281.999999936215,-94915.23354341538,308.79674859671314,0.9871441193818488
1641500,3282.999999936191,-94889.52199909237,308.3213830935673,0.9843383549336224
1642000,3283.9999999361676,-94921.2560402882,306.1291635402249,0.9855471391056457
1642500,3284.999999936144,-95195.94942055544,313.3018183049068,0.9841446701231633
1643000,3285.9999999361203,-94776.93595603015,309.71544075735875,0.9891019807887897
1643500,3286.9999999360966,-95024.62378181709,310.70326057348495,0.9929428929496169
1644000,3287.999999936073,-95537.33481632441,312.51452554357604,0.9902738084437381
1644500,3288.9999999360493,-95371.59866250242,309.73875085695715,0.9813332686076816
1645000,3289.9999999360257,-95185.49437945226,312.64087497870236,0.9764225676328823
1645500,3290.999999936002,-94904.24486422108,309.39010266712353,0.9807450534776994
1646000,3291.9999999359784,-95179.98149757128,304.8801836555701,0.9849741298444703
1646500,3292.9999999359547,-95346.60286363115,312.80150397206165,0.9876242738249137
1647000,3293.999999935931,-94845.18983949331,316.2254131353209,0.9821199549052593
1647500,3294.9999999359075,-95112.98098536558,309.43050238063137,0.9832054453207384
1648000,3295.999999935884,-95662.33212257159,312.9278868506594,0.987096840579499
1648500,3296.99999993586,-95201.82760877692,310.7769365410824,0.9861688359516522
1649000,3297.9999999358365,-95169.47742137476,312.47178478706695,0.9799759286314256
1649500,3298.999999935813,-95073.24019426067,312.46071499801803,0.9878899901628102
1650000,3299.999999935789,-94808.32704687241,307.8635419694596,0.9881302174970056
1650500,3300.9999999357656,-95529.95253813686,311.2824011685304,0.9881604827238948
1651000,3301.999999935742,-95151.86829156597,304.2786359346552,0.9772565992927971
1651500,3302.9999999357183,-94899.8803251384,312.342091004796,0.9881645017906643
1652000,3303.9999999356946,-94878.74837530003,315.68112063752307,0.9885602996512454
1652500,3304.999999935671,-95008.92358450405,308.97172483932314,0.9950698012129451
1653000,3305.9999999356473,-95415.43423447572,313.4059947184639,0.9873490401487295
1653500,3306.9999999356237,-94914.61498492077,307.2550045630124,0.9747156318490375
1654000,3307.9999999356,-94964.58782831416,315.9041551486023,0.9845195427623048
1654500,3308.9999999355764,-95197.7768110105,311.981068730527,0.9857525277237813
1655000,3309.9999999355528,-95263.17397256871,313.96436691774085,0.9933835919060233
1655500,3310.999999935529,-94839.5578086488,308.34626503632376,0.9866460750883986
1656000,3311.9999999355055,-95001.10644266108,311.7276675473741,0.9798679154440894
1656500,3312.999999935482,-95591.01290089724,309.1819170573668,0.9928424725130588
1657000,3313.999999935458,-95043.89138546167,313.15359683945434,0.989349884650732
1657500,3314.9999999354345,-95081.89046981727,318.416562497577,0.9780649729212482
1658000,3315.999999935411,-94957.98288362956,312.1602254070679,0.9838006330381156
1658500,3316.999999935387,-95554.78634817043,306.9440471654994,0.9869774288414537
1659000,3317.9999999353636,-95298.14463822305,310.1730812206377,0.9830472939113494
1659500,3318.99999993534,-95596.49551456241,310.66242609484834,0.9911670641890679
1660000,3319.9999999353163,-95412.35366126167,308.85560910645967,0.9850276733549875
1660500,3320.9999999352926,-95555.0443197731,307.2425301481627,0.9869350685643808
1661000,3321.999999935269,-95432.93637769646,318.82741554430186,0.9862809919552726
1661500,3322.9999999352453,-94683.56153855845,305.3063203687461,0.9821560761814664
1662000,3323.9999999352217,-95145.79027484893,311.47215942552,0.9813964839388718
1662500,3324.999999935198,-95143.25296743074,310.819710741063,0.9904148150181346
1663000,3325.9999999351744,-95145.07554149657,312.5097431271592,0.9832867392428316
1663500,3326.9999999351508,-95657.79375889932,316.56285776221983,0.9944991120045504
1664000,3327.999999935127,-95473.08672817057,309.24957320010384,0.99071421339956
1664500,3328.9999999351035,-95825.93272440048,315.1724788802876,0.9905042140638034
1665000,3329.99999993508,-95830.6305938448,309.79731037546065,0.994989109321745
1665500,3330.999999935056,-95427.4686456559,311.6081071369515,0.9851542730724951
1666000,3331.9999999350325,-95302.26853609161,305.1328825258226,0.9895634882417338
1666500,3332.999999935009,-95287.71461192303,307.569975177099,0.9873128632887008
1667000,3333.999999934985,-95150.82711589662,312.73438292486776,0.9837636038656907
1667500,3334.9999999349616,-95051.0971067812,310.24488435383415,0.9922719950979694
1668000,3335.999999934938,-95286.3915602013,307.537267462024,0.991455883385611
1668500,3336.9999999349143,-95366.14904995472,306.93495054126583,0.991258870023775
1669000,3337.9999999348906,-95582.50646514917,309.0382104605596,0.9937213596182487
1669500,3338.999999934867,-95928.26854344737,306.8997011223608,0.9981432047226225
1670000,3339.9999999348433,-95430.72817339725,306.60606744305727,0.9925513525868092
1670500,3340.9999999348197,-95603.56915793713,308.53010379886723,0.9861834569693815
1671000,3341.999999934796,-94964.73075245693,306.64984494718124,0.9860594231530588
1671500,3342.9999999347724,-95419.63228330243,306.9998643193442,0.9901474442223301
1672000,3343.9999999347488,-95487.26501175103,311.24875703625486,0.9949801571955775
1672500,3344.999999934725,-95493.66258695361,307.8160522400051,0.9931230140185197
1673000,3345.9999999347015,-95397.5694480773,308.9835303847439,0.9851354053984583
1673500,3346.999999934678,-95306.8085996933,306.2717665024744,0.9818395931067005
1674000,3347.999999934654,-95078.46027382254,313.6163541538647,0.9774015790082996
1674500,3348.9999999346305,-95443.509425138,316.21190197285637,0.9811382709166573
1675000,3349.999999934607,-95212.36968683609,313.28392604768277,0.987940166577258
1675500,3350.9999999345832,-95113.84047445236,305.90990814141924,0.9802059869750968
1676000,3351.9999999345596,-95274.56682628015,313.5873252206488,0.9916874543102776
1676500,3352.999999934536,-95079.5759893118,306.44968577057176,0.9830694375492438
1677000,3353.9999999345123,-95647.43800804298,308.371347639909,0.9869984031548535
1677500,3354.9999999344886,-95532.10740525374,311.4916569693735,0.9832889139734837
1678000,3355.999999934465,-95460.4378011211,306.4542006392171,0.9840384918708591
1678500,3356.9999999344413,-95326.09502890403,311.02612384683306,0.9940568829650684
1679000,3357.9999999344177,-95074.11174754938,317.16463958743486,0.9807225826839417
1679500,3358.999999934394,-95188.4643319014,312.98280103077514,0.9842566406882377
1680000,3359.9999999343704,-95254.21035816683,315.48962332001827,0.9926088010542795
1680500,3360.9999999343468,-95584.7415212575,310.68463255988905,0.9947764488197343
