# LANE W1 per-side asymmetries, ALL per-side-capable WALLABY galaxies
# FIREWALL: N~237 -> ~1-1.5 sigma at AQUAL amplitude; NEITHER pre-registered
#   kill condition (3-sigma AQUAL-vs-BranchB, N~1157 canonical a0=9.36e-11 /
#   N~1424 alt a0=1.13e-10) CAN TRIGGER on this sample. a0 does not enter
#   this extraction; both footings enter at the confrontation stage only.
# CONVENTION: A_preregistered = 2(v_rec - v_appr)/(v_rec + v_appr), receding-
#   side tied (side determined EMPIRICALLY; pa_flipped flags anti-aligned PA).
#   A_raw_extractor = 2(v_app - v_rec)/(v_app + v_rec) as printed by the pilot
#   extractor (OPPOSITE ordering). PA_wkapp = Deg+22 PA_model_g, 'Position
#   angle in equatorial coordinates (East of North)' (arXiv:2211.07333 Tab.4).
# QC frozen BEFORE extraction: see QC_FROZEN.md.
jname,ra,dec,cz,field,hires,tr,inc,pa_wkapp,pa_flipped,n_outer,v_rec,v_appr,A_raw_extractor,A_preregistered,sigma_boot,sanity_ratio,weight,n_models_available,model_file,qc_pass,qc_reason
J123955-000822,189.979782,-0.13893,3057.8,NGC4636,False,1,59.2,252.4,False,1,68.25093557168186,49.49472752881226,-0.3185885161113996,0.3185885161113996,0.03525853618090085,0.7532862172209359,mom0,1,WALLABY_J123955-000822_NGC_4636_Kin_TR1_AvgMod.txt,False,"sanity ratio 0.753 outside [0.8,1.2]"
J124111+012435,190.296501,1.411648,1701.7,NGC4636,False,1,68.9,317.6,False,3,84.36319468688252,73.04291419328025,-0.14383533871891444,0.14383533871891444,0.026438345122498135,0.9295632555367309,mom0,1,WALLABY_J124111+012435_NGC_4636_Kin_TR1_AvgMod.txt,False,n_outer 3 < 4
J124111-013526,190.295266,-1.590033,3997.2,NGC4636,False,1,66.9,71.7,False,3,109.16140796829562,98.62818589456555,-0.10138353781741238,0.10138353781741238,0.024597437182119843,0.9661877876247664,mom0,1,WALLABY_J124111-013526_NGC_4636_Kin_TR1_AvgMod.txt,False,n_outer 3 < 4
J124231+035729,190.628779,3.958377,745.1,NGC4636,False,1,39.2,192.4,False,3,99.90858965853745,88.45470088705942,-0.12161487239155451,0.12161487239155451,0.03322459818389516,0.806697474264181,mom0,1,WALLABY_J124231+035729_NGC_4636_Kin_TR1_AvgMod.txt,False,n_outer 3 < 4
J124232-012111,190.636849,-1.350562,1111.8,NGC4636,False,1,67.6,312.3,False,6,81.64366662912661,83.1397079378162,0.0181576729159873,-0.0181576729159873,0.007671742038788369,0.9533097075007593,mom0,1,WALLABY_J124232-012111_NGC_4636_Kin_TR1_AvgMod.txt,True,pass
J124240+012047,190.669112,1.346576,5019.8,NGC4636,False,1,54.5,153.6,False,3,147.02734581099412,164.70087612835803,0.11339063372197569,-0.11339063372197569,0.013446755069448793,0.8709172958616951,mom0,1,WALLABY_J124240+012047_NGC_4636_Kin_TR1_AvgMod.txt,False,n_outer 3 < 4
J124257-011345,190.738677,-1.229327,3210.7,NGC4636,False,1,76.4,247.7,False,5,159.19343736121021,170.18068789935407,0.06671592997447484,-0.06671592997447484,0.019764198573017814,1.0273872124182502,mom0,1,WALLABY_J124257-011345_NGC_4636_Kin_TR1_AvgMod.txt,False,inc 76.4 >= 70
J124317-003841,190.822991,-0.643982,2640.5,NGC4636,False,1,67.6,215.9,False,3,161.9881758316819,150.55523580826298,-0.07316065287333495,0.07316065287333495,0.035082234319508965,0.9308996823059587,mom0,1,WALLABY_J124317-003841_NGC_4636_Kin_TR1_AvgMod.txt,False,n_outer 3 < 4
J124350-003344,190.961189,-0.560872,2620.5,NGC4636,False,1,41.6,194.5,False,5,163.38644093367978,124.46277682551874,-0.27044481420632377,0.27044481420632377,0.007929966509961901,1.0033416019003643,mom0,1,WALLABY_J124350-003344_NGC_4636_Kin_TR1_AvgMod.txt,True,pass
J124428+002815,191.11717,0.467885,1177.0,NGC4636,False,1,28.5,12.9,False,4,115.66274484063297,105.68848273247688,-0.09012158836897975,0.09012158836897975,0.017406060306876133,0.96422323150122,mom0,1,WALLABY_J124428+002815_NGC_4636_Kin_TR1_AvgMod.txt,True,pass
J124428-030017,191.117297,-3.004968,7155.4,NGC4636,False,1,58.2,148.9,False,1,164.62519065973663,153.16740795707398,-0.07210855603643729,0.07210855603643729,0.03308520019874532,0.7427336794911379,mom0,1,WALLABY_J124428-030017_NGC_4636_Kin_TR1_AvgMod.txt,False,"sanity ratio 0.743 outside [0.8,1.2]"
J124433-021916,191.139598,-2.320123,1587.4,NGC4636,False,1,64.8,267.4,False,4,66.43722850175784,58.283295391616896,-0.13075527356045832,0.13075527356045832,0.021073910874580024,0.8562240687492831,mom0,1,WALLABY_J124433-021916_NGC_4636_Kin_TR1_AvgMod.txt,True,pass
J124508-002747,191.286911,-0.460497,1518.8,NGC4636,False,1,74.5,223.7,False,10,218.33975260724188,159.25375638379703,-0.3129608683228031,0.3129608683228031,0.01842646669053406,0.9885112977999233,mom0,1,WALLABY_J124508-002747_NGC_4636_Kin_TR1_AvgMod.txt,False,inc 74.5 >= 70
J124519-004538,191.329758,-0.759807,6898.8,NGC4636,False,1,36.0,296.9,False,2,38.84637624982146,59.395327439318315,0.41833458537157797,-0.41833458537157797,0.049071824716260495,0.576013380609563,mom0,1,WALLABY_J124519-004538_NGC_4636_Kin_TR1_AvgMod.txt,False,"sanity ratio 0.576 outside [0.8,1.2]"
J124645+055723,191.689995,5.957367,828.5,NGC4636,False,1,40.3,210.8,False,3,107.8432405433508,86.03159087386837,-0.22500754234100354,0.22500754234100354,0.010445159478189768,0.9636149337801644,mom0,1,WALLABY_J124645+055723_NGC_4636_Kin_TR1_AvgMod.txt,False,n_outer 3 < 4
J124753-011107,191.970188,-1.18406,7012.6,NGC4636,False,1,69.9,51.6,False,2,189.66925393880322,145.1051231394143,-0.2662338210488364,0.2662338210488364,0.04350738811861418,0.9092840785897691,mom0,1,WALLABY_J124753-011107_NGC_4636_Kin_TR1_AvgMod.txt,False,n_outer 2 < 4
J124915+043926,192.315394,4.657017,2666.6,NGC4808,True,1,38.9,279.5,False,6,59.34864667486837,34.692922439107434,-0.524357993343962,0.524357993343962,0.019913110861245906,0.934155027969787,mom0,1,WALLABY_J124915+043926_NGC_4808_High-Res_Kin_TR1_AvgMod.txt,True,pass
J124947+035042,192.44916,3.842209,698.6,NGC4808,False,1,44.9,73.2,False,3,4.520093476308457,18.66012430467367,1.2200084539297293,-1.2200084539297293,0.27392989301381615,0.5971038782725718,mom0,1,WALLABY_J124947+035042_NGC_4808_Kin_TR1_AvgMod.txt,False,"sanity ratio 0.597 outside [0.8,1.2]"
J124950+025100,192.459114,2.852627,1148.9,NGC4808,False,1,74.9,183.0,False,3,120.79470592203522,98.66170338476358,-0.20170750635339,0.20170750635339,0.029027726857771108,0.9103839072934751,mom0,1,WALLABY_J124950+025100_NGC_4808_Kin_TR1_AvgMod.txt,False,inc 74.9 >= 70
J125038+012749,192.661927,1.464582,1268.0,NGC4636,False,1,81.2,176.8,False,1,79.4200287338306,82.79990962727237,0.04167035109972883,-0.04167035109972883,0.03252927757893795,0.8127251420896943,mom0,1,WALLABY_J125038+012749_NGC_4636_Kin_TR1_AvgMod.txt,False,inc 81.2 >= 70
J125451+023900,193.714347,2.649524,936.6,NGC4808,False,1,60.2,50.6,False,3,63.06078360398222,74.79231376422418,0.17020335972440243,-0.17020335972440243,0.043214264771470154,0.8630878980947769,mom0,1,WALLABY_J125451+023900_NGC_4808_Kin_TR1_AvgMod.txt,False,n_outer 3 < 4
J125515+081543,193.817809,8.265903,21410.1,NGC4808,False,1,56.3,289.0,False,1,-47.55736381803108,30.660968330484227,-9.258582069313489,9.258582069313489,49.41414021333245,0.24729215050369227,mom0,1,WALLABY_J125515+081543_NGC_4808_Kin_TR1_AvgMod.txt,False,"sanity ratio 0.247 outside [0.8,1.2]"
J125548+041805,193.954276,4.305036,758.2,NGC4808,True,1,73.2,310.6,False,20,150.4788323829833,138.20982933000303,-0.08499816362845658,0.08499816362845658,0.007320432257648641,1.0468315056940796,mom0,2,WALLABY_J125548+041805_NGC_4808_High-Res_Kin_TR1_AvgMod.txt,False,inc 73.2 >= 70
J125549+040049,193.955201,4.012316,710.3,NGC4808,True,1,57.8,22.1,False,10,107.67829906984366,61.21347609140548,-0.5502319214073742,0.5502319214073742,0.02548811797124111,1.0734645771778477,mom0,2,WALLABY_J125549+040049_NGC_4808_High-Res_Kin_TR1_AvgMod.txt,True,pass
J125604+034843,194.01886,3.812663,613.8,NGC4808,False,1,39.0,303.4,False,3,70.16996886011566,46.790429052867694,-0.3997855722864754,0.3997855722864754,0.03143337869120031,0.9071595371950726,mom0,1,WALLABY_J125604+034843_NGC_4808_Kin_TR1_AvgMod.txt,False,n_outer 3 < 4
J125907-121329,194.779017,-12.228974,1316.4,NGC5044,False,3,41.4,159.3,False,3,37.13015851334722,39.79216301366304,0.06921279668817837,-0.06921279668817837,0.0399972117487304,0.8751347468035614,mom0,1,WALLABY_J125907-121329_NGC5044_Kin_TR3_AvgMod.txt,False,n_outer 3 < 4
J125939-145813,194.91596,-14.967898,4945.9,NGC5044,False,3,77.2,14.4,False,4,194.51961146426646,161.66484318445228,-0.18448176415906006,0.18448176415906006,0.03159175855578603,0.9890727115941139,mom0,1,WALLABY_J125939-145813_NGC5044_Kin_TR3_AvgMod.txt,False,inc 77.2 >= 70
J125956-192430,194.981316,-19.410015,830.1,NGC5044,False,3,64.5,207.4,False,4,21.79001272226189,18.975334687507846,-0.13809169864106113,0.13809169864106113,0.0507917677993998,0.8132509187512122,mom0,1,WALLABY_J125956-192430_NGC5044_Kin_TR3_AvgMod.txt,False,sigma_boot 0.0508 >= 0.05
J130017-122041,195.073021,-12.345521,1573.2,NGC5044,False,3,50.5,298.2,False,4,92.97128124925118,74.07363921574625,-0.22625820624656146,0.22625820624656146,0.01929815707752011,0.8490844421954481,mom0,1,WALLABY_J130017-122041_NGC5044_Kin_TR3_AvgMod.txt,True,pass
J130053-132655,195.219413,-13.449222,2554.3,NGC5044,False,3,37.8,146.4,False,7,181.73142966779372,163.30141476880308,-0.10683049568272236,0.10683049568272236,0.012131876981068792,0.9809758516551798,mom0,1,WALLABY_J130053-132655_NGC5044_Kin_TR3_AvgMod.txt,True,pass
J130056-135640,195.234514,-13.943902,2661.1,NGC5044,False,3,58.5,180.9,False,4,139.03522011577365,169.7860872929359,0.19914990604236382,-0.19914990604236382,0.027345069700096692,1.0790778475434895,mom0,1,WALLABY_J130056-135640_NGC5044_Kin_TR3_AvgMod.txt,True,pass
J130059-143042,195.248501,-14.510768,2630.3,NGC5044,False,3,34.2,94.5,False,5,189.04513351815427,191.77377004240907,0.014330362798394268,-0.014330362798394268,0.009733413574187366,0.9536705899842309,mom0,1,WALLABY_J130059-143042_NGC5044_Kin_TR3_AvgMod.txt,True,pass
J130148-114530,195.452581,-11.75798,5934.1,NGC5044,False,3,66.4,198.4,False,3,130.53103446113337,129.60168208364937,-0.00714521717858597,0.00714521717858597,0.021727762778031373,0.9156236167941854,mom0,1,WALLABY_J130148-114530_NGC5044_Kin_TR3_AvgMod.txt,False,n_outer 3 < 4
J130203-145302,195.513627,-14.882136,1350.0,NGC5044,False,3,55.8,355.5,False,4,92.85186236483949,98.79000335560833,0.06197122918257266,-0.06197122918257266,0.009319037215270847,0.9527243593978401,mom0,1,WALLABY_J130203-145302_NGC5044_Kin_TR3_AvgMod.txt,True,pass
J130213-145817,195.55329,-14.968444,4855.7,NGC5044,False,3,42.1,234.3,False,5,158.80400796508474,145.54829894500384,-0.08710766252872126,0.08710766252872126,0.010931336769538592,0.9429378939972604,mom0,1,WALLABY_J130213-145817_NGC5044_Kin_TR3_AvgMod.txt,True,pass
J130213-171416,195.556924,-17.236459,720.6,NGC5044,False,3,28.9,74.6,False,3,17.50616601661788,17.145560295267572,-0.020813146110219637,0.020813146110219637,0.13899764036725104,0.6865264801590331,mom0,1,WALLABY_J130213-171416_NGC5044_Kin_TR3_AvgMod.txt,False,"sanity ratio 0.687 outside [0.8,1.2]"
J130221-154600,195.584546,-15.76641,4821.2,NGC5044,False,3,81.1,64.4,False,5,176.04215861733454,166.76776728369228,-0.05410806766616134,0.05410806766616134,0.03551708421933839,0.8981915029957643,mom0,1,WALLABY_J130221-154600_NGC5044_Kin_TR3_AvgMod.txt,False,inc 81.1 >= 70
J130223-122031,195.599358,-12.341013,5130.1,NGC5044,False,3,52.0,295.9,False,3,189.52464799964426,164.5071563094498,-0.14132906357956732,0.14132906357956732,0.016622727952380092,0.8549576273286155,mom0,1,WALLABY_J130223-122031_NGC5044_Kin_TR3_AvgMod.txt,False,n_outer 3 < 4
J130225-174046,195.608283,-17.678934,4647.7,NGC5044,False,3,82.2,225.7,False,5,254.25124433254376,253.1602585011241,-0.004300201415722691,0.004300201415722691,0.02709752857491472,1.0237836858590486,mom0,1,WALLABY_J130225-174046_NGC5044_Kin_TR3_AvgMod.txt,False,inc 82.2 >= 70
J130228-204117,195.61933,-20.687097,8395.2,NGC5044,False,3,45.2,276.5,False,2,84.364511705925,64.69574234981738,-0.2639036070440657,0.2639036070440657,0.04299794393329275,0.5897786042952637,mom0,1,WALLABY_J130228-204117_NGC5044_Kin_TR3_AvgMod.txt,False,"sanity ratio 0.590 outside [0.8,1.2]"
J130235-113803,195.648757,-11.634254,3483.1,NGC5044,False,3,65.3,19.8,False,4,102.360949391467,112.28508782523053,0.09246980342566996,-0.09246980342566996,0.010511965148976789,0.9722712370292104,mom0,1,WALLABY_J130235-113803_NGC5044_Kin_TR3_AvgMod.txt,True,pass
J130305+035925,195.773704,3.990943,2852.3,NGC4808,True,1,36.7,170.8,False,7,102.75458187965684,86.53626577960878,-0.1713586927270985,0.1713586927270985,0.011595156816663873,0.9372278310545012,mom0,2,WALLABY_J130305+035925_NGC_4808_High-Res_Kin_TR1_AvgMod.txt,True,pass
J130311-172230,195.798796,-17.375574,2959.3,NGC5044,False,2,25.9,73.0,False,3,14.415580744058497,2.0565436504618937,-1.500600262308358,1.500600262308358,0.3124928150885458,0.6357303644235648,mom0,1,WALLABY_J130311-172230_NGC_5044_Kin_TR2_AvgMod.txt,False,"sanity ratio 0.636 outside [0.8,1.2]"
J130314-172514,195.817113,-17.421454,740.5,NGC5044,False,3,78.2,295.0,False,13,60.31345162391029,61.888035234023384,0.025770285625798313,-0.025770285625798313,0.006146498239517395,1.0069717570603995,mom0,1,WALLABY_J130314-172514_NGC5044_Kin_TR3_AvgMod.txt,False,inc 78.2 >= 70
J130315+074816,195.810944,7.804075,2919.8,NGC4808,False,1,32.2,353.4,False,4,218.65213396941454,196.41111052051681,-0.10716932296055064,0.10716932296055064,0.009660261124200854,0.9930177041053112,mom0,1,WALLABY_J130315+074816_NGC_4808_Kin_TR1_AvgMod.txt,True,pass
J130358+054204,195.988387,5.697337,14678.5,NGC4808,False,1,76.6,255.8,False,1,229.25652486382347,210.6576719255631,-0.08455672980776638,0.08455672980776638,0.05059620323904394,0.767779606315012,mom0,1,WALLABY_J130358+054204_NGC_4808_Kin_TR1_AvgMod.txt,False,inc 76.6 >= 70
J130415-102023,196.059594,-10.33804,3108.3,NGC5044,False,3,66.6,5.3,False,9,257.9561156406636,245.7119725337875,-0.0486198883524866,0.0486198883524866,0.0057272171193215714,1.0481578498177357,mom0,1,WALLABY_J130415-102023_NGC5044_Kin_TR3_AvgMod.txt,True,pass
J130515-165316,196.313669,-16.888128,2836.0,NGC5044,False,3,61.0,308.6,False,3,108.89182157214528,88.71907507592293,-0.20416633736699913,0.20416633736699913,0.03344914359322679,0.9392389438684716,mom0,2,WALLABY_J130515-165316_NGC5044_Kin_TR3_AvgMod.txt,False,n_outer 3 < 4
J130516-172641,196.315363,-17.444803,10737.2,NGC5044,False,3,75.7,217.7,False,3,302.3779682074571,260.6935045371708,-0.1480610035777524,0.1480610035777524,0.03584827489124445,0.9537951031297116,mom0,2,WALLABY_J130516-172641_NGC5044_Kin_TR3_AvgMod.txt,False,inc 75.7 >= 70
J130558+035723,196.494441,3.957331,7010.5,NGC4808,False,1,78.7,280.0,False,3,258.59841123935263,228.99713780419094,-0.12141732422794621,0.12141732422794621,0.03865520717048697,0.9793559114770891,mom0,1,WALLABY_J130558+035723_NGC_4808_Kin_TR1_AvgMod.txt,False,inc 78.7 >= 70
J130618-173039,196.575627,-17.510539,1468.9,NGC5044,False,3,49.8,299.4,False,4,56.453474062903354,50.264210025795556,-0.11599322249091464,0.11599322249091464,0.020786557729164892,0.9629217332345616,mom0,2,WALLABY_J130618-173039_NGC5044_Kin_TR3_AvgMod.txt,True,pass
J130618-193547,196.574371,-19.59661,4252.9,NGC5044,False,3,76.5,214.4,False,2,83.58658960980199,73.56873803529339,-0.12748981182657657,0.12748981182657657,0.050660918443011564,0.8266801193706006,mom0,2,WALLABY_J130618-193547_NGC5044_Kin_TR3_AvgMod.txt,False,inc 76.5 >= 70
J130739+062006,196.912347,6.336782,7149.5,NGC4808,False,1,44.2,56.8,False,3,231.89135435380732,205.7613605638579,-0.11940971870751543,0.11940971870751543,0.011379086688885964,0.7628399794242489,mom0,1,WALLABY_J130739+062006_NGC_4808_Kin_TR1_AvgMod.txt,False,"sanity ratio 0.763 outside [0.8,1.2]"
J130758-121123,196.993257,-12.188885,12542.1,NGC5044,False,3,48.2,335.9,False,2,163.21261090652735,123.48923281007767,-0.27710584334933597,0.27710584334933597,0.0353946300572651,0.6127099121012478,mom0,2,WALLABY_J130758-121123_NGC5044_Kin_TR3_AvgMod.txt,False,"sanity ratio 0.613 outside [0.8,1.2]"
J130802+062900,197.010991,6.483947,7133.0,NGC4808,False,1,62.9,136.2,False,2,136.35185181462384,120.14717787283507,-0.12635271144326726,0.12635271144326726,0.07228378048450561,0.6199555110978893,mom0,1,WALLABY_J130802+062900_NGC_4808_Kin_TR1_AvgMod.txt,False,"sanity ratio 0.620 outside [0.8,1.2]"
J130806-144640,197.026313,-14.776906,2589.2,NGC5044,False,3,40.2,1.0,False,3,75.03723222624134,51.34515078561693,-0.3749269617491137,0.3749269617491137,0.020132778625856437,0.8099716706618508,mom0,2,WALLABY_J130806-144640_NGC5044_Kin_TR3_AvgMod.txt,False,n_outer 3 < 4
J130815-210002,197.063744,-21.000316,1638.1,NGC5044,False,3,78.5,354.5,False,4,92.27415061741667,72.68784372215109,-0.23746447748380078,0.23746447748380078,0.03448685528896943,0.9884679211308018,mom0,1,WALLABY_J130815-210002_NGC5044_Kin_TR3_AvgMod.txt,False,inc 78.5 >= 70
J130818-143213,197.074687,-14.536849,2669.9,NGC5044,False,2,52.0,278.6,False,3,99.44787871962684,75.80191441200577,-0.26985440479076916,0.26985440479076916,0.017659858460528508,0.8339278719968994,mom0,1,WALLABY_J130818-143213_NGC_5044_Kin_TR2_AvgMod.txt,False,n_outer 3 < 4
J130854-163609,197.228125,-16.601694,2574.8,NGC5044,False,3,76.5,160.5,False,4,113.07877662127657,92.83121079772755,-0.19666424224821558,0.19666424224821558,0.024559349239854103,0.9133277086693001,mom0,2,WALLABY_J130854-163609_NGC5044_Kin_TR3_AvgMod.txt,False,inc 76.5 >= 70
J130906+051433,197.277213,5.242832,3598.4,NGC4808,False,1,50.2,172.5,False,3,85.0718886065542,78.32072134164973,-0.08263736367323604,0.08263736367323604,0.014851920564420376,0.9267303903160422,mom0,1,WALLABY_J130906+051433_NGC_4808_Kin_TR1_AvgMod.txt,False,n_outer 3 < 4
J130943-163617,197.43417,-16.599135,2564.6,NGC5044,False,3,65.4,270.0,False,6,176.49994278999566,164.16923085324865,-0.07239112247743307,0.07239112247743307,0.015605163842080468,0.9648153265946423,mom0,2,WALLABY_J130943-163617_NGC5044_Kin_TR3_AvgMod.txt,True,pass
J130947-101916,197.447852,-10.31842,1211.1,NGC5044,False,3,48.4,329.6,False,4,120.03543548786638,109.25331889039694,-0.09404836819586813,0.09404836819586813,0.0096315638692657,0.9635316874156209,mom0,1,WALLABY_J130947-101916_NGC5044_Kin_TR3_AvgMod.txt,True,pass
J131029-213510,197.622229,-21.585399,7042.7,NGC5044,False,3,70.6,259.0,False,2,88.56699220271054,108.53919448597702,0.2026542405268169,-0.2026542405268169,0.04628913437211735,0.726139594072171,mom0,1,WALLABY_J131029-213510_NGC5044_Kin_TR3_AvgMod.txt,False,inc 70.6 >= 70
J131035-214450,197.647489,-21.746934,2955.6,NGC5044,False,3,65.4,94.9,False,3,118.66303169785512,108.57977090394684,-0.08874437983038962,0.08874437983038962,0.02077855400903672,0.8712713082283957,mom0,1,WALLABY_J131035-214450_NGC5044_Kin_TR3_AvgMod.txt,False,n_outer 3 < 4
J131051-205740,197.712949,-20.962602,10701.7,NGC5044,False,3,75.8,345.0,False,2,259.2826641408074,181.86124026528174,-0.3510030314473366,0.3510030314473366,0.05073396765493183,1.0817959380024271,mom0,1,WALLABY_J131051-205740_NGC5044_Kin_TR3_AvgMod.txt,False,inc 75.8 >= 70
J131115-180605,197.812184,-18.101422,2742.2,NGC5044,False,3,65.3,4.4,False,2,56.5172598252301,35.653159104261505,-0.45272878138764205,0.45272878138764205,0.04521452326469882,0.7156847877185804,mom0,2,WALLABY_J131115-180605_NGC5044_Kin_TR3_AvgMod.txt,False,"sanity ratio 0.716 outside [0.8,1.2]"
J131122+032431,197.847218,3.411078,3043.3,NGC4808,False,1,67.4,107.8,False,3,98.77782028157843,70.54302877025538,-0.3335063776189735,0.3335063776189735,0.012177463867290418,0.8683487996123846,mom0,1,WALLABY_J131122+032431_NGC_4808_Kin_TR1_AvgMod.txt,False,n_outer 3 < 4
J131206+052832,198.027351,5.47534,916.0,NGC4808,False,1,56.0,142.8,False,2,31.72201250430216,40.786972988851005,0.2500368864050601,-0.2500368864050601,0.03481255117510487,0.9842147052130755,mom0,1,WALLABY_J131206+052832_NGC_4808_Kin_TR1_AvgMod.txt,False,n_outer 2 < 4
J131208+025916,198.035592,2.989279,3031.5,NGC4808,False,1,81.9,220.2,False,2,76.00747176563735,88.35350612665381,0.1502307240968967,-0.1502307240968967,0.06491039473434954,0.9317746121619102,mom0,1,WALLABY_J131208+025916_NGC_4808_Kin_TR1_AvgMod.txt,False,inc 81.9 >= 70
J131232+071059,198.13829,7.185402,897.5,NGC4808,False,1,81.1,238.0,False,3,71.90046417660555,65.53714933470253,-0.09259932094760157,0.09259932094760157,0.03855323419176619,0.9727662226311232,mom0,1,WALLABY_J131232+071059_NGC_4808_Kin_TR1_AvgMod.txt,False,inc 81.1 >= 70
J131234-173225,198.146793,-17.541571,2750.0,NGC5044,False,3,65.3,307.6,False,4,211.01797716375467,185.42957233521125,-0.12908847518862093,0.12908847518862093,0.018247194570570186,0.9500544653355774,mom0,2,WALLABY_J131234-173225_NGC5044_Kin_TR3_AvgMod.txt,True,pass
J131237-142630,198.156527,-14.441519,6221.3,NGC5044,False,3,79.0,60.2,False,4,133.88854823265186,174.25075488086742,0.2619737647251446,-0.2619737647251446,0.04005343759855966,1.0741688228849644,mom0,2,WALLABY_J131237-142630_NGC5044_Kin_TR3_AvgMod.txt,False,inc 79.0 >= 70
J131321-185558,198.33855,-18.93117,6147.0,NGC5044,False,3,42.2,10.0,False,2,119.763798939575,121.56118281150606,0.014895961942183044,-0.014895961942183044,0.022179293780098825,0.7763700468557391,mom0,1,WALLABY_J131321-185558_NGC5044_Kin_TR3_AvgMod.txt,False,"sanity ratio 0.776 outside [0.8,1.2]"
J131334-152553,198.392238,-15.431687,2501.8,NGC5044,False,3,23.0,50.2,False,4,78.66294241660945,75.95367503422604,-0.03504497028910752,0.03504497028910752,0.014994614762510598,0.9542214853480062,mom0,2,WALLABY_J131334-152553_NGC5044_Kin_TR3_AvgMod.txt,True,pass
J131400-164707,198.501531,-16.783703,3076.0,NGC5044,False,3,63.2,99.9,False,3,85.24194159922338,77.5818585694464,-0.09409045878848027,0.09409045878848027,0.02515202453648639,0.9745516578937139,mom0,2,WALLABY_J131400-164707_NGC5044_Kin_TR3_AvgMod.txt,False,n_outer 3 < 4
J131430-173154,198.625683,-17.533149,2477.0,NGC5044,False,3,60.3,152.7,False,3,100.06786902551754,79.18678910576546,-0.23297670629523212,0.23297670629523212,0.024378240300641087,0.7451803329383504,mom0,2,WALLABY_J131430-173154_NGC5044_Kin_TR3_AvgMod.txt,False,"sanity ratio 0.745 outside [0.8,1.2]"
J131431-162247,198.629712,-16.380289,1476.7,NGC5044,False,3,38.6,268.0,False,2,56.34203288427488,50.30832798312237,-0.11314926367018042,0.11314926367018042,0.03961769931140052,0.6540891015431503,mom0,1,WALLABY_J131431-162247_NGC5044_Kin_TR3_AvgMod.txt,False,"sanity ratio 0.654 outside [0.8,1.2]"
J131658-163757,199.242064,-16.633541,1736.7,NGC5044,False,3,60.6,336.6,False,7,205.10481103307416,168.15162784514226,-0.19800426376563451,0.19800426376563451,0.009541905442812904,1.0210407291079964,mom0,2,WALLABY_J131658-163757_NGC5044_Kin_TR3_AvgMod.txt,True,pass
J131702-104612,199.258943,-10.768538,2831.1,NGC5044,False,3,62.9,52.6,False,3,154.939852697331,126.00516381973891,-0.20598115059167843,0.20598115059167843,0.021057298960679448,0.9649043974427824,mom0,1,WALLABY_J131702-104612_NGC5044_Kin_TR3_AvgMod.txt,False,n_outer 3 < 4
J131706-161516,199.27593,-16.254453,2635.0,NGC5044,False,3,77.1,171.0,False,4,152.37332620707068,148.76450510354437,-0.023967902590119366,0.023967902590119366,0.027682668480158792,1.0259874950019863,mom0,2,WALLABY_J131706-161516_NGC5044_Kin_TR3_AvgMod.txt,False,inc 77.1 >= 70
J131712-171511,199.301457,-17.253316,2518.9,NGC5044,False,3,52.5,225.1,False,3,127.94841472132363,132.73336220212528,0.036711023971627926,-0.036711023971627926,0.01554098124199835,0.92570436606267,mom0,2,WALLABY_J131712-171511_NGC5044_Kin_TR3_AvgMod.txt,False,n_outer 3 < 4
J131739-213708,199.41616,-21.61854,2926.9,NGC5044,False,3,44.1,228.6,False,3,82.81293996826486,70.58755065872,-0.15939178889945832,0.15939178889945832,0.01749342031558076,0.8933315528532357,mom0,1,WALLABY_J131739-213708_NGC5044_Kin_TR3_AvgMod.txt,False,n_outer 3 < 4
J131830-143635,199.62483,-14.609513,2900.9,NGC5044,False,3,57.4,170.1,False,3,112.17570491438651,102.36765823576904,-0.09143183489440289,0.09143183489440289,0.026744597907207904,0.8354602517757121,mom0,2,WALLABY_J131830-143635_NGC5044_Kin_TR3_AvgMod.txt,False,n_outer 3 < 4
J131840-150339,199.666488,-15.061406,3182.0,NGC5044,False,3,79.3,24.3,False,3,104.28102302664452,77.0626495316472,-0.30018553292779665,0.30018553292779665,0.04310310024078277,0.9408775103861283,mom0,2,WALLABY_J131840-150339_NGC5044_Kin_TR3_AvgMod.txt,False,inc 79.3 >= 70
J131920-145037,199.835243,-14.844065,2749.3,NGC5044,False,3,80.4,148.5,False,6,211.49080387163625,210.57757424410613,-0.004327401316379511,0.004327401316379511,0.02377713903609977,1.056243842914428,mom0,1,WALLABY_J131920-145037_NGC5044_Kin_TR3_AvgMod.txt,False,inc 80.4 >= 70
J132017-144841,200.071105,-14.811025,2911.4,NGC5044,False,3,73.5,242.1,False,4,113.75225023563434,102.01248250603568,-0.10882007991226629,0.10882007991226629,0.03135674468473094,0.8655022696729144,mom0,1,WALLABY_J132017-144841_NGC5044_Kin_TR3_AvgMod.txt,False,inc 73.5 >= 70
J132043-220256,200.181121,-22.048041,2089.0,NGC5044,False,3,75.5,344.5,False,3,112.67051188880826,84.09142817498218,-0.2904940224167408,0.2904940224167408,0.027837534622346373,0.9163136548893152,mom0,2,WALLABY_J132043-220256_NGC5044_Kin_TR3_AvgMod.txt,False,inc 75.5 >= 70
