time_ns,z_nm
0.01,2.3779666811224076
0.02,2.3108117424450327
0.03,2.315924583159073
0.04,2.333266469514732
0.05,2.4740739521061896
0.06,2.5346163919167486
0.07,2.522354486951578
0.08,2.4815759670495203
0.09,2.334239453453579
0.1,2.24811555105523
0.11,2.235475180494661
0.12,2.126066076403785
0.13,2.3597782763674977
0.14,2.434415535561396
0.15,2.53617236317739
0.16,2.5162917573092334
0.17,2.556912656143931
0.18,2.271772892852597
0.19,2.3069843491498148
0.2,2.3692826198160915
