Rank,ChEMBL_ID,Name,MW,Combined,Shape,Size,Allosteric,SMILES
32,CHEMBL738,THIOPENTAL SODIUM,264.3,0.8523,0.8699,0.9846,0.5526,CCCC(C)C1(CC)C(=O)[N-]C(=S)NC1=O.[Na+]
33,CHEMBL7863,APROBARBITAL,210.2,0.8522,0.8677,0.9861,0.5534,C=CCC1(C(C)C)C(=O)NC(=O)NC1=O
34,CHEMBL1029,MIGLUSTAT,219.3,0.8515,0.8522,0.9991,0.5548,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
35,CHEMBL1699,MEMANTINE HYDROCHLORIDE,215.8,0.8512,0.9676,0.7966,0.7276,CC12CC3CC(C)(C1)CC(N)(C3)C2.Cl
36,CHEMBL2096631,CLORAZEPATE DIPOTASSIUM,408.9,0.8511,0.8812,0.9414,0.6106,O=C([O-])C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O.[K+].[K+].[OH-]
37,CHEMBL1199080,BRETYLIUM,243.2,0.8494,0.8462,1.0,0.5548,CC[N+](C)(C)Cc1ccccc1Br
38,CHEMBL395091,ESKETAMINE,237.7,0.8491,0.8492,0.9958,0.5553,CN[C@]1(c2ccccc2Cl)CCCCC1=O
39,CHEMBL3989768,LEVORPHANOL TARTRATE,443.5,0.8489,0.8567,0.981,0.5691,CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13.O.O.O=C(O)C(O)C(O)C(=O)O
40,CHEMBL468837,HEPTABARBITAL,250.3,0.8487,0.8472,0.9952,0.5588,CCC1(C2=CCCCCC2)C(=O)NC(=O)NC1=O
41,CHEMBL700,SULFAPYRIDINE,249.3,0.8487,0.8454,0.9976,0.5574,Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1
42,CHEMBL403,SULBACTAM,233.2,0.8483,0.9505,0.845,0.6504,CC1(C)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O
43,CHEMBL149972,PHENOBARBITAL SODIUM,254.2,0.8468,0.9031,0.9247,0.5782,CCC1(c2ccccc2)C(=O)N=C([O-])NC1=O.[Na+]
44,CHEMBL146095,GLAFENINE,372.8,0.8467,0.9235,0.8789,0.6287,O=C(OCC(O)CO)c1ccccc1Nc1ccnc2cc(Cl)ccc12
45,CHEMBL568,OXAZEPAM,286.7,0.8455,0.8506,0.9568,0.6129,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O
46,CHEMBL2364609,ESKETAMINE HYDROCHLORIDE,274.2,0.845,0.8431,0.9991,0.5408,CN[C@]1(c2ccccc2Cl)CCCCC1=O.Cl
47,CHEMBL675,ALENDRONATE SODIUM,271.1,0.8438,0.881,0.9467,0.5633,NCCCC(O)(P(=O)([O-])O)P(=O)(O)O.[Na+]
48,CHEMBL2105941,AMOBARBITAL SODIUM,248.3,0.8422,0.8612,0.9709,0.5468,CCC1(CCC(C)C)C(=O)N=C([O-])NC1=O.[Na+]
49,CHEMBL139367,PERAMIVIR ANHYDROUS,328.4,0.8405,0.8897,0.911,0.6011,CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](O)[C@@H](C(=O)O)C[C@H]1NC(=N)N
50,CHEMBL3989402,PERAMIVIR,382.5,0.8399,0.889,0.9095,0.6025,CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](O)[C@@H](C(=O)O)C[C@H]1NC(=N)N.O.O.O
51,CHEMBL1200982,BUTABARBITAL SODIUM,234.2,0.8394,0.8985,0.9133,0.5732,CCC(C)C1(CC)C(=O)[N-]C(=O)NC1=O.[Na+]
52,CHEMBL1542,AZATHIOPRINE,277.3,0.8388,0.838,0.9921,0.5338,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2[nH]cnc12
53,CHEMBL1095292,BRETYLIUM TOSYLATE,414.4,0.8383,0.8263,1.0,0.539,CC[N+](C)(C)Cc1ccccc1Br.Cc1ccc(S(=O)(=O)[O-])cc1
54,CHEMBL971,PENTOBARBITAL SODIUM,248.3,0.838,0.8277,0.9895,0.5556,CCCC(C)C1(CC)C(=O)N=C([O-])NC1=O.[Na+]
55,CHEMBL268164,CYCLOBARBITAL,236.3,0.8373,0.8262,0.9999,0.5344,CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O
56,CHEMBL856,PRIMIDONE,218.3,0.8372,0.8258,0.9932,0.5481,CCC1(c2ccccc2)C(=O)NCNC1=O
57,CHEMBL1200796,CYCLOPHOSPHAMIDE,279.1,0.836,0.8516,0.968,0.5409,O.O=P1(N(CCCl)CCCl)NCCCO1
58,CHEMBL88,CYCLOPHOSPHAMIDE ANHYDROUS,261.1,0.8357,0.8512,0.968,0.5403,O=P1(N(CCCl)CCCl)NCCCO1
59,CHEMBL1200972,CHLOPHEDIANOL HYDROCHLORIDE,326.3,0.8354,0.9125,0.868,0.6161,CN(C)CCC(O)(c1ccccc1)c1ccccc1Cl.Cl
60,CHEMBL404,TAZOBACTAM,300.3,0.8337,0.8755,0.9177,0.5823,C[C@]1(Cn2ccnn2)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O
61,CHEMBL1576,ETHINAMATE,167.2,0.8336,0.8773,0.9331,0.5475,C#CC1(OC(N)=O)CCCCC1
62,CHEMBL924,ZOLEDRONIC ACID ANHYDROUS,272.1,0.8331,0.8776,0.9281,0.5543,O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O
63,CHEMBL267894,AMOBARBITAL,226.3,0.8325,0.8191,0.9936,0.5372,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O
64,CHEMBL398707,HYDROMORPHONE,285.3,0.8325,0.8752,0.9161,0.58,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5
65,CHEMBL2103744,MORPHINE SULFATE,758.8,0.8325,0.8644,0.9319,0.5699,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5.CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5.O.O.O.O.O.O=S(=O)(O)O
66,CHEMBL1200770,IOCETAMIC ACID,614.0,0.8305,0.8638,0.9255,0.5737,CC(=O)N(CC(C)C(=O)O)c1c(I)cc(I)c(N)c1I
67,CHEMBL1200922,MEBUTAMATE,232.3,0.83,0.8499,0.9365,0.5774,CCC(C)C(C)(COC(N)=O)COC(N)=O
68,CHEMBL1701,MEPERIDINE HYDROCHLORIDE,283.8,0.8297,0.8486,0.9319,0.5875,CCOC(=O)C1(c2ccccc2)CCN(C)CC1.Cl
69,CHEMBL1057,FLUORESCEIN,332.3,0.8274,0.8851,0.8733,0.62,O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21
70,CHEMBL615,PENICILLIN V,350.4,0.8267,0.8708,0.9104,0.571,CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)O
71,CHEMBL108,CARBAMAZEPINE,236.3,0.8264,0.8175,0.9743,0.5484,NC(=O)N1c2ccccc2C=Cc2ccccc21
72,CHEMBL450,METHARBITAL,198.2,0.826,0.9024,0.8796,0.5661,CCC1(CC)C(=O)NC(=O)N(C)C1=O
73,CHEMBL70,MORPHINE,285.3,0.8257,0.8554,0.928,0.562,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5
74,CHEMBL1201777,TAPENTADOL HYDROCHLORIDE,257.8,0.8248,0.8221,0.9642,0.5512,CC[C@@H](c1cccc(O)c1)[C@@H](C)CN(C)C.Cl
75,CHEMBL1220,TINIDAZOLE,247.3,0.8246,0.8922,0.8915,0.5557,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C
76,CHEMBL1201313,CHLOPHEDIANOL,289.8,0.8241,0.9146,0.8377,0.6161,CN(C)CCC(O)(c1ccccc1)c1ccccc1Cl
77,CHEMBL777,CLAVULANIC ACID,199.2,0.8241,0.8196,0.9814,0.5182,O=C(O)[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N21
78,CHEMBL861,MEPHENYTOIN,218.3,0.8238,0.8017,0.9885,0.5386,CCC1(c2ccccc2)NC(=O)N(C)C1=O
79,CHEMBL1201338,CYCLOPENTOLATE,291.4,0.8237,0.9007,0.8558,0.6056,CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1
80,CHEMBL1628233,FLUORESCEIN SODIUM,376.3,0.8236,0.8708,0.8854,0.6058,O=C([O-])c1ccccc1-c1c2ccc(=O)cc-2oc2cc([O-])ccc12.[Na+].[Na+]
81,CHEMBL223228,EFAVIRENZ,315.7,0.823,0.8945,0.8459,0.6342,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1
82,CHEMBL3989401,PAMIDRONATE DISODIUM,369.1,0.823,0.8584,0.933,0.5322,NCCC(O)(P(=O)([O-])O)P(=O)([O-])O.O.O.O.O.O.[Na+].[Na+]
83,CHEMBL1670,MITOTANE,320.1,0.8225,0.8637,0.9098,0.5654,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1
84,CHEMBL904,DEXMETHYLPHENIDATE HYDROCHLORIDE,269.8,0.8224,0.8384,0.9412,0.5526,COC(=O)[C@H](c1ccccc1)[C@H]1CCCCN1.Cl
85,CHEMBL1505,ALMOTRIPTAN,335.5,0.8204,0.8574,0.9134,0.5604,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12
86,CHEMBL25,ASPIRIN,180.2,0.8195,0.8027,0.9852,0.5217,CC(=O)Oc1ccccc1C(=O)O
87,CHEMBL267936,MECAMYLAMINE,167.3,0.8192,0.9474,0.7829,0.635,CNC1(C)C2CCC(C2)C1(C)C
88,CHEMBL448,PENTOBARBITAL,226.3,0.8189,0.8031,0.9751,0.5378,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O
89,CHEMBL1705,CLONIDINE HYDROCHLORIDE,266.6,0.8178,0.8016,0.9697,0.5464,Cl.Clc1cccc(Cl)c1NC1=NCCN1
90,CHEMBL1213252,CLORAZEPIC ACID,314.7,0.8171,0.8826,0.8622,0.5957,O=C(O)C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O
91,CHEMBL4303669,ZOLEDRONIC ACID,290.1,0.8168,0.854,0.9249,0.5264,O.O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O
92,CHEMBL1455,ALTRETAMINE,210.3,0.8164,0.7658,0.9909,0.5686,CN(C)c1nc(N(C)C)nc(N(C)C)n1
93,CHEMBL1200521,ALMOTRIPTAN MALATE,469.6,0.8161,0.8819,0.8693,0.5784,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12.O=C(O)CC(O)C(=O)O
94,CHEMBL1200794,OXYMORPHONE HYDROCHLORIDE,337.8,0.8161,0.8374,0.9277,0.5502,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5.Cl
95,CHEMBL967,TEMAZEPAM,300.8,0.8136,0.8694,0.8659,0.5973,CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21
96,CHEMBL6437,MIANSERIN,264.4,0.8133,0.8467,0.8923,0.5882,CN1CCN2c3ccccc3Cc3ccccc3C2C1
97,CHEMBL433,VALPROATE SODIUM,166.2,0.8131,0.8431,0.9229,0.5338,CCCC(CCC)C(=O)[O-].[Na+]
98,CHEMBL3990694,PIPERAZINE CITRATE ANHYDROUS,642.7,0.8128,0.8331,0.9418,0.5142,C1CNCCN1.C1CNCCN1.C1CNCCN1.O=C(O)CC(O)(CC(=O)O)C(=O)O.O=C(O)CC(O)(CC(=O)O)C(=O)O
99,CHEMBL139,DICLOFENAC,296.1,0.8126,0.8533,0.9002,0.5558,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl
100,CHEMBL1266,TETRAHYDROZOLINE,200.3,0.8111,0.7752,0.9959,0.5131,c1ccc2c(c1)CCCC2C1=NCCN1
