Rank,ChEMBL_ID,Name,MW,Combined,Shape,Size,Allosteric,SMILES
54,CHEMBL1505,ALMOTRIPTAN,335.5,0.8629,0.8574,0.9996,0.6004,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12
55,CHEMBL70,MORPHINE,285.3,0.8625,0.8554,1.0,0.602,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5
56,CHEMBL227529,ALOGLIPTIN BENZOATE,461.5,0.8624,0.887,0.9476,0.6429,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O.O=C(O)c1ccccc1
57,CHEMBL1201728,DESVENLAFAXINE SUCCINATE,381.5,0.8601,0.8575,0.9866,0.612,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1.O=C(O)CCC(=O)O
58,CHEMBL963,OXYMORPHONE,301.3,0.8599,0.864,0.9786,0.6144,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5
59,CHEMBL139,DICLOFENAC,296.1,0.8598,0.8533,0.9982,0.5958,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl
60,CHEMBL646,TRIAZOLAM,343.2,0.8587,0.8829,0.9587,0.6102,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2
61,CHEMBL1200347,ISOPROPAMIDE IODIDE,480.4,0.8587,0.8884,0.9542,0.6081,CC(C)[N+](C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)C(C)C.[I-]
62,CHEMBL3989768,LEVORPHANOL TARTRATE,443.5,0.8584,0.8567,0.9847,0.6091,CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13.O.O.O=C(O)C(O)C(O)C(=O)O
63,CHEMBL1237055,HYDROMORPHONE HYDROCHLORIDE,321.8,0.8576,0.8589,0.9884,0.5932,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5.Cl
64,CHEMBL3183075,NIZATIDINE,331.5,0.8568,0.8925,0.9449,0.6092,CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1
65,CHEMBL2105527,TETRAZEPAM,288.8,0.8568,0.8444,0.9906,0.6139,CN1C(=O)CN=C(C2=CCCCC2)c2cc(Cl)ccc21
66,CHEMBL1201172,IODAMIDE MEGLUMINE,823.2,0.8566,0.8654,0.9678,0.6165,CC(=O)NCc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I.CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
67,CHEMBL259209,MILNACIPRAN,246.3,0.8557,0.857,0.9833,0.5979,CCN(CC)C(=O)C1(c2ccccc2)CC1CN
