source_id,ra,dec,parallax,parallax_error,pmra,pmdec,radial_velocity,phot_g_mean_mag
1936423839773095808,346.55672003435734,47.077507146876016,14.211723794531089,0.022536159,123.75714194627848,44.96154379975957,-4.8332276,14.624199
1987549859159314432,335.3522139392329,48.06617451809093,9.53608135476144,0.012725821,74.78605414982705,41.89808464440312,-12.382163,9.206891
2002290599238603648,340.2383125962932,53.09405962998579,12.025425379798511,0.044608653,102.78984833465289,52.37189919917943,-11.250707,13.872648
108421608959951488,44.52286680706736,20.668593479550314,30.615342810251477,0.068922885,233.95854966881433,-31.60737662285481,27.86226,5.6904817
2968784925184068352,82.65145346976433,-19.26781683212462,23.012423861980498,0.016540555,56.86501093274587,96.86251583217269,39.992897,13.828947
2996257180980487808,86.14500656590609,-14.465155663091826,16.053860965206308,0.035345696,32.92591315162602,56.397207185326735,,15.6772175
3004826504025597312,93.32355282667574,-9.631788353365295,12.661636709831924,0.041414946,9.777618018420673,36.44713388062956,,15.723514
3007876270106126976,95.64047465765297,-6.6362233151957515,10.50912710802844,0.015367994,3.1790989566767323,25.12225800655715,47.365486,11.893655
149476479789791488,65.47176262966968,24.240285426676486,20.28463296262879,0.063989155,105.14956896704268,-47.114907611570985,40.470345,13.641221
193277965024585088,89.6631444569784,43.30829098571944,6.720159334968028,0.08669981,7.828210237201565,-35.3280287177563,,17.244669
3106561355710428800,100.86275404352715,-2.3218848701990935,7.380858961687028,0.10702838,-5.6111134777615455,11.444595420336288,,17.393814
1750816651978245248,311.1277809865081,8.907529916881728,40.35333657737049,0.055169277,208.52652579151945,97.64989281151513,,11.380999
1937984287287329920,348.67354598259294,44.765426688072246,13.358956988584511,0.053647585,118.4774839025997,39.56730925012471,,16.745222
1941730563925465216,351.83326499452306,47.70609171255229,14.730731591217992,0.021110728,133.0712581786026,39.27144543655933,-5.2527823,14.641453
1978849732896887680,324.507174623773,48.83821121613348,7.897495055590878,0.021544367,60.48067068132472,47.20432120704905,-23.783087,15.076222
1980391110760865792,330.4547359245485,51.854901691285576,7.483367788157654,0.0775113,53.18439943034185,36.701237808470225,,17.588865
