source_id,ra,dec,parallax,parallax_error,pmra,pmdec,radial_velocity,phot_g_mean_mag
1943016133537388800,353.1904681172711,50.29588678953711,15.552327357429816,0.013851386,140.68178504395414,38.605724419485085,-3.6539004,8.754757
1975394002200294528,332.23673267068284,46.73404396529306,18.093640721396728,0.038174596,138.59300021121996,83.8080858620059,,15.842798
1980221270572937472,330.35559788797576,51.144172111192084,5.747194286732599,0.06782543,40.42751501538774,26.421391529541975,,17.39012
1986029268937493376,345.40862105697704,50.472825401347784,5.212083559851433,0.01578931,41.701637206417985,17.73326860789438,24.604136,12.957876
1988163798968743424,337.52416157889024,49.77836644126222,9.25426627582376,0.012833787,72.57556362805633,38.71922834978618,-10.09001,13.520111
1989734863644229632,341.66401969894576,51.636967609866026,13.269990679839164,0.029452553,111.713744094748,50.58136900703094,,15.424489
1990725798492120320,348.2981959586627,49.4851564822909,10.097906112587635,0.047495563,87.4370936082534,29.715787994670034,,16.483727
2003171063229345280,340.43369529815595,54.28016136212492,5.892281922494003,0.1331161,46.94446647665773,23.599892322103706,,18.309195
1921178320776903168,356.39670958616074,40.44363309202213,14.784727387027472,0.01650367,135.69296296597165,29.261655611817268,-3.2109218,8.661335
3000962682727057664,94.42931756171518,-11.605715629068385,8.03749334396136,0.08627894,4.467745653813916,26.364470254974208,,17.212597
147710938992084096,69.22631558848308,24.49872719866282,17.5108993603019,0.053434983,79.84808463288772,-41.71396121102069,,15.67829
3287041726938931968,66.32120578395853,8.06775084138208,28.8836215187672,0.019884134,146.642040384616,2.5568707724361635,41.070442,13.417475
3293856362569126400,70.71766818384738,9.996389185577454,17.034055828543803,0.026490446,74.29159959682823,-6.370343716637346,40.92117,14.34482
3295637159089219200,71.50755198684372,11.705550634967647,15.422908890377675,0.089148246,66.15789606761328,-8.127767187316753,40.875095,5.3164186
3300725905060807936,65.6256472411211,10.434597500431904,20.88137893168201,0.015299192,108.0143432699817,-5.94003024630074,39.547134,11.8271
1989692287625985408,341.7192958420485,51.33514629696386,4.396726429690615,0.27175176,33.631876835963205,15.879877835790932,,19.21722
1997756625600681600,353.09671688774444,56.235063227910025,10.000155617356814,0.021271441,90.24529444105501,25.059550452727088,-5.8306975,14.95944
1999665618306226944,334.96826977680627,49.11481388848689,10.65408177231693,0.036454923,83.00861461242994,46.95263978774446,,15.995531
2005774745440813568,332.1272988420745,55.40317032621455,3.2399349164694935,0.06953726,20.55551020623953,14.19317363846693,,17.366415
2006144795510760704,333.0769670407406,55.61040634642471,6.629964264019888,0.4252513,47.95392153860166,29.461732875679353,,20.096363
2006518084010456320,338.8330934580403,55.520213110938144,2.8485559566223886,0.028855668,19.517800454502495,10.58601520709636,,15.592222
2015608120286824064,354.3267659936441,62.05819031277104,6.288552185611409,0.19010174,53.54623341405444,16.17905614349566,,19.03585
2173031973215630848,326.1443016600419,51.912798033472356,5.455029075560008,0.4630057,36.4557812991685,28.174510091615193,,20.000494
2174785969138643840,326.36940103901344,55.255472621673476,2.0984453588293257,0.029788781,11.124761554338152,9.186457312204594,,15.878795
2945478749017604864,101.00367562926964,-18.60228834138112,12.889328339950078,0.04718664,-7.388737502395678,56.78867441254279,,16.10632
2997674142231043200,90.02908984053478,-12.568136233484166,13.956186602522074,0.13605832,19.091323778213013,48.11531703773099,,17.796064
144574788234755584,67.93071004288953,21.153082191416896,16.482431337680897,0.05767576,79.08601056329887,-30.714312684983007,,15.912512
147469115153030528,71.98251558116293,25.579518701404215,19.79891798242993,0.017845009,81.85290710252629,-53.85014080598138,,13.494483
3295878703753707136,70.51932185018352,11.920418604725192,19.05581215640476,0.015248106,85.2357917477733,-10.895514026772968,40.890667,12.453204
3295883999449691264,70.37030475207318,12.00928091435981,21.155813513954378,0.017240647,94.86966963825614,-13.994043401935036,41.528168,12.0128565
139587025532626048,48.01513378792445,38.252046164765815,12.014408237705679,0.023513675,87.74579844866233,-36.88602752059652,26.128866,13.969216
1937984287287329920,348.67354598259294,44.765426688072246,13.358956988584511,0.053647585,118.4774839025997,39.56730925012471,,16.745222
1941730563925465216,351.83326499452306,47.70609171255229,14.730731591217992,0.021110728,133.0712581786026,39.27144543655933,-5.2527823,14.641453
1979295855425344256,324.7718237015683,50.758464605625356,2.8110390133738195,0.09714683,15.800946646385215,13.279648313065984,,17.839184
1979844584751939328,328.06797008329943,50.42940682944648,4.917825301625816,0.23777875,32.27120171365135,22.55621338628808,,18.974388
1980267617549489280,329.2491410655721,51.28100956373949,4.0760016163580755,0.013073697,26.883349279516228,20.112738242197306,-14.59251,12.607359
1980391110760865792,330.4547359245485,51.854901691285576,7.483367788157654,0.0775113,53.18439943034185,36.701237808470225,,17.588865
2000977988519741184,335.10608872882136,51.54973134940118,7.377606252579669,0.016067015,56.98367259247062,33.309368982855666,23.498838,14.268978
2001837080745160832,336.9218516973289,53.91566038901549,12.560963301422756,0.10335397,100.94716942656082,55.429540599973734,,17.751661
2004582359435385984,333.43278887007824,53.55677250880023,7.933238939159625,0.14633219,59.18561840260193,38.16479346697829,,18.149054
2004738833683306368,334.6784750122233,53.38326875944434,3.403740817644481,0.06203912,21.909454304530193,14.462744416389526,,17.118866
2014012080380518016,347.62984329614784,60.43462808105544,8.225925305667982,0.05552449,69.31304642418998,25.4961302649392,,17.007933
2200113593132819200,335.67184924025645,58.50048820488021,3.512761616145034,0.16698384,23.27979007649114,14.560506010670128,,18.872015
2920619340859851264,104.02559017756978,-26.646841846628785,8.352681937935408,0.36259627,-10.483795748547422,46.82913096590569,,19.755865
123755191963853056,48.481623594328255,32.09710377783086,19.649348506804493,0.036042508,145.47272597999765,-45.77086174518223,23.135735,14.445418
145293181643038208,66.58045411387285,21.468743547714656,20.73851328551254,0.034980223,105.14685435985737,-40.66028703373777,30.095413,15.070739
3288997483247358592,71.97558693693884,7.370717968802273,17.282316636460603,0.032005344,73.7584367629328,1.1953510458114487,,15.164682
1944503081275084160,353.4786502233219,50.28439658493224,16.017920315036804,0.13196352,143.33172054260694,37.73200560899252,,17.882376
1975500929709698560,332.5776116095787,47.59022953588414,11.331370860876465,0.010765954,85.84004693139191,52.23386535507926,-12.577938,13.037981
1980085790124080512,331.9982889764621,51.27798197010188,10.15794455920482,0.08261212,76.69484369741782,49.12416070802476,,16.952808
1981225945010020736,330.985946368567,52.96740042341343,2.5311456088489925,0.011496759,14.343336768302994,10.733778946148723,-20.67585,12.467073
1993127612924549760,353.15726229490394,52.19007533520646,12.590641329204114,0.014032918,114.1537825417724,30.93415896246363,-2.138625,13.589781
2001710675577496960,336.56823406102393,52.88579849950786,3.9342665011249376,0.012667287,28.50133009918074,16.895290362903857,-0.84540784,13.5729
2174188723861278336,323.53133579259566,53.374360309565866,3.1538303351169055,0.14651032,17.89078108437395,15.783661331210958,,18.605122
2198811810030116736,334.57143483023435,58.48928318775186,2.987338263965719,0.011352004,19.187572640563836,11.94517890209104,10.617986,11.974038
3001170524784385920,95.418934691741,-11.408895520907313,10.752149998173822,0.10109958,3.8528064795593324,34.44959848681001,,17.429625
3224454570148668416,84.18004354441852,3.774855289417543,16.084473964842804,0.027804038,34.30383135849884,8.784334084313137,47.682247,14.565541
3227869206588911616,77.51012104514159,0.5764119521066507,23.171831758725002,0.20214656,75.02142719316068,24.93757954749909,,18.363377
3238530414929634304,75.82986977923323,3.8403832327276155,21.73475054562131,0.045079466,76.71896631199974,13.509354241192458,51.325756,15.556899
