Rank,ChEMBL_ID,Name,MW,Combined,Shape,Size,Allosteric,SMILES
15,CHEMBL1788385,TILBROQUINOL,238.1,0.8516,0.9039,0.9978,0.4548,Cc1cc(Br)c(O)c2ncccc12
16,CHEMBL1200895,PHENELZINE SULFATE,234.3,0.8509,0.9205,0.9755,0.4627,NNCCc1ccccc1.O=S(=O)(O)O
17,CHEMBL513,CARMUSTINE,214.1,0.8499,0.9389,0.952,0.4676,O=NN(CCCl)C(=O)NCCCl
18,CHEMBL1200782,DEXTROAMPHETAMINE ADIPATE,281.4,0.8497,0.9861,0.9005,0.4753,C[C@H](N)Cc1ccccc1.O=C(O)CCCCC(=O)O
19,CHEMBL877,TRANEXAMIC ACID,157.2,0.8497,0.9332,0.9624,0.4574,NC[C@H]1CC[C@H](C(=O)O)CC1
20,CHEMBL6466,COUMARIN,146.1,0.8492,0.924,0.98,0.4382,O=c1ccc2ccccc2o1
21,CHEMBL770,TOLAZOLINE,160.2,0.8492,0.9633,0.9232,0.4731,c1ccc(CC2=NCCN2)cc1
22,CHEMBL1200952,METHAMPHETAMINE HYDROCHLORIDE,185.7,0.8489,0.914,0.9768,0.4628,CN[C@@H](C)Cc1ccccc1.Cl
23,CHEMBL64,ISONIAZID,137.1,0.8484,0.923,0.9833,0.4293,NNC(=O)c1ccncc1
24,CHEMBL1437,NOREPINEPHRINE,169.2,0.8474,0.9457,0.9413,0.4628,NC[C@H](O)c1ccc(O)c(O)c1
25,CHEMBL61006,PHENYLPROPANOLAMINE,151.2,0.8404,0.9091,0.9581,0.4677,CC(N)C(O)c1ccccc1
26,CHEMBL1311,ISOSORBIDE MONONITRATE,191.1,0.8403,0.8784,0.9927,0.4591,O=[N+]([O-])O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O
27,CHEMBL1431,METFORMIN,129.2,0.8362,0.888,0.9823,0.4404,CN(C)C(=N)NC(=N)N
28,CHEMBL1200695,PHENYLPROPANOLAMINE HYDROCHLORIDE,187.7,0.836,0.8795,0.9782,0.4645,CC(N)C(O)c1ccccc1.Cl
29,CHEMBL1201323,BETAZOLE,111.2,0.8359,0.9609,0.9169,0.4237,NCCc1cc[nH]n1
30,CHEMBL443052,TAVABOROLE,151.9,0.8343,0.9279,0.9429,0.4302,OB1OCc2cc(F)ccc21
31,CHEMBL3989698,TRANYLCYPROMINE SULFATE,364.5,0.8342,0.8595,0.9966,0.459,N[C@@H]1C[C@H]1c1ccccc1.N[C@H]1C[C@@H]1c1ccccc1.O=S(=O)(O)O
32,CHEMBL1200912,PHENTERMINE HYDROCHLORIDE,185.7,0.8336,0.8763,0.9747,0.4662,CC(C)(N)Cc1ccccc1.Cl
33,CHEMBL497,CLIOQUINOL,305.5,0.8336,0.8638,0.9883,0.4636,Oc1c(I)cc(Cl)c2cccnc12
34,CHEMBL1574,PHENTERMINE,149.2,0.833,0.8861,0.9621,0.4688,CC(C)(N)Cc1ccccc1
35,CHEMBL2105275,PROPYLHEXEDRINE,155.3,0.8325,0.9786,0.862,0.4812,CNC(C)CC1CCCCC1
36,CHEMBL1441,ETHIONAMIDE,166.2,0.8323,0.8534,0.9998,0.455,CCc1cc(C(N)=S)ccn1
37,CHEMBL720,BENZYL ALCOHOL,108.1,0.8307,0.9155,0.9456,0.4314,OCc1ccccc1
38,CHEMBL1420,PRALIDOXIME,137.2,0.8287,0.8445,0.9971,0.4605,C[n+]1ccccc1C=NO
39,CHEMBL1201201,METHAMPHETAMINE,149.2,0.8279,0.8583,0.9785,0.4661,CN[C@@H](C)Cc1ccccc1
40,CHEMBL748,PRALIDOXIME CHLORIDE,172.6,0.8278,0.842,0.9971,0.4607,C[n+]1ccccc1/C=N/O.[Cl-]
41,CHEMBL1128,EDROPHONIUM CHLORIDE,201.7,0.8272,0.8671,0.9666,0.4687,CC[N+](C)(C)c1cccc(O)c1.[Cl-]
42,CHEMBL269644,ACETANILIDE,135.2,0.8257,0.8698,0.9682,0.4529,CC(=O)Nc1ccccc1
43,CHEMBL1169,AMINOSALICYLIC ACID,153.1,0.8253,0.8349,0.9996,0.4574,Nc1ccc(C(=O)O)c(O)c1
44,CHEMBL544,MEQUINOL,124.1,0.8253,0.8479,0.9987,0.4332,COc1ccc(O)cc1
45,CHEMBL1104,EDROPHONIUM,166.2,0.8247,0.8605,0.9666,0.4692,CC[N+](C)(C)c1cccc(O)c1
46,CHEMBL573,NIACIN,123.1,0.8246,0.9152,0.9314,0.4298,O=C(O)c1cccnc1
47,CHEMBL1009,LEVODOPA,197.2,0.8245,0.8783,0.9463,0.4733,N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O
48,CHEMBL1200949,BETAZOLE HYDROCHLORIDE,147.6,0.8241,0.9293,0.918,0.426,Cl.NCCc1cc[nH]n1
49,CHEMBL189,MILRINONE,211.2,0.8238,0.8687,0.955,0.4714,Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1
50,CHEMBL1140,NIACINAMIDE,122.1,0.8229,0.8913,0.9491,0.4339,NC(=O)c1cccnc1
51,CHEMBL59,DOPAMINE,153.2,0.8215,0.8996,0.9221,0.4642,NCCc1ccc(O)c(O)c1
52,CHEMBL1201161,MAFENIDE ACETATE,246.3,0.8214,0.8816,0.942,0.4599,CC(=O)O.NCc1ccc(S(N)(=O)=O)cc1
53,CHEMBL601,AMINOLEVULINIC ACID,131.1,0.8213,0.9163,0.9226,0.4287,NCC(=O)CCC(=O)O
54,CHEMBL1557,DOPAMINE HYDROCHLORIDE,189.6,0.821,0.9185,0.8996,0.4692,Cl.NCCc1ccc(O)c(O)c1
55,CHEMBL1200584,AMINOSALICYLATE POTASSIUM,191.2,0.8195,0.8825,0.9487,0.435,Nc1ccc(C(=O)[O-])c(O)c1.[K+]
56,CHEMBL677,LEVONORDEFRIN,183.2,0.819,0.9147,0.8927,0.4803,C[C@H](N)[C@H](O)c1ccc(O)c(O)c1
