Rank,ChEMBL_ID,Name,MW,Combined,Shape,Size,Allosteric,SMILES
1,CHEMBL449,BUTABARBITAL,212.2,0.9254,0.9617,0.9849,0.7334,CCC(C)C1(CC)C(=O)NC(=O)NC1=O
2,CHEMBL1200790,METHYPRYLON,183.2,0.9147,0.9724,0.9349,0.7588,CCC1(CC)C(=O)NCC(C)C1=O
3,CHEMBL1200825,METHADONE HYDROCHLORIDE,345.9,0.9019,0.9656,0.8912,0.7956,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1.Cl
4,CHEMBL454,BUTALBITAL,224.3,0.8988,0.9216,0.998,0.655,C=CCC1(CC(C)C)C(=O)NC(=O)NC1=O
5,CHEMBL651,METHADONE,309.4,0.8949,0.9745,0.8425,0.8406,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1
6,CHEMBL671,THIOTEPA,189.2,0.8909,0.9802,0.8531,0.7879,S=P(N1CC1)(N1CC1)N1CC1
7,CHEMBL104,CLOTRIMAZOLE,344.9,0.89,0.9766,0.8443,0.808,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1
8,CHEMBL1200903,SECOBARBITAL SODIUM,260.3,0.8883,0.9086,0.9985,0.6273,C=CCC1(C(C)CCC)C(=O)[N-]C(=O)NC1=O.[Na+]
9,CHEMBL807,MEMANTINE,179.3,0.8828,0.9697,0.8487,0.7771,CC12CC3CC(C)(C1)CC(N)(C3)C2
10,CHEMBL566534,ARTEMETHER,298.4,0.8813,0.8963,0.9894,0.6352,CO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@@]24OO3
11,CHEMBL1200802,TALBUTAL,224.3,0.8792,0.8934,0.9953,0.6189,C=CCC1(C(C)CC)C(=O)NC(=O)NC1=O
12,CHEMBL3989949,CENOBAMATE,267.7,0.8789,0.9011,0.9618,0.6687,NC(=O)O[C@@H](Cn1ncnn1)c1ccccc1Cl
13,CHEMBL2106556,CYCLOBARBITAL CALCIUM,510.6,0.8778,0.8888,0.9999,0.6114,CCC1(C2=CCCCC2)C(=O)[N-]C(=O)NC1=O.CCC1(C2=CCCCC2)C(=O)[N-]C(=O)NC1=O.[Ca+2]
14,CHEMBL40,PHENOBARBITAL,232.2,0.8752,0.8869,0.9971,0.6079,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O
15,CHEMBL1200817,LEVOMETHADYL ACETATE HYDROCHLORIDE,390.0,0.8741,0.9883,0.7557,0.8823,CC[C@H](OC(C)=O)C(C[C@H](C)N(C)C)(c1ccccc1)c1ccccc1.Cl
16,CHEMBL16,PHENYTOIN,252.3,0.8737,0.9003,0.9558,0.6562,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1
17,CHEMBL580,LORAZEPAM,321.2,0.8733,0.9109,0.9284,0.6878,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O
18,CHEMBL2105233,PROXIBARBAL,226.2,0.871,0.8813,0.9962,0.6001,C=CCC1(CC(C)O)C(=O)NC(=O)NC1=O
19,CHEMBL870,ALENDRONIC ACID,249.1,0.8707,0.879,0.9979,0.5997,NCCCC(O)(P(=O)(O)O)P(=O)(O)O
20,CHEMBL1699,MEMANTINE HYDROCHLORIDE,215.8,0.8706,0.9676,0.83,0.7576,CC12CC3CC(C)(C1)CC(N)(C3)C2.Cl
21,CHEMBL447,SECOBARBITAL,238.3,0.8692,0.8869,0.9741,0.624,C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O
22,CHEMBL403,SULBACTAM,233.2,0.8668,0.9505,0.8762,0.6804,CC1(C)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O
23,CHEMBL2105613,DIVALPROEX SODIUM,310.4,0.8665,0.8725,0.9851,0.6171,CCCC(CCC)C(=O)O.CCCC(CCC)C(=O)[O-].[Na+]
24,CHEMBL1611,PHENYTOIN SODIUM,274.2,0.8664,0.8942,0.9483,0.6473,O=C1N=C([O-])NC1(c1ccccc1)c1ccccc1.[Na+]
25,CHEMBL979,MEPROBAMATE,218.2,0.864,0.8531,0.99,0.6335,CCCC(C)(COC(N)=O)COC(N)=O
26,CHEMBL1200472,QUAZEPAM,386.8,0.8637,0.9245,0.8988,0.6721,Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21
27,CHEMBL738,THIOPENTAL SODIUM,264.3,0.8625,0.8699,0.995,0.5826,CCCC(C)C1(CC)C(=O)[N-]C(=S)NC1=O.[Na+]
28,CHEMBL149972,PHENOBARBITAL SODIUM,254.2,0.8623,0.9031,0.9486,0.6082,CCC1(c2ccccc2)C(=O)N=C([O-])NC1=O.[Na+]
29,CHEMBL7863,APROBARBITAL,210.2,0.8621,0.8677,0.9959,0.5834,C=CCC1(C(C)C)C(=O)NC(=O)NC1=O
30,CHEMBL7728,HEXOBARBITAL,236.3,0.8614,0.8596,1.0,0.5876,CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O
31,CHEMBL1068,OXCARBAZEPINE,252.3,0.8604,0.8703,0.9723,0.6168,NC(=O)N1c2ccccc2CC(=O)c2ccccc21
32,CHEMBL452,CLONAZEPAM,315.7,0.8584,0.8863,0.9258,0.668,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1
33,CHEMBL675,ALENDRONATE SODIUM,271.1,0.8579,0.881,0.9671,0.5933,NCCCC(O)(P(=O)([O-])O)P(=O)(O)O.[Na+]
34,CHEMBL592,LEVORPHANOL,257.4,0.8558,0.8736,0.9585,0.6147,CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13
35,CHEMBL1200982,BUTABARBITAL SODIUM,234.2,0.8555,0.8985,0.9386,0.6032,CCC(C)C1(CC)C(=O)[N-]C(=O)NC1=O.[Na+]
36,CHEMBL1029,MIGLUSTAT,219.3,0.8548,0.8522,0.9925,0.5848,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
37,CHEMBL963,OXYMORPHONE,301.3,0.8548,0.864,0.9707,0.6044,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5
38,CHEMBL1199080,BRETYLIUM,243.2,0.8543,0.8462,0.9973,0.5848,CC[N+](C)(C)Cc1ccccc1Br
39,CHEMBL2105941,AMOBARBITAL SODIUM,248.3,0.8542,0.8612,0.9859,0.5768,CCC1(CCC(C)C)C(=O)N=C([O-])NC1=O.[Na+]
40,CHEMBL2364609,ESKETAMINE HYDROCHLORIDE,274.2,0.8511,0.8431,0.9993,0.5708,CN[C@]1(c2ccccc2Cl)CCCCC1=O.Cl
41,CHEMBL700,SULFAPYRIDINE,249.3,0.8511,0.8454,0.9886,0.5874,Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1
42,CHEMBL395091,ESKETAMINE,237.7,0.8507,0.8492,0.985,0.5853,CN[C@]1(c2ccccc2Cl)CCCCC1=O
43,CHEMBL468837,HEPTABARBITAL,250.3,0.8501,0.8472,0.9837,0.5888,CCC1(C2=CCCCCC2)C(=O)NC(=O)NC1=O
44,CHEMBL1576,ETHINAMATE,167.2,0.8487,0.8773,0.9558,0.5775,C#CC1(OC(N)=O)CCCCC1
45,CHEMBL924,ZOLEDRONIC ACID ANHYDROUS,272.1,0.8485,0.8776,0.9515,0.5843,O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O
46,CHEMBL1200796,CYCLOPHOSPHAMIDE,279.1,0.8484,0.8516,0.9838,0.5709,O.O=P1(N(CCCl)CCCl)NCCCO1
47,CHEMBL88,CYCLOPHOSPHAMIDE ANHYDROUS,261.1,0.848,0.8512,0.9838,0.5703,O=P1(N(CCCl)CCCl)NCCCO1
48,CHEMBL1542,AZATHIOPRINE,277.3,0.8475,0.838,0.9988,0.5638,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2[nH]cnc12
49,CHEMBL3989768,LEVORPHANOL TARTRATE,443.5,0.847,0.8567,0.9613,0.5991,CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13.O.O.O=C(O)C(O)C(O)C(=O)O
50,CHEMBL970,HALAZEPAM,352.7,0.8446,0.9054,0.8835,0.6455,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC(F)(F)F
51,CHEMBL2096631,CLORAZEPATE DIPOTASSIUM,408.9,0.8443,0.8812,0.9092,0.6406,O=C([O-])C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O.[K+].[K+].[OH-]
52,CHEMBL450,METHARBITAL,198.2,0.8435,0.9024,0.9083,0.5961,CCC1(CC)C(=O)NC(=O)N(C)C1=O
53,CHEMBL1095292,BRETYLIUM TOSYLATE,414.4,0.8432,0.8263,0.9973,0.569,CC[N+](C)(C)Cc1ccccc1Br.Cc1ccc(S(=O)(=O)[O-])cc1
54,CHEMBL268164,CYCLOBARBITAL,236.3,0.8425,0.8262,0.9978,0.5644,CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O
55,CHEMBL1220,TINIDAZOLE,247.3,0.8417,0.8922,0.9192,0.5857,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C
56,CHEMBL568,OXAZEPAM,286.7,0.8403,0.8506,0.9287,0.6429,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O
57,CHEMBL267936,MECAMYLAMINE,167.3,0.8387,0.9474,0.8168,0.665,CNC1(C)C2CCC(C2)C1(C)C
58,CHEMBL3989401,PAMIDRONATE DISODIUM,369.1,0.8381,0.8584,0.9557,0.5622,NCCC(O)(P(=O)([O-])O)P(=O)([O-])O.O.O.O.O.O.[Na+].[Na+]
59,CHEMBL856,PRIMIDONE,218.3,0.838,0.8258,0.9802,0.5781,CCC1(c2ccccc2)C(=O)NCNC1=O
60,CHEMBL971,PENTOBARBITAL SODIUM,248.3,0.8378,0.8277,0.9741,0.5856,CCCC(C)C1(CC)C(=O)N=C([O-])NC1=O.[Na+]
61,CHEMBL1514,LEVOMETHADYL ACETATE,353.5,0.836,0.9915,0.6395,0.9182,CC[C@H](OC(C)=O)C(C[C@H](C)N(C)C)(c1ccccc1)c1ccccc1
62,CHEMBL146095,GLAFENINE,372.8,0.8351,0.9235,0.8349,0.6587,O=C(OCC(O)CO)c1ccccc1Nc1ccnc2cc(Cl)ccc12
63,CHEMBL777,CLAVULANIC ACID,199.2,0.8347,0.8196,0.9931,0.5482,O=C(O)[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N21
64,CHEMBL267894,AMOBARBITAL,226.3,0.8335,0.8191,0.9809,0.5672,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O
65,CHEMBL4303669,ZOLEDRONIC ACID,290.1,0.8324,0.854,0.9487,0.5564,O.O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O
66,CHEMBL139367,PERAMIVIR ANHYDROUS,328.4,0.831,0.8897,0.8724,0.6311,CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](O)[C@@H](C(=O)O)C[C@H]1NC(=N)N
67,CHEMBL3989402,PERAMIVIR,382.5,0.8304,0.889,0.8707,0.6325,CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](O)[C@@H](C(=O)O)C[C@H]1NC(=N)N.O.O.O
68,CHEMBL25,ASPIRIN,180.2,0.8296,0.8027,0.9954,0.5517,CC(=O)Oc1ccccc1C(=O)O
69,CHEMBL433,VALPROATE SODIUM,166.2,0.8288,0.8431,0.947,0.5638,CCCC(CCC)C(=O)[O-].[Na+]
70,CHEMBL1003,CLAVULANATE POTASSIUM,237.2,0.8275,0.8757,0.9043,0.5778,O=C([O-])[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N21.[K+]
71,CHEMBL3990694,PIPERAZINE CITRATE ANHYDROUS,642.7,0.8273,0.8331,0.963,0.5442,C1CNCCN1.C1CNCCN1.C1CNCCN1.O=C(O)CC(O)(CC(=O)O)C(=O)O.O=C(O)CC(O)(CC(=O)O)C(=O)O
72,CHEMBL1286,LEVETIRACETAM,170.2,0.8266,0.8901,0.8865,0.5795,CC[C@@H](C(N)=O)N1CCCC1=O
73,CHEMBL3989678,PIPERAZINE CITRATE,660.7,0.825,0.8311,0.9602,0.5422,C1CNCCN1.C1CNCCN1.C1CNCCN1.O.O=C(O)CC(O)(CC(=O)O)C(=O)O.O=C(O)CC(O)(CC(=O)O)C(=O)O
74,CHEMBL404,TAZOBACTAM,300.3,0.8248,0.8755,0.8804,0.6123,C[C@]1(Cn2ccnn2)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O
75,CHEMBL2103744,MORPHINE SULFATE,758.8,0.8248,0.8644,0.8976,0.5999,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5.CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5.O.O.O.O.O.O=S(=O)(O)O
76,CHEMBL1237082,MECAMYLAMINE HYDROCHLORIDE,203.8,0.8244,0.9396,0.7966,0.6496,CNC1(C)C2CCC(C2)C1(C)C.Cl
77,CHEMBL398707,HYDROMORPHONE,285.3,0.8235,0.8752,0.8785,0.61,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5
78,CHEMBL861,MEPHENYTOIN,218.3,0.8234,0.8017,0.9726,0.5686,CCC1(c2ccccc2)NC(=O)N(C)C1=O
79,CHEMBL108,CARBAMAZEPINE,236.3,0.8234,0.8175,0.9519,0.5784,NC(=O)N1c2ccccc2C=Cc2ccccc21
80,CHEMBL1200972,CHLOPHEDIANOL HYDROCHLORIDE,326.3,0.8232,0.9125,0.8225,0.6461,CN(C)CCC(O)(c1ccccc1)c1ccccc1Cl.Cl
81,CHEMBL1200922,MEBUTAMATE,232.3,0.8227,0.8499,0.9031,0.6074,CCC(C)C(C)(COC(N)=O)COC(N)=O
