09 19 56.76 +52 06 50.36 65358  39 1 1
09 20 04.38 +51 20 14.28 65777  57 1 1
09 20 22.45 +51 33 45.68 64755  30 1 1
09 22 09.99 +14 22 19.78 41620  48 1 1
09 22 12.06 +14 02 14.14 41215  45 1 1
09 22 14.52 +14 08 25.84 41446  39 1 1
09 22 36.59 +14 06 56.63 41290  57 1 1
09 22 42.73 +14 15 36.97 41266  45 1 1
09 22 43.74 +14 23 35.30 41647  48 1 1
09 22 50.96 +14 26 43.08 41383  48 1 1
09 22 51.68 +14 06 12.02 39776  45 1 1
09 23 03.09 +14 15 23.29 41764  42 1 1
09 23 25.78 +14 25 42.85 42663  45 1 1
09 23 27.43 +14 12 54.43 41314  45 1 1
09 23 32.75 +14 13 14.56 42202  60 1 1
09 23 40.22 +14 07 42.38 41284  27 1 1
09 23 47.57 +14 06 09.40 42448  48 1 1
09 23 49.04 +14 10 49.08 41833  42 1 1
09 23 49.92 +13 46 00.88 41827  51 1 1
09 23 50.62 +14 13 44.36 41000  48 1 1
09 23 51.07 +14 03 24.19 42475  42 1 1
09 23 52.29 +14 06 13.10 42954  48 1 1
09 23 52.75 +14 16 58.58 42388  51 1 1
09 23 53.09 +14 15 02.12 41656  45 1 1
09 23 53.80 +14 11 04.42 41704  48 1 1
09 24 02.78 +14 14 35.84 42070  48 1 1
09 24 02.96 +14 09 27.54 42085  54 1 1
09 24 03.09 +14 07 21.83 42259  57 1 1
09 24 03.59 +14 11 11.94 41323  42 1 1
09 24 05.31 +14 10 21.58 40559 399 1 1
09 24 09.97 +14 07 08.80 41455  39 1 1
09 24 11.39 +14 11 32.14 42154  54 1 1
09 24 11.76 +14 10 35.04 41060  39 1 1
09 24 12.04 +14 05 00.60 42127  42 1 1
09 24 15.09 +14 28 49.04 41440  36 1 1
09 24 15.41 +14 07 42.17 41914  57 1 1
09 24 15.86 +14 10 10.88 42430  45 1 1
09 24 19.50 +14 14 06.25 42361  42 1 1
09 24 19.86 +14 07 24.46 41812  45 1 1
09 24 22.28 +14 15 12.96 40073  39 1 1
09 24 22.90 +14 09 24.84 41764  48 1 1
09 24 24.52 +14 07 47.28 40835  42 1 1
09 24 24.76 +14 12 02.63 42160  42 1 1
09 24 26.53 +14 16 30.04 41863  48 1 1
09 24 28.90 +14 14 09.38 41497  54 1 1
09 24 29.40 +14 23 33.29 40490  51 1 1
09 24 31.21 +14 09 45.25 40484  57 1 1
09 24 31.27 +14 00 03.85 40076  48 1 1
09 24 31.40 +14 02 37.97 39956  48 1 1
09 24 31.71 +14 15 00.43 41371  45 1 1
09 24 34.05 +14 04 18.80 42271  36 1 1
09 24 35.58 +14 14 17.20 41893  54 1 1
09 24 37.87 +14 07 39.14 41659  36 1 1
09 24 38.12 +14 10 30.29 41443  48 1 1
09 24 42.46 +14 05 11.40 42708  45 1 1
09 24 43.78 +14 03 03.02 41827  48 1 1
09 24 45.14 +14 07 47.50 42792  45 1 1
09 24 49.53 +14 07 26.00 42313  42 1 1
09 24 54.58 +14 33 26.96 41263  45 1 1
09 24 57.69 +14 32 55.50 41374  48 1 1
