muse_id model virial_velocity virial_velocity_err log_Mvir log_Mdvir_err concentration concentration_err rs_kpc rs_kpc_err rhos rhos_err log_X log_X_err
1165 DC14 54.64574457828373 25.290555922793274 10.653030871827466 0.5655395453351726 11.504826822496257 4.616009396183659 3.649285782228674 3.0721031324481682 13134320.130993681 17748777.513381615 -2.5393916563371177 0.3950484134637829
1191 DC14 79.13413147836954 60.594156009957466 11.02792136260803 0.628474861319348 12.503501857482405 5.435745657194447 4.264468150478347 6.541220114472001 26381831.58776339 33948006.00816858 -2.2831625020290884 0.46568451297782265
1198 DC14 27.709213529321083 9.927668261675281 9.877895871280973 0.4209688371549908 13.977967617395684 5.086585651696523 1.9199405534357559 1.2732634978249442 12560415.384208456 12592423.877493417 -2.5731630908678538 0.29430320609520105
1201 DC14 52.32084022300011 23.571699901610632 10.535381861867279 0.5361938173976539 9.195371441040468 3.6283673113117905 3.723497978172393 2.8352367752038394 10698717.530138925 15175676.90006968 -2.547313705392434 0.36356499996991226
1203 DC14 102.0291105702675 43.92573717359169 11.443707042437598 0.5147214641313175 14.960521837040675 5.312647921648548 5.011338559542612 5.19201089099625 27641483.67409809 25135879.010285694 -2.5031158133713443 0.43788767476867485
1214 DC14 100.46185355131081 48.348002586257024 11.228873350003637 0.6720482461851675 14.602336009476264 5.049775897476168 3.099209035950005 3.185677203528471 64033084.132711545 58173698.424619086 -2.378254610975219 0.41999052316480834
1232 DC14 67.2203322891281 32.319897215643984 10.793363921587181 0.5350770343933586 10.246666048828267 5.095448597533762 3.748774295068947 3.5033123099815344 18317853.374773942 34578806.81234618 -2.4549626554154664 0.41818482506852683
1258 DC14 151.09304645444354 42.377566250304454 11.763255390993592 0.3601772329257132 7.772409993064214 1.6484804776688848 8.466221895122365 3.7171583237718844 14826091.2673055 8422941.956052829 -2.742953998200342 0.21929158647714223
1266 DC14 68.08997203682384 10.334497015009388 10.752704084269663 0.1920866903544134 12.408981131032416 4.085226305900922 2.943402688611921 2.458925080747772 37480538.76468322 34053115.40404931 -1.9665002266920357 0.5187990948523289
1284 DC14 97.74716988321936 41.252549057883044 11.319110445083615 0.5010799327285961 15.049082696278933 5.2122316779238504 4.310173993700294 4.0390285047841 38964927.87504777 33426239.61602641 -2.487142664844172 0.42565637246135213
1318 DC14 77.99750239580787 28.34247477702199 11.033330814911231 0.3953576700530395 15.629083105220062 5.16432601327433 3.054012079866367 3.1763403233564573 41270846.44648902 32353274.631046712 -2.4142395033707063 0.3786495782677978
1330 DC14 51.34261489458198 27.51832541097967 10.38486255865141 0.5460787338530835 10.739306797313027 5.1862393088982195 2.4752088006083657 2.5758542892582876 27077140.17254525 48036336.409426376 -2.3513329398416145 0.4695589434884393
1337 DC14 91.04216532453505 37.76051438266961 11.204771796622548 0.49383076790611147 13.153507749844817 4.621562464161566 4.063754463071065 3.6046580282666643 30548557.18724648 30961696.59162914 -2.5418002738098355 0.364457994229617
1346 DC14 117.33603125322998 50.62320638620699 11.649178605480019 0.5616553077541186 11.966450762950021 4.809551182139864 7.652395298132976 6.287494527469736 14500523.467355758 18048273.26397766 -2.5249700159678574 0.40163057323647455
1357 DC14 60.730277653731775 9.885399835541165 10.887513798112822 0.20302766705084993 18.93688173598043 2.495526744021897 2.8377897032839217 0.8664894179817714 28890229.021075733 8898119.2053127 -2.81122423181982 0.15994599862511696
1371 DC14 106.89587423086071 53.57368333641058 11.317485033036249 0.45762591885955367 13.581546518722622 5.6606214013701805 4.808561537452406 4.587617318802397 53508221.754733965 66584124.70598157 -1.7539781016900704 0.37657510132632493
1390 DC14 67.01580529991294 10.35958155733717 10.722962800862769 0.1815529187114466 16.740335184633025 5.086477641263058 2.1008553170834636 2.902810900379036 80687999.20724376 59708981.19875825 -2.050671214754324 0.5190858319036761
1418 DC14 39.7591088468787 21.533859327886702 10.282934109386996 0.6315495222945157 13.962233719914611 5.463893353474551 2.499327679566698 2.634617493289239 17155832.252802532 18406501.09893008 -2.40816495352715 0.4548460765309318
1462 DC14 38.32517121268026 19.782559622166854 10.274808091728989 0.578877199445399 14.364760127752643 5.289336751610751 2.5430629612760844 2.5852052673024284 14684218.494934084 14791529.18425272 -2.3994536918503044 0.41543376173448066
6314 DC14 186.39931536753704 40.38849075722869 12.105403222464064 0.2958670040496803 6.114111256646369 0.9133150323047181 15.608857695985431 4.725376487698279 6226141.128212838 2700521.565456851 -2.720310995645049 0.21520311677051396
6877 DC14 104.88389939321452 5.831322649527385 11.48023439683104 0.07056749258767812 19.72600512987055 3.091471639732246 3.6874483789550654 1.892029124355956 52841109.772669874 15019362.747377561 -2.451080683305678 0.349257253608378
6879 DC14 153.62965280880456 52.36821312832188 11.782170084789414 0.4001984014633068 7.547517516038392 2.00763352537386 9.276223546617352 5.067412579628313 13682841.089457018 11025443.3828793 -2.487990202796876 0.326547137651951
