birth,death,persistence
9.147473335266113,10.332127571105957,1.1846542358398438
8.553942680358887,9.033470153808594,0.47952747344970703
7.830803871154785,8.155879974365234,0.3250761032104492
7.658125400543213,7.959538459777832,0.30141305923461914
6.9881744384765625,8.392932891845703,1.4047584533691406
6.609956741333008,6.650267601013184,0.04031085968017578
5.683967113494873,5.921420574188232,0.23745346069335938
5.660033226013184,5.878498554229736,0.21846532821655273
5.541628360748291,5.59976863861084,0.05814027786254883
5.506940841674805,5.739605903625488,0.2326650619506836
5.505672931671143,5.632198810577393,0.12652587890625
5.4867072105407715,5.489048957824707,0.002341747283935547
5.48024845123291,5.5823974609375,0.10214900970458984
5.432544231414795,5.669472694396973,0.23692846298217773
5.409605503082275,5.614811420440674,0.20520591735839844
5.3296074867248535,5.462512493133545,0.1329050064086914
5.320985317230225,5.58768892288208,0.26670360565185547
5.305960655212402,5.654789924621582,0.3488292694091797
5.281668186187744,5.46483039855957,0.18316221237182617
5.268260955810547,5.577123641967773,0.30886268615722656
5.204179763793945,5.4081807136535645,0.20400094985961914
5.1820268630981445,5.390566825866699,0.2085399627685547
5.160035133361816,5.4768757820129395,0.31684064865112305
5.153313159942627,5.355839729309082,0.20252656936645508
5.148092746734619,5.589821815490723,0.4417290687561035
5.12021541595459,5.423057556152344,0.3028421401977539
5.073085308074951,5.793622016906738,0.7205367088317871
4.890257358551025,5.311742782592773,0.42148542404174805
4.855481147766113,5.586879253387451,0.7313981056213379
4.796761512756348,5.81770133972168,1.020939826965332
4.759715557098389,5.824278354644775,1.0645627975463867
4.73276424407959,5.574027061462402,0.8412628173828125
4.731382369995117,5.446231842041016,0.7148494720458984
4.609803199768066,5.6835126876831055,1.073709487915039
4.581758499145508,5.763436317443848,1.1816778182983398
4.567036151885986,5.744969367980957,1.1779332160949707
4.539920806884766,5.840475559234619,1.3005547523498535
4.522356986999512,5.75888204574585,1.236525058746338
4.474664211273193,5.803040027618408,1.3283758163452148
4.463122367858887,7.651875019073486,3.1887526512145996
4.414754390716553,5.80660343170166,1.3918490409851074
4.379104137420654,5.803432464599609,1.424328327178955
4.362095355987549,5.8876495361328125,1.5255541801452637
4.360510349273682,6.012089729309082,1.6515793800354004
4.343791484832764,5.782260417938232,1.4384689331054688
4.321284294128418,5.962564468383789,1.641280174255371
4.316212177276611,5.839648246765137,1.5234360694885254
4.308531761169434,8.42817211151123,4.119640350341797
4.2994771003723145,5.640286922454834,1.3408098220825195
4.281068801879883,5.88502311706543,1.6039543151855469
4.243831634521484,6.230511665344238,1.986680030822754
4.207882881164551,8.97114372253418,4.763260841369629
4.126638889312744,6.090543270111084,1.9639043807983398
