birth,death,persistence
5.787478446960449,6.087349891662598,0.29987144470214844
5.738082408905029,6.508461952209473,0.7703795433044434
5.6873087882995605,6.142604351043701,0.4552955627441406
5.516744136810303,5.998562812805176,0.48181867599487305
5.4769392013549805,5.5219645500183105,0.04502534866333008
5.4460883140563965,5.651732444763184,0.2056441307067871
5.4383344650268555,5.449637413024902,0.011302947998046875
5.406985759735107,6.609455585479736,1.202469825744629
5.402525424957275,5.691897869110107,0.28937244415283203
5.364746570587158,5.587441921234131,0.22269535064697266
5.263235569000244,5.322489261627197,0.059253692626953125
5.251111030578613,5.423764228820801,0.1726531982421875
5.222609043121338,5.411970615386963,0.189361572265625
5.189522743225098,5.451207160949707,0.2616844177246094
5.138096332550049,5.322489261627197,0.18439292907714844
5.131139755249023,5.414616584777832,0.2834768295288086
5.12490701675415,5.4856133460998535,0.3607063293457031
5.123852729797363,5.449637413024902,0.32578468322753906
5.11069393157959,5.483124732971191,0.37243080139160156
5.108715534210205,5.411970615386963,0.3032550811767578
5.037977695465088,5.295147895812988,0.2571702003479004
5.011111736297607,5.494253158569336,0.4831414222717285
4.967684745788574,5.446686267852783,0.479001522064209
4.928807258605957,5.402583122253418,0.47377586364746094
4.894079685211182,5.414616584777832,0.5205368995666504
4.827636241912842,5.791436195373535,0.9637999534606934
4.626647472381592,5.470186710357666,0.8435392379760742
4.596931457519531,5.609605312347412,1.0126738548278809
4.17621374130249,7.858949661254883,3.6827359199523926
4.09020471572876,6.778213024139404,2.6880083084106445
