birth,death,persistence
0.0,3.765720844268799,3.765720844268799
0.0,3.7677669525146484,3.7677669525146484
0.0,3.7748045921325684,3.7748045921325684
0.0,3.7771568298339844,3.7771568298339844
0.0,3.779200315475464,3.779200315475464
0.0,3.782735824584961,3.782735824584961
0.0,3.786041498184204,3.786041498184204
0.0,3.7899668216705322,3.7899668216705322
0.0,3.7904012203216553,3.7904012203216553
0.0,3.7921268939971924,3.7921268939971924
0.0,3.7931272983551025,3.7931272983551025
0.0,3.7938425540924072,3.7938425540924072
0.0,3.7938907146453857,3.7938907146453857
0.0,3.7949326038360596,3.7949326038360596
0.0,3.7953743934631348,3.7953743934631348
0.0,3.795408248901367,3.795408248901367
0.0,3.7965660095214844,3.7965660095214844
0.0,3.796579599380493,3.796579599380493
0.0,3.7980074882507324,3.7980074882507324
0.0,3.7993717193603516,3.7993717193603516
0.0,3.8000876903533936,3.8000876903533936
0.0,3.8001561164855957,3.8001561164855957
0.0,3.8006997108459473,3.8006997108459473
0.0,3.801037073135376,3.801037073135376
0.0,3.8013718128204346,3.8013718128204346
0.0,3.801497220993042,3.801497220993042
0.0,3.8020176887512207,3.8020176887512207
0.0,3.802611827850342,3.802611827850342
0.0,3.8029990196228027,3.8029990196228027
0.0,3.8031203746795654,3.8031203746795654
0.0,3.803126335144043,3.803126335144043
0.0,3.803652048110962,3.803652048110962
0.0,3.803976058959961,3.803976058959961
0.0,3.8042237758636475,3.8042237758636475
0.0,3.805706024169922,3.805706024169922
0.0,3.8059425354003906,3.8059425354003906
0.0,3.8064703941345215,3.8064703941345215
0.0,3.8073697090148926,3.8073697090148926
0.0,3.8088111877441406,3.8088111877441406
0.0,3.810763359069824,3.810763359069824
0.0,3.8135299682617188,3.8135299682617188
0.0,3.8137147426605225,3.8137147426605225
0.0,3.813924551010132,3.813924551010132
0.0,3.8141086101531982,3.8141086101531982
0.0,3.814171075820923,3.814171075820923
0.0,3.8147404193878174,3.8147404193878174
0.0,3.815040349960327,3.815040349960327
0.0,3.816011428833008,3.816011428833008
0.0,3.8161442279815674,3.8161442279815674
0.0,3.816584348678589,3.816584348678589
0.0,3.8180017471313477,3.8180017471313477
0.0,3.81801700592041,3.81801700592041
0.0,3.8182594776153564,3.8182594776153564
0.0,3.8186464309692383,3.8186464309692383
0.0,3.818709373474121,3.818709373474121
0.0,3.8191587924957275,3.8191587924957275
0.0,3.819542646408081,3.819542646408081
0.0,3.819791078567505,3.819791078567505
0.0,3.82020902633667,3.82020902633667
0.0,3.8214452266693115,3.8214452266693115
0.0,3.8220555782318115,3.8220555782318115
0.0,3.8227503299713135,3.8227503299713135
0.0,3.824169158935547,3.824169158935547
0.0,3.824962854385376,3.824962854385376
0.0,3.825193405151367,3.825193405151367
0.0,3.825838804244995,3.825838804244995
0.0,3.829737424850464,3.829737424850464
0.0,3.8297579288482666,3.8297579288482666
0.0,3.8308417797088623,3.8308417797088623
0.0,3.8321125507354736,3.8321125507354736
0.0,3.8323216438293457,3.8323216438293457
0.0,3.8326823711395264,3.8326823711395264
0.0,3.832961320877075,3.832961320877075
0.0,3.8343429565429688,3.8343429565429688
0.0,3.8350865840911865,3.8350865840911865
0.0,3.836609125137329,3.836609125137329
0.0,3.838324785232544,3.838324785232544
0.0,3.8387529850006104,3.8387529850006104
0.0,3.838956832885742,3.838956832885742
0.0,3.839130163192749,3.839130163192749
0.0,3.8403563499450684,3.8403563499450684
0.0,3.8418028354644775,3.8418028354644775
0.0,3.8424930572509766,3.8424930572509766
0.0,3.846623182296753,3.846623182296753
0.0,3.8485023975372314,3.8485023975372314
0.0,3.8575491905212402,3.8575491905212402
0.0,3.8593480587005615,3.8593480587005615
0.0,inf,inf
