birth,death,persistence
8.319254875183105,8.60871696472168,0.2894620895385742
7.841556072235107,8.14063835144043,0.29908227920532227
7.708436965942383,8.003748893737793,0.29531192779541016
7.601315498352051,8.080841064453125,0.4795255661010742
7.585512638092041,8.535221099853516,0.9497084617614746
7.36545991897583,7.751773834228516,0.38631391525268555
7.240856170654297,8.003748893737793,0.7628927230834961
7.2284159660339355,7.971198081970215,0.7427821159362793
7.193052291870117,7.547847270965576,0.354794979095459
7.121797561645508,8.285529136657715,1.163731575012207
7.009993076324463,7.74338436126709,0.733391284942627
6.857112884521484,8.043009757995605,1.185896873474121
6.843245029449463,8.545173645019531,1.7019286155700684
6.831544399261475,7.605261325836182,0.773716926574707
6.8007354736328125,7.089428901672363,0.2886934280395508
6.5795135498046875,8.041144371032715,1.4616308212280273
6.574952602386475,7.590784072875977,1.015831470489502
6.489222049713135,8.196340560913086,1.7071185111999512
6.4505815505981445,8.240145683288574,1.7895641326904297
6.319018840789795,6.66783332824707,0.3488144874572754
6.143289089202881,6.319018840789795,0.17572975158691406
5.68858528137207,5.835237979888916,0.1466526985168457
5.5874857902526855,5.866003513336182,0.2785177230834961
5.506360054016113,5.6267218589782715,0.1203618049621582
5.45710563659668,5.55877685546875,0.10167121887207031
5.447935581207275,5.539855480194092,0.0919198989868164
5.441507339477539,5.8292365074157715,0.3877291679382324
5.433230876922607,6.164413928985596,0.7311830520629883
5.421254634857178,5.7043843269348145,0.2831296920776367
5.415718078613281,5.595533847808838,0.17981576919555664
5.404627799987793,5.52539587020874,0.12076807022094727
5.367494583129883,5.441507339477539,0.07401275634765625
5.349766254425049,5.54075813293457,0.19099187850952148
5.334791660308838,5.835237979888916,0.5004463195800781
5.334791660308838,5.342284202575684,0.007492542266845703
5.301886558532715,5.430469512939453,0.12858295440673828
5.301886558532715,5.648008346557617,0.34612178802490234
5.292447566986084,5.471745491027832,0.17929792404174805
5.278257369995117,5.643580436706543,0.3653230667114258
5.2697248458862305,6.220932483673096,0.9512076377868652
5.250714302062988,5.390732765197754,0.14001846313476562
5.246903896331787,8.191458702087402,2.9445548057556152
5.241183280944824,5.338539123535156,0.09735584259033203
5.225896835327148,6.004997730255127,0.7791008949279785
5.223983287811279,5.323532581329346,0.0995492935180664
5.223983287811279,5.441507339477539,0.21752405166625977
5.209606647491455,5.54075813293457,0.33115148544311523
5.205766201019287,5.323532581329346,0.1177663803100586
5.204805374145508,5.316013336181641,0.11120796203613281
5.196152210235596,5.492722511291504,0.2965703010559082
5.1874847412109375,5.316954135894775,0.1294693946838379
5.177837371826172,8.601162910461426,3.423325538635254
5.1623640060424805,5.478138446807861,0.31577444076538086
5.161395072937012,5.223983287811279,0.06258821487426758
5.156549453735352,5.314132213592529,0.15758275985717773
5.141011714935303,5.352569580078125,0.21155786514282227
5.139066219329834,5.68242883682251,0.5433626174926758
5.138092994689941,5.437830448150635,0.29973745346069336
5.131276607513428,5.499090671539307,0.3678140640258789
5.128352642059326,5.495452880859375,0.36710023880004883
5.112729072570801,5.374941825866699,0.26221275329589844
5.109794616699219,5.482699871063232,0.37290525436401367
5.107837200164795,5.314132213592529,0.20629501342773438
5.101960182189941,5.204805374145508,0.1028451919555664
5.099999904632568,5.312250137329102,0.2122502326965332
5.099019527435303,5.125426769256592,0.026407241821289062
5.096076965332031,5.363767147064209,0.26769018173217773
5.092150688171387,5.400000095367432,0.3078494071960449
5.075430870056152,5.08625602722168,0.010825157165527344
5.070502758026123,5.085272789001465,0.014770030975341797
5.057667255401611,5.316013336181641,0.2583460807800293
5.048762321472168,5.108816146850586,0.06005382537841797
5.046781063079834,5.3860931396484375,0.3393120765686035
5.044799327850342,5.446099758148193,0.40130043029785156
5.040833473205566,5.352569580078125,0.3117361068725586
5.028916358947754,5.073460578918457,0.044544219970703125
5.024937629699707,8.7852144241333,3.7602767944335938
5.004997730255127,5.247856616973877,0.24285888671875
5.0,5.064582824707031,0.06458282470703125
4.990992069244385,5.331978797912598,0.3409867286682129
4.983974456787109,5.363767147064209,0.3797926902770996
4.98297119140625,5.568662166595459,0.585690975189209
4.980963706970215,5.177837371826172,0.19687366485595703
4.956813335418701,5.085272789001465,0.12845945358276367
4.955804824829102,5.3758721351623535,0.42006731033325195
4.945705413818359,4.999000072479248,0.05329465866088867
4.940647602081299,5.166236400604248,0.22558879852294922
4.935585021972656,5.204805374145508,0.26922035217285156
4.92544412612915,5.081338405609131,0.15589427947998047
4.92544412612915,5.028916358947754,0.10347223281860352
4.917316436767578,5.3758721351623535,0.4585556983947754
4.913247585296631,5.212484836578369,0.2992372512817383
4.905099391937256,5.108816146850586,0.20371675491333008
4.902040481567383,4.968903064727783,0.06686258316040039
4.872371196746826,4.980963706970215,0.10859251022338867
4.869291305541992,5.453439235687256,0.5841479301452637
4.842520236968994,5.247856616973877,0.4053363800048828
4.818713665008545,5.142956256866455,0.32424259185791016
4.8114447593688965,4.983974456787109,0.1725296974182129
4.806245803833008,5.239274978637695,0.4330291748046875
4.789572238922119,4.968903064727783,0.17933082580566406
4.788527965545654,5.08625602722168,0.2977280616760254
4.76864767074585,5.316954135894775,0.5483064651489258
4.729693412780762,5.2697248458862305,0.5400314331054688
4.72122859954834,5.224940299987793,0.5037117004394531
4.678675174713135,5.3609700202941895,0.6822948455810547
4.676537036895752,5.125426769256592,0.44888973236083984
4.6540303230285645,6.096720218658447,1.4426898956298828
4.645427703857422,5.150728225708008,0.5053005218505859
4.574931621551514,5.025932788848877,0.4510011672973633
4.529900550842285,5.073460578918457,0.5435600280761719
4.477722644805908,4.980963706970215,0.5032410621643066
3.9000000953674316,9.708759307861328,5.8087592124938965
