pdb_id,h1_death_radius
1L2Y,7.105374813079834
1L2Y,5.0718913078308105
1L2Y,5.09243631362915
1L2Y,5.071148872375488
1L2Y,4.98719596862793
1L2Y,4.624077796936035
1L2Y,4.921787738800049
1L2Y,5.0718913078308105
1L2Y,4.98719596862793
1L2Y,4.9446210861206055
1L2Y,1.3451728820800781
1L2Y,0.7552390098571777
1L2Y,0.7134234309196472
1L2Y,0.5296281576156616
1L2Y,0.5441332459449768
1L2Y,0.6060346364974976
1L2Y,0.43661195039749146
1L2Y,0.5055620670318604
1L2Y,0.38695478439331055
1L2Y,0.4109732210636139
1L2Y,0.37728768587112427
1L2Y,0.3106541633605957
1L2Y,0.34070661664009094
1L2Y,0.306011438369751
1L2Y,0.2801588773727417
1L2Y,0.2560429573059082
1L2Y,0.2831077575683594
1L2Y,0.301734983921051
1L2Y,0.2461991012096405
1L2Y,0.24901606142520905
1L2Y,0.23626044392585754
1L2Y,0.252778559923172
1L2Y,0.24228495359420776
1L2Y,0.2769422233104706
1L2Y,0.25311657786369324
1L2Y,0.27786868810653687
1L2Y,0.2576295733451843
1L2Y,0.24743686616420746
1L2Y,0.22515328228473663
1L2Y,0.2224792093038559
1L2Y,0.26759856939315796
1L2Y,0.2181054800748825
1L2Y,0.24583734571933746
1L2Y,0.23476584255695343
1L2Y,0.2551254630088806
1L2Y,0.22910477221012115
1L2Y,0.2329699546098709
1L2Y,0.2105255275964737
1L2Y,0.22165288031101227
1L2Y,0.20883725583553314
1L2Y,0.20641948282718658
1L2Y,0.21915747225284576
1L2Y,0.20890428125858307
1L2Y,0.24164851009845734
1L2Y,0.21937410533428192
1L2Y,0.18601880967617035
1L2Y,0.18291528522968292
1L2Y,0.1961173117160797
1L2Y,0.18220318853855133
1L2Y,0.20115168392658234
1L2Y,0.19350193440914154
1L2Y,0.1922004222869873
1L2Y,0.17578111588954926
1L2Y,0.17659558355808258
1L2Y,0.1956118643283844
1L2Y,0.1958979368209839
1L2Y,0.19634154438972473
1L2Y,0.23339666426181793
1L2Y,0.18770721554756165
1L2Y,0.1756616085767746
1L2Y,0.1709064096212387
1L2Y,0.16623477637767792
1L2Y,0.17983603477478027
1L2Y,0.19366465508937836
1L2Y,0.15991872549057007
1L2Y,0.15896540880203247
1L2Y,0.1701822578907013
1L2Y,0.17122499644756317
1L2Y,0.15564382076263428
1L2Y,0.15203289687633514
1L2Y,0.15420764684677124
1L2Y,0.16258536279201508
1L2Y,0.19765879213809967
1L2Y,0.14311183989048004
1L2Y,0.15097682178020477
1L2Y,0.17539098858833313
1L2Y,0.13489995896816254
1L2Y,0.15448948740959167
1L2Y,0.14533409476280212
1L2Y,0.14090421795845032
1L2Y,0.1337946206331253
1L2Y,0.13373854756355286
1L2Y,0.16865645349025726
1L2Y,0.15558277070522308
1L2Y,0.14613349735736847
1L2Y,0.13627178966999054
1L2Y,0.1313430666923523
1L2Y,0.14776332676410675
1L2Y,0.15869782865047455
1L2Y,0.12809762358665466
1L2Y,0.1332591474056244
1L2Y,0.1371750682592392
1L2Y,0.1499766707420349
1L2Y,0.12258058786392212
